time,load,wind_power,solar_power,temp,wind_speed,irradiance,precipitation,humidity,pressure,net_load,month,hour
2020-07-01 00:00:00,8.44385,2.736646762313436,0.0,13.84,1.97,492.4,0.0,57.81,97.78,5.707203237686564,7,0
2020-07-01 01:00:00,7.1879825,2.9401907264689213,0.0,13.84,1.97,492.4,0.0,57.81,97.78,4.247791773531079,7,1
2020-07-01 02:00:00,6.172,2.9462831743450395,0.0,13.84,1.97,492.4,0.0,57.81,97.78,3.22571682565496,7,2
2020-07-01 03:00:00,5.53113,2.761618239865318,0.0,13.84,1.97,492.4,0.0,57.81,97.78,2.769511760134682,7,3
2020-07-01 04:00:00,5.6344975,2.775906115081121,0.0,13.84,1.97,492.4,0.0,57.81,97.78,2.858591384918879,7,4
2020-07-01 05:00:00,6.439355,3.0120303788789955,0.0,13.84,1.97,492.4,0.0,57.81,97.78,3.4273246211210044,7,5
2020-07-01 06:00:00,8.2432175,2.7194547055226614,0.0,13.84,1.97,492.4,0.0,57.81,97.78,5.523762794477339,7,6
2020-07-01 07:00:00,9.550930000000001,2.618246590253092,0.11793073947098712,13.84,1.97,492.4,0.0,57.81,97.78,6.814752670275922,7,7
2020-07-01 08:00:00,10.024709999999999,2.687338789636183,1.2938850450727832,13.84,1.97,492.4,0.0,57.81,97.78,6.043486165291033,7,8
2020-07-01 09:00:00,8.9384825,2.4805108236906945,2.1105654153678133,13.84,1.97,492.4,0.0,57.81,97.78,4.347406260941491,7,9
2020-07-01 10:00:00,7.3005375,2.521570484149847,2.506124583611911,13.84,1.97,492.4,0.0,57.81,97.78,2.272842432238242,7,10
2020-07-01 11:00:00,6.1369875,3.0343399809624216,2.6505742138057293,15.81,1.97,552.6,0.0,52.08,97.69,0.4520733052318491,7,11
2020-07-01 12:00:00,5.4077225,3.263277294025994,2.679918746956891,16.8,1.78,554.45,0.0,48.52,97.6,-0.5354735409828848,7,12
2020-07-01 13:00:00,5.0831525,3.758215334806227,2.5791759888856602,17.27,1.63,496.45,0.0,46.66,97.52,-1.2542388236918875,7,13
2020-07-01 14:00:00,4.99647,3.223279947749241,2.3685335652495993,17.3,1.56,384.75,0.0,46.87,97.48,-0.59534351299884,7,14
2020-07-01 15:00:00,5.29208,2.7157632411233923,1.8760194156772838,16.69,1.32,229.82,0.0,51.58,97.46,0.7002973431993242,7,15
2020-07-01 16:00:00,6.177585,2.549512168594728,0.8536053330389504,14.24,1.27,60.15,0.0,66.2,97.47,2.774467498366321,7,16
2020-07-01 17:00:00,8.173549999999999,2.164622260411415,0.023995640618502487,11.48,1.69,0.0,0.0,71.9,97.52,5.984932098970082,7,17
2020-07-01 18:00:00,9.697140000000001,2.6943709922638353,0.0,10.34,1.84,0.0,0.0,75.63,97.57,7.002769007736166,7,18
2020-07-01 19:00:00,9.4180875,3.1825602813986333,0.0,9.61,1.87,0.0,0.0,78.27,97.61,6.2355272186013675,7,19
2020-07-01 20:00:00,8.839694999999999,3.57870037888829,0.0,9.45,1.87,0.0,0.0,78.06,97.59,5.260994621111709,7,20
2020-07-01 21:00:00,7.8455449999999995,3.4809404298812807,0.0,8.7,1.71,0.0,0.0,82.22,97.56,4.364604570118718,7,21
2020-07-01 22:00:00,7.9223775,3.7824175317271322,0.0,7.93,1.73,0.0,0.0,86.31,97.52,4.139959968272867,7,22
2020-07-01 23:00:00,8.518352499999999,4.011788929972414,0.0,7.4,1.79,0.0,0.0,89.75,97.48,4.506563570027585,7,23
