time,load,wind_power,solar_power,temp,wind_speed,irradiance,precipitation,humidity,pressure,net_load,month,hour
2021-07-01 00:00:00,7.5079392,0.7768820934963232,0.0,12.1,0.64,216.23,5.23,89.94,97.89,6.731057106503677,7,0
2021-07-01 01:00:00,6.31342935,0.6628839821208091,0.0,12.1,0.64,216.23,5.23,89.94,97.89,5.65054536787919,7,1
2021-07-01 02:00:00,5.308186275000001,0.6616838419837866,0.0,12.1,0.64,216.23,5.23,89.94,97.89,4.646502433016214,7,2
2021-07-01 03:00:00,4.72111785,0.6964225880983717,0.0,12.1,0.64,216.23,5.23,89.94,97.89,4.024695261901628,7,3
2021-07-01 04:00:00,4.5693,0.45435971085840887,0.0,12.1,0.64,216.23,5.23,89.94,97.89,4.114940289141591,7,4
2021-07-01 05:00:00,5.0094657,0.4041836179158786,0.0,12.1,0.64,216.23,5.23,89.94,97.89,4.605282082084122,7,5
2021-07-01 06:00:00,5.94701505,0.3297072480956342,0.0,12.1,0.64,216.23,5.23,89.94,97.89,5.617307801904366,7,6
2021-07-01 07:00:00,6.717894075,0.26036184448808114,0.002786789490426649,12.1,0.64,216.23,5.23,89.94,97.89,6.454745441021493,7,7
2021-07-01 08:00:00,7.3671327,0.34682502004047755,0.04226636223319826,12.1,0.64,216.23,5.23,89.94,97.89,6.978041317726324,7,8
2021-07-01 09:00:00,7.612766325,0.28269355608878627,0.11669690251438551,12.1,0.64,216.23,5.23,89.94,97.89,7.213375866396828,7,9
2021-07-01 10:00:00,7.1819118,0.09642032650672239,0.20413253047441357,12.1,0.64,216.23,5.23,89.94,97.89,6.881358943018864,7,10
2021-07-01 11:00:00,6.951805425,0.09785557535120362,0.3629216253783534,13.04,0.31,249.7,2.6,85.52,97.8,6.491028224270442,7,11
2021-07-01 12:00:00,6.669635850000001,0.04042566912538234,0.29011665791876917,14.17,0.68,159.82,1.43,78.63,97.74,6.3390935229558485,7,12
2021-07-01 13:00:00,6.7248,0.02581736690921783,0.24895341587324135,14.14,0.52,119.53,1.69,77.6,97.72,6.4500292172175415,7,13
2021-07-01 14:00:00,6.8358188250000005,0.05163259775536683,0.2647452315008562,13.68,0.51,52.88,1.44,82.06,97.62,6.519440995743778,7,14
2021-07-01 15:00:00,7.4349,0.05004183971357179,0.2356581047280409,13.07,0.66,79.15,1.3,88.76,97.58,7.149200055558387,7,15
2021-07-01 16:00:00,7.7737167,0.07406789652146324,0.0806427996931771,11.94,1.02,19.25,2.07,94.59,97.57,7.619006003785359,7,16
2021-07-01 17:00:00,8.85666915,0.033934025980467804,0.0011611620941505614,11.15,1.34,0.0,4.64,96.54,97.6,8.821573961925381,7,17
2021-07-01 18:00:00,9.519189975,0.016491401183526516,0.0,10.94,1.31,0.0,12.93,97.08,97.62,9.502698573816474,7,18
2021-07-01 19:00:00,8.97523965,0.021617814584732706,0.0,11.17,0.89,0.0,29.42,95.62,97.62,8.953621835415268,7,19
