run,W,JS,ACF,STD,CORR,COST,MAX,MEAN
opt8,0.7384914601420877,0.6882535434572307,0.7041980227609991,0.9542797490723152,0.9657363387373634,0.0135387389693046,0.9657363387373634,0.6774163088565501
g1,0.7384914601420877,0.6882535434572307,0.7041980227609991,0.9542797490723152,0.9657363387373634,0.0135387389693046,0.9657363387373634,0.6774163088565501
g2,0.7394762690820588,0.6897712681860432,0.7042195983959655,0.954205696627036,0.9660078714595784,0.0077635119624708,0.9660078714595784,0.6769073692855253
opt2,0.7411327390985842,0.6939638188865274,0.7042555606871959,0.95408228751989,0.9664604783125088,0.0432672635116718,0.9664604783125088,0.6838603580027297
g5,0.7367070099776588,0.6965601952067337,0.7014433350376909,0.9671455387421624,0.946996551375221,0.01171514941997,0.9671455387421624,0.6767612966265727
g3,0.6731895523327909,0.6550764427710488,0.7086060375207311,1.015215429137386,0.5380152011180224,0.0015283017520364,1.015215429137386,0.5986051607720025
g4,0.6731895523327909,0.6550764427710488,0.7086060375207311,1.015215429137386,0.5380152011180224,0.0015283017520364,1.015215429137386,0.5986051607720025
