time,load,wind_power,solar_power,temp,wind_speed,irradiance,snowfall,visibility,precipitation,humidity,dhi,dni,ghi,season,day_of_week
2021-05-14 05:00:00,22130.83333333333,4156.583333333333,1.9166666666666667,16.110000000000003,2.686666666666667,65.96666666666667,0.0,10000.0,0.0,57.95733333333334,33.833333333333336,213.8166666666667,65.96666666666667,spring,4
2021-05-14 06:00:00,23218.58333333333,3716.8333333333335,1494.5833333333333,18.32166666666667,3.061666666666667,222.66666666666663,0.0,10000.0,0.0,52.56583333333333,70.89999999999999,468.0833333333333,222.66666666666663,spring,4
2021-05-14 07:00:00,24317.916666666668,3604.4166666666665,6718.0,20.53833333333333,3.316666666666667,386.56666666666666,0.0,10000.0,0.0,47.18333333333334,103.06666666666666,563.6166666666667,386.56666666666666,spring,4
2021-05-14 08:00:00,24886.75,3399.75,10500.25,22.49833333333333,3.495000000000001,473.9,0.0,10000.0,0.0,42.86066666666667,133.41666666666666,507.7166666666667,473.9,spring,4
2021-05-14 09:00:00,24606.33333333333,2727.1666666666665,11989.75,24.075,3.668333333333333,605.8166666666667,0.0,10000.0,0.0,39.309333333333335,170.13333333333333,540.75,605.8166666666667,spring,4
2021-05-14 10:00:00,23803.75,2593.333333333333,12586.416666666666,25.32166666666667,3.815,773.0333333333333,0.0,10000.0,0.0,36.597166666666666,171.9,664.8833333333333,773.0333333333333,spring,4
2021-05-14 11:00:00,22931.58333333333,2499.4166666666665,12895.25,26.33333333333333,3.9783333333333335,859.1166666666667,0.0,10000.0,0.0,34.264500000000005,151.81666666666666,745.7166666666667,859.1166666666667,spring,4
2021-05-14 12:00:00,22738.75,2484.1666666666665,12805.916666666666,27.038333333333338,4.140000000000001,843.8166666666666,0.0,10000.0,0.0,32.51733333333333,146.31666666666666,740.7833333333333,843.8166666666666,spring,4
2021-05-14 13:00:00,23084.416666666668,2814.0,12845.666666666666,27.313333333333336,4.293333333333334,724.1166666666667,0.0,10000.0,0.0,31.585833333333337,190.9,601.75,724.1166666666667,spring,4
2021-05-14 14:00:00,23596.916666666668,3579.75,12755.25,27.021666666666665,4.435,571.4833333333333,0.0,10000.0,0.0,31.70133333333333,152.33333333333334,537.4833333333333,571.4833333333333,spring,4
2021-05-14 15:00:00,24423.5,4124.333333333333,12355.25,26.7,4.52,462.35,0.0,10000.0,0.0,32.098,142.45000000000002,504.31666666666666,462.35,spring,4
2021-05-14 16:00:00,25593.5,4218.75,11599.166666666666,24.67833333333333,4.603333333333333,290.4833333333333,0.0,10000.0,0.0,35.80566666666667,103.18333333333334,405.01666666666665,290.4833333333333,spring,4
2021-05-14 17:00:00,26814.83333333333,4049.8333333333335,9877.833333333334,22.36,4.31,141.85,0.0,10000.0,0.0,40.83416666666667,72.41666666666667,274.71666666666664,141.85,spring,4
2021-05-14 18:00:00,27633.58333333333,4420.0,5330.166666666667,19.71666666666667,3.826666666666666,54.28333333333333,0.0,10000.0,0.0,47.9365,32.75,153.33333333333334,54.28333333333333,spring,4
2021-05-14 19:00:00,27937.916666666668,4486.666666666667,783.8333333333334,17.951666666666668,3.630000000000001,1.65,0.0,10000.0,0.0,53.707166666666666,1.4833333333333334,3.8166666666666655,1.65,spring,4
2021-05-14 20:00:00,28185.916666666668,4158.916666666667,0.0,16.865000000000002,3.5450000000000004,0.0,0.0,10000.0,0.0,57.22666666666667,0.0,0.0,0.0,spring,4
2021-05-14 21:00:00,27325.666666666668,4349.5,0.0,15.923333333333334,3.483333333333333,0.0,0.0,10000.0,0.0,60.11666666666667,0.0,0.0,0.0,spring,4
2021-05-14 22:00:00,25808.0,4678.25,0.0,15.191666666666668,3.465,0.0,0.0,10000.0,0.0,62.358,0.0,0.0,0.0,spring,4
2021-05-14 23:00:00,24135.58333333333,4545.75,0.0,14.618333333333334,3.4033333333333338,0.0,0.0,10000.0,0.0,64.0435,0.0,0.0,0.0,spring,4
2021-05-15 00:00:00,22874.166666666668,4178.583333333333,0.0,14.115000000000002,3.293333333333333,0.0,0.0,10000.0,0.0,65.54133333333334,0.0,0.0,0.0,spring,5
2021-05-15 01:00:00,21823.0,4102.333333333333,0.0,13.628333333333336,3.2150000000000003,0.0,0.0,10000.0,0.0,67.11366666666667,0.0,0.0,0.0,spring,5
2021-05-15 02:00:00,21032.58333333333,4170.333333333333,0.0,13.22,3.1983333333333337,0.0,0.0,10000.0,0.0,68.466,0.0,0.0,0.0,spring,5
2021-05-15 03:00:00,20629.666666666668,4557.333333333333,0.0,12.883333333333336,3.1933333333333334,0.0,0.0,10000.0,0.0,69.64733333333334,0.0,0.0,0.0,spring,5
2021-05-15 04:00:00,20553.0,4534.416666666667,0.0,12.986666666666666,3.266666666666667,0.7666666666666666,0.0,10000.0,0.0,69.44733333333333,0.6666666666666666,2.95,0.7666666666666666,spring,5
2021-05-15 05:00:00,20854.166666666668,4020.3333333333335,1.4166666666666667,14.16666666666667,3.5866666666666664,73.05,0.0,10000.0,0.0,65.38983333333333,38.78333333333333,229.46666666666667,73.05,spring,5
2021-05-15 06:00:00,21096.916666666668,3758.8333333333335,1509.75,16.136666666666667,3.93,254.4333333333333,0.0,10000.0,0.0,58.179833333333335,84.13333333333334,537.7333333333333,254.4333333333333,spring,5
2021-05-15 07:00:00,21422.58333333333,3973.25,6124.5,18.161666666666665,4.005,408.05,0.0,10000.0,0.0,51.07533333333333,125.5,569.0666666666667,408.05,spring,5
2021-05-15 08:00:00,21598.58333333333,3973.3333333333335,8187.083333333333,20.075000000000003,4.088333333333334,476.7833333333333,0.0,10000.0,0.0,45.264833333333335,186.48333333333332,424.8833333333334,476.7833333333333,spring,5
2021-05-15 09:00:00,21447.75,3274.0,10007.583333333334,21.795,4.301666666666667,644.4833333333333,0.0,10000.0,0.0,40.85266666666667,192.66666666666663,558.25,644.4833333333333,spring,5
2021-05-15 10:00:00,20983.33333333333,2941.833333333333,10302.083333333334,23.180000000000003,4.46,816.2333333333332,0.0,10000.0,0.0,37.869,178.98333333333335,703.6166666666667,816.2333333333332,spring,5
2021-05-15 11:00:00,20023.08333333333,3161.4166666666665,9643.25,24.12833333333333,4.568333333333333,897.0,0.0,10000.0,0.0,36.13516666666667,186.13333333333333,748.8000000000001,897.0,spring,5
