sample_index,selected_method,selected_score,initial_local_score,global_objective
0,RiskFirst_TCN_Empirical,0.23352405895608028,0.23352405895608028,0.08966725242120882
1,DurationAware_RiskFirst_TCN_Empirical,0.4847290548491505,0.17202698563650626,0.08966725242120882
2,RiskFirst_TCN_Empirical,0.4935128358617724,0.14152042828519398,0.08966725242120882
3,DurationAware_RiskFirst_TCN_Empirical,0.27440578569831486,0.27440578569831486,0.08966725242120882
4,DurationAware_RiskFirst_TCN_Empirical,0.24809039351893308,0.24809039351893308,0.08966725242120882
5,DurationAware_RiskFirst_TCN_Empirical,0.17427770175956506,0.17427770175956506,0.08966725242120882
6,extreme_conditioned_gaussian_copula,0.9011592257178316,0.8665874364564368,0.08966725242120882
7,extreme_conditioned_gaussian_copula,1.2004423131223985,0.6474306055939183,0.08966725242120882
8,RiskFirst_TCN_Empirical,0.4861437120550606,0.19757577535981913,0.08966725242120882
9,DurationAware_RiskFirst_TCN_Empirical,0.7861589726905227,0.7861589726905227,0.08966725242120882
10,extreme_conditioned_gaussian_copula,0.4800069412987154,0.19523879328354535,0.08966725242120882
11,RiskFirst_TCN_Empirical,0.39376182816984706,0.39376182816984706,0.08966725242120882
12,DurationAware_RiskFirst_TCN_Empirical,0.47095967806315453,0.47095967806315453,0.08966725242120882
13,extreme_conditioned_gaussian_copula,0.3757441427948227,0.16976293494195807,0.08966725242120882
14,RiskFirst_TCN_Empirical,0.3857485298422447,0.3857485298422447,0.08966725242120882
15,RiskFirst_TCN_Empirical,0.13941840324610963,0.13941840324610963,0.08966725242120882
16,RiskFirst_TCN_Empirical,1.3238147259412403,1.3238147259412403,0.08966725242120882
17,DurationAware_RiskFirst_TCN_Empirical,0.10936421457105229,0.10936421457105229,0.08966725242120882
18,DurationAware_RiskFirst_TCN_Empirical,0.7174525817649624,0.7174525817649624,0.08966725242120882
19,RiskFirst_TCN_Empirical,0.46087493355716047,0.46087493355716047,0.08966725242120882
20,DurationAware_RiskFirst_TCN_Empirical,1.1263069307474,1.1263069307474,0.08966725242120882
21,DurationAware_RiskFirst_TCN_Empirical,1.0620512430706,1.0620512430706,0.08966725242120882
22,DurationAware_RiskFirst_TCN_Empirical,0.4360405901967872,0.4360405901967872,0.08966725242120882
23,DurationAware_RiskFirst_TCN_Empirical,1.2432260022246004,1.2432260022246004,0.08966725242120882
24,DurationAware_RiskFirst_TCN_Empirical,0.44199116562272445,0.44199116562272445,0.08966725242120882
25,DurationAware_RiskFirst_TCN_Empirical,0.4520969195177704,0.4520969195177704,0.08966725242120882
26,DurationAware_RiskFirst_TCN_Empirical,1.1910061384974413,1.1910061384974413,0.08966725242120882
