cum_deficit,core_cum_deficit,netload_ramp_max,imbalance_duration,max_imbalance_run
30.106945037841797,7.323508262634277,8.675418853759766,15.0,6.0
37.24828338623047,16.010424613952637,9.30533218383789,9.0,7.0
29.69115447998047,12.226722717285156,8.685783386230469,9.0,6.0
43.699867248535156,14.53984546661377,11.0977783203125,9.0,6.0
39.34477996826172,30.97919464111328,8.186084747314453,8.0,7.0
40.56951904296875,17.801669120788574,6.801510810852051,12.0,10.0
8.337348937988281,2.213393211364746,4.605218410491943,11.0,4.0
12.22277545928955,1.6484122276306152,5.131623268127441,10.0,4.0
11.411609649658203,0.0,6.593550682067871,8.0,5.0
47.50151443481445,21.22905921936035,7.353177070617676,12.0,8.0
25.431827545166016,19.71256923675537,7.9940314292907715,11.0,8.0
40.00562286376953,18.381321907043457,10.05398941040039,10.0,9.0
48.41808319091797,18.157480239868164,9.182774543762207,11.0,10.0
19.832164764404297,2.4445858001708984,5.836418628692627,13.0,5.0
46.036712646484375,12.747008323669434,7.930275917053223,10.0,7.0
13.997838020324707,3.838745594024658,6.525792121887207,8.0,8.0
92.99307250976562,4.752227783203125,12.172586441040039,14.0,13.0
10.05636978149414,1.9456992149353027,3.1934258937835693,8.0,6.0
46.19632339477539,25.19882297515869,10.618631362915039,12.0,11.0
21.069652557373047,5.8581719398498535,4.984427452087402,14.0,8.0
73.75007629394531,26.60766315460205,11.925200462341309,13.0,9.0
95.37844848632812,23.174985885620117,12.60293960571289,16.0,12.0
39.613250732421875,16.332444190979004,7.723719596862793,10.0,9.0
122.45011901855469,48.123294830322266,12.816959381103516,15.0,11.0
31.149127960205078,11.064167022705078,8.485542297363281,9.0,9.0
44.387054443359375,15.303505897521973,9.441585540771484,10.0,9.0
101.10443115234375,39.64885997772217,10.921886444091797,18.0,13.0
