sample_index,selected_method,selected_score,global_objective
0,RiskFirst_TCN_Empirical,0.23352405895608028,0.6210836996847383
1,DurationAware_RiskFirst_TCN_Empirical,0.4847290548491505,0.6210836996847383
2,DurationAware_RiskFirst_TCN_Empirical,0.3091169555555938,0.6210836996847383
3,DurationAware_RiskFirst_TCN_Empirical,0.27440578569831486,0.6210836996847383
4,DurationAware_RiskFirst_TCN_Empirical,0.24809039351893308,0.6210836996847383
5,DurationAware_RiskFirst_TCN_Empirical,0.17427770175956506,0.6210836996847383
6,DurationAware_RiskFirst_TCN_Empirical,0.8665874364564368,0.6210836996847383
7,DurationAware_RiskFirst_TCN_Empirical,0.6474306055939183,0.6210836996847383
8,DurationAware_RiskFirst_TCN_Empirical,0.19757577535981913,0.6210836996847383
9,RiskFirst_TCN_Empirical,0.9249655574576544,0.6210836996847383
10,RiskFirst_TCN_Empirical,0.19523879328354535,0.6210836996847383
11,DurationAware_RiskFirst_TCN_Empirical,0.438991248704107,0.6210836996847383
12,DurationAware_RiskFirst_TCN_Empirical,0.47095967806315453,0.6210836996847383
13,DurationAware_RiskFirst_TCN_Empirical,0.16976293494195807,0.6210836996847383
14,RiskFirst_TCN_Empirical,0.3857485298422447,0.6210836996847383
15,RiskFirst_TCN_Empirical,0.13941840324610963,0.6210836996847383
16,RiskFirst_TCN_Empirical,1.3238147259412403,0.6210836996847383
17,DurationAware_RiskFirst_TCN_Empirical,0.10936421457105229,0.6210836996847383
18,DurationAware_RiskFirst_TCN_Empirical,0.7174525817649624,0.6210836996847383
19,DurationAware_RiskFirst_TCN_Empirical,0.7125058324490482,0.6210836996847383
20,DurationAware_RiskFirst_TCN_Empirical,1.1263069307474,0.6210836996847383
21,DurationAware_RiskFirst_TCN_Empirical,1.0620512430706,0.6210836996847383
22,DurationAware_RiskFirst_TCN_Empirical,0.4360405901967872,0.6210836996847383
23,RiskFirst_TCN_Empirical,1.2819462906604817,0.6210836996847383
24,DurationAware_RiskFirst_TCN_Empirical,0.44199116562272445,0.6210836996847383
25,RiskFirst_TCN_Empirical,0.47625141685080163,0.6210836996847383
26,RiskFirst_TCN_Empirical,1.2478021011379434,0.6210836996847383
