sample_index,selected_method,selected_score,target_cum,target_core,target_ramp,target_duration,score_DurationAware_RiskFirst_TCN_Empirical,score_RiskFirst_TCN_Empirical
0,RiskFirst_TCN_Empirical,0.23352405895608028,26.2368032282049,7.214057098735458,8.474754853682084,15.0,0.47080565523570084,0.23352405895608028
1,DurationAware_RiskFirst_TCN_Empirical,0.4847290548491505,43.51252365112305,18.871251106262207,8.61840534210205,9.0,0.4847290548491505,0.5073671541415287
2,DurationAware_RiskFirst_TCN_Empirical,0.3091169555555938,43.51252365112305,18.871251106262207,8.61840534210205,9.0,0.3091169555555938,0.4935128358617724
3,DurationAware_RiskFirst_TCN_Empirical,0.27440578569831486,43.51252365112305,18.871251106262207,8.61840534210205,9.0,0.27440578569831486,0.4364899450308683
4,DurationAware_RiskFirst_TCN_Empirical,0.24809039351893308,43.51252365112305,18.871251106262207,8.61840534210205,9.0,0.24809039351893308,0.2995809720959864
5,DurationAware_RiskFirst_TCN_Empirical,0.17427770175956506,47.330928802490234,19.516892433166504,8.594188690185547,11.0,0.17427770175956506,0.17433537269015692
6,DurationAware_RiskFirst_TCN_Empirical,0.8665874364564368,47.330928802490234,19.516892433166504,8.594188690185547,11.0,0.8665874364564368,0.899967420253895
7,DurationAware_RiskFirst_TCN_Empirical,0.6474306055939183,47.330928802490234,19.516892433166504,8.594188690185547,11.0,0.6474306055939183,1.1179253194134744
8,DurationAware_RiskFirst_TCN_Empirical,0.19757577535981913,48.50658468766646,19.93110318617387,8.647556565024637,11.227272727272727,0.19757577535981913,0.4861437120550606
9,DurationAware_RiskFirst_TCN_Empirical,0.7861589726905227,50.7606406211853,26.04049015045166,8.443650245666504,13.0,0.7861589726905227,0.9249655574576544
10,RiskFirst_TCN_Empirical,0.19523879328354535,48.32187080383301,22.034847259521484,8.202948570251465,12.5,0.37829836128051203,0.19523879328354535
11,RiskFirst_TCN_Empirical,0.39376182816984706,43.51252365112305,18.871251106262207,8.61840534210205,9.0,0.438991248704107,0.39376182816984706
12,DurationAware_RiskFirst_TCN_Empirical,0.47095967806315453,43.51252365112305,18.871251106262207,8.61840534210205,9.0,0.47095967806315453,0.5194092110984103
13,DurationAware_RiskFirst_TCN_Empirical,0.16976293494195807,47.330928802490234,19.516892433166504,8.594188690185547,11.0,0.16976293494195807,0.2721084406436297
14,RiskFirst_TCN_Empirical,0.3857485298422447,43.51252365112305,18.871251106262207,8.61840534210205,9.0,0.4393139427965256,0.3857485298422447
15,RiskFirst_TCN_Empirical,0.13941840324610963,13.601393526250662,2.183461969549005,6.405566042119807,9.0,0.4193341919575203,0.13941840324610963
16,RiskFirst_TCN_Empirical,1.3238147259412403,35.8451009013436,11.639875455336137,8.259337175976146,16.0,1.5543780464241075,1.3238147259412403
17,DurationAware_RiskFirst_TCN_Empirical,0.10936421457105229,12.317733764648438,2.1877269744873047,4.523502349853516,10.0,0.10936421457105229,0.19862249793735545
18,DurationAware_RiskFirst_TCN_Empirical,0.7174525817649624,20.944601492448285,6.604471044106916,6.539106098088351,12.0,0.7174525817649624,0.9161164102919309
19,RiskFirst_TCN_Empirical,0.46087493355716047,22.103684685447,9.475738270716237,8.001454960216178,15.01136363636364,0.7125058324490482,0.46087493355716047
20,DurationAware_RiskFirst_TCN_Empirical,1.1263069307474,47.59859486059708,12.82247985493053,8.649096022952685,19.28977272727272,1.1263069307474,1.2241026261983166
21,DurationAware_RiskFirst_TCN_Empirical,1.0620512430706,63.03106606006622,16.03766231238842,9.265145987272263,24.625,1.0620512430706,1.31440302884206
22,DurationAware_RiskFirst_TCN_Empirical,0.4360405901967872,12.363115500320088,2.2029361941597676,5.9859789555723015,9.0,0.4360405901967872,0.5388191324408115
23,DurationAware_RiskFirst_TCN_Empirical,1.2432260022246004,50.12891856106844,13.40313259038058,8.753580917011607,20.43181818181818,1.2432260022246004,1.2819462906604817
24,DurationAware_RiskFirst_TCN_Empirical,0.44199116562272445,11.406865119934082,1.5831325054168701,5.683885097503662,9.0,0.44199116562272445,0.48356586666168166
25,DurationAware_RiskFirst_TCN_Empirical,0.4520969195177704,11.406865119934082,1.5831325054168701,5.683885097503662,9.0,0.4520969195177704,0.47625141685080163
26,DurationAware_RiskFirst_TCN_Empirical,1.1910061384974413,32.85168496045197,11.228255277330222,8.202719634229487,16.0,1.1910061384974413,1.2478021011379434
