sample_index,selected_method,selected_score,target_cum,target_core,target_ramp,target_duration,score_DurationAware_RiskFirst_TCN_Empirical,score_RiskFirst_TCN_Empirical,score_extreme_conditioned_gaussian_copula,score_traditional_gaussian_copula,score_enhanced_gan,score_ordinary_conditional_tcn,score_ganfix_Conditional_NormalizingFlow_Risk_Generator,score_ganfix_Conditional_Transformer_Risk_Generator,score_ganfix_GAN_Augmented_TailWeighted_Month_EVT_Copula_Risk_Selection_Fixed,score_ganfix_TailWeighted_Month_EVT_Copula_Risk_Selection_Fixed,score_ganfix_TransformerVAE_Augmented_TailWeighted_Copula,score_ganfix_ValSelected_Model_Ensemble,score_ganfix_ValSelected_Model_Ensemble_Margin_0.00,score_ganfix_ValSelected_Model_Ensemble_Margin_0.05,score_ganfix_ValSelected_Model_Ensemble_Margin_0.10,score_targeted_seed45_Conditional_NormalizingFlow_Risk_Generator,score_targeted_seed45_Conditional_TCN_Risk_Generator,score_targeted_seed45_Conditional_Transformer_Risk_Generator,score_targeted_seed45_Expanded_ValSelected_Model_Ensemble,score_targeted_seed45_Expanded_ValSelected_Model_Ensemble_Margin_0.05,score_targeted_seed45_GAN_Augmented_TailWeighted_Month_EVT_Copula_Risk_Selection_Fixed,score_targeted_seed45_RiskKNN_Bootstrap_Generator,score_targeted_seed45_TailWeighted_Month_EVT_Copula_Risk_Selection_Fixed,score_targeted_seed45_TransformerVAE_Augmented_TailWeighted_Copula,score_targeted_seed46_Conditional_NormalizingFlow_Risk_Generator,score_targeted_seed46_Conditional_TCN_Risk_Generator,score_targeted_seed46_Conditional_Transformer_Risk_Generator,score_targeted_seed46_Expanded_ValSelected_Model_Ensemble,score_targeted_seed46_Expanded_ValSelected_Model_Ensemble_Margin_0.05,score_targeted_seed46_GAN_Augmented_TailWeighted_Month_EVT_Copula_Risk_Selection_Fixed,score_targeted_seed46_RiskKNN_Bootstrap_Generator,score_targeted_seed46_TailWeighted_Month_EVT_Copula_Risk_Selection_Fixed,score_targeted_seed46_TransformerVAE_Augmented_TailWeighted_Copula,score_targeted_seed47_Conditional_NormalizingFlow_Risk_Generator,score_targeted_seed47_Conditional_TCN_Risk_Generator,score_targeted_seed47_Conditional_Transformer_Risk_Generator,score_targeted_seed47_Expanded_ValSelected_Model_Ensemble,score_targeted_seed47_Expanded_ValSelected_Model_Ensemble_Margin_0.05,score_targeted_seed47_GAN_Augmented_TailWeighted_Month_EVT_Copula_Risk_Selection_Fixed,score_targeted_seed47_RiskKNN_Bootstrap_Generator,score_targeted_seed47_TailWeighted_Month_EVT_Copula_Risk_Selection_Fixed,score_targeted_seed47_TransformerVAE_Augmented_TailWeighted_Copula
0,targeted_seed45_RiskKNN_Bootstrap_Generator,0.06406781351805857,9.775089263916016,2.410369873046875,3.9756717681884766,8.0,0.1919730544851603,0.21299119491365817,0.11845658277408408,0.39754184830054484,0.16544751827939438,0.17801540629373586,0.20077322137828976,0.22905246119172834,0.17407513672376485,0.21333882133531973,0.20034693481944682,0.22905246119172834,0.22905246119172834,0.22905246119172834,0.22905246119172834,0.1860595735775108,0.24231530105202734,0.29908723498524037,0.10169541682823702,0.10169541682823702,0.17407513672376485,0.06406781351805857,0.10169541682823702,0.14615774577638352,0.13979896158357336,0.2567253141645357,0.1286536177734225,0.13979896158357336,0.13979896158357336,0.17407513672376485,0.07013944049935404,0.10615388766408274,0.20347564583189381,0.10263515055934451,0.23520342692916182,0.23222277362356586,0.23222277362356586,0.23222277362356586,0.17407513672376485,0.07080046792714054,0.2705924173502193,0.2653394880903399
1,DurationAware_RiskFirst_TCN_Empirical,0.006726016851339049,27.163557052612305,12.789454460144043,4.5038957595825195,11.0,0.006726016851339049,0.26932185918742674,0.39057422033356753,0.4944593584970901,0.9053739162928025,0.32059961801688835,0.28874138346663036,0.12301067793071069,0.10793369556010654,0.36665339390574647,0.24851846184707124,0.12301067793071069,0.12301067793071069,0.12301067793071069,0.12301067793071069,0.20175654275657767,0.868225973946389,0.3515436869000273,0.18935532923585296,0.18935532923585296,0.10793369556010654,0.640300085054055,0.18935532923585296,0.4662513244297867,0.34293541605573413,0.3753121988815436,0.2820488420013988,0.34293541605573413,0.34293541605573413,0.10793369556010654,0.3400396914556104,0.3052053128319828,0.19887070877735083,0.29735358134123563,0.18003236377181378,0.8631802366903103,0.8631802366903103,0.8631802366903103,0.10793369556010654,0.3646262407637617,0.39554928130879086,0.18466128112825658
2,ganfix_GAN_Augmented_TailWeighted_Month_EVT_Copula_Risk_Selection_Fixed,0.10860443310623111,21.93396759033203,8.937949180603027,4.589417934417725,9.5,0.290902454120166,0.5283472644528461,0.22258023594454512,0.3619474181483825,1.0673123068650514,0.2408464464573535,0.5374102655586398,0.19125644206019937,0.10860443310623111,0.19740233792636358,0.16701144952667504,0.19125644206019937,0.19125644206019937,0.19125644206019937,0.19125644206019937,0.24502801818343464,0.20770351412597987,0.17243891798957153,0.141326854951283,0.141326854951283,0.10860443310623111,0.18889738624381638,0.141326854951283,0.24680679442932021,0.5633011046542133,0.23049615767964254,0.2013633098578198,0.5633011046542133,0.5633011046542133,0.10860443310623111,0.32455109011935573,0.23578641810796042,0.24804453445498142,0.32987687441759483,0.4144303971476593,0.22342446543817915,0.22342446543817915,0.22342446543817915,0.10860443310623111,0.2358141503500698,0.1898267274596026,0.12033151257233445
3,targeted_seed46_TransformerVAE_Augmented_TailWeighted_Copula,0.11884587641680161,21.93396759033203,8.937949180603027,4.589417934417725,9.5,0.16013246052480326,0.34847581876240435,0.19957862691616263,1.210069559192661,1.017987184647296,0.24163917260199835,0.26732228400377095,0.1468607947421753,0.17349639426662172,0.24184592904667207,0.3090022138340281,0.1468607947421753,0.1468607947421753,0.1468607947421753,0.1468607947421753,0.39816063746769326,0.26829166064658455,0.2519578482624999,0.2620633753771924,0.2620633753771924,0.17349639426662172,0.2075088250484943,0.2620633753771924,0.3214784948992123,0.36577994230144306,0.35126779728158447,0.1472460642396653,0.36577994230144306,0.36577994230144306,0.17349639426662172,0.19212183517518744,0.2392533856868021,0.11884587641680161,0.4800327718455345,0.3321277788900068,0.3318088022858054,0.3318088022858054,0.3318088022858054,0.17349639426662172,0.1390357915131564,0.31596787342193466,0.31151031702066484
4,ordinary_conditional_tcn,0.12191487956832868,21.93396759033203,8.937949180603027,4.589417934417725,9.5,0.41556644062615944,0.5526241896902915,0.35081570640878196,0.7910896996996889,0.8586881472438387,0.12191487956832868,0.41877251223258216,0.24103146688762267,0.22061523101115416,0.24121883430053487,0.15805002136823032,0.24103146688762267,0.24103146688762267,0.24103146688762267,0.24103146688762267,0.3447838489085747,0.35791918024456504,0.16677126505297213,0.34071989963976096,0.34071989963976096,0.22061523101115416,0.2424732687459696,0.34071989963976096,0.20594366228743083,0.5880350048647465,0.20518701942515657,0.24850754067415404,0.5880350048647465,0.5880350048647465,0.22061523101115416,0.2317196162760237,0.23133236993970127,0.31661216904413897,0.47952103811268804,0.1416425784052001,0.38663296917021267,0.38663296917021267,0.38663296917021267,0.22061523101115416,0.2184439856324043,0.223154986937317,0.19415273620269205
5,ganfix_TailWeighted_Month_EVT_Copula_Risk_Selection_Fixed,0.09157701046102715,21.93396759033203,8.937949180603027,4.589417934417725,9.5,0.19665418276517724,0.4344490086249218,0.5684570654263892,0.7680809213257765,1.067529586727728,0.4202239977120185,0.37123492240547795,0.42545084185628373,0.2709733532184601,0.09157701046102715,0.2297460405893266,0.42545084185628373,0.42545084185628373,0.42545084185628373,0.42545084185628373,0.43926472408566525,0.2914758070601084,0.4362223112399559,0.3663835874350783,0.3663835874350783,0.2709733532184601,0.22970976813430782,0.3663835874350783,0.546422134593411,0.54328288632413,0.40984668944955144,0.2540922744867243,0.54328288632413,0.54328288632413,0.2709733532184601,0.17788285354076508,0.20657500677981067,0.25052667074011514,0.4746074686931364,0.22427953009502744,0.29967455845784724,0.29967455845784724,0.29967455845784724,0.2709733532184601,0.16563335776380714,0.22657862041311685,0.5147200007506528
6,ganfix_Conditional_Transformer_Risk_Generator,0.09887927412638248,21.93396759033203,8.937949180603027,4.589417934417725,9.5,0.18880086654496542,0.400683050066164,0.7245387894816355,1.0513162951312518,1.2014032490025703,0.14615936110502148,0.30097363294133167,0.09887927412638248,0.11208085632755069,0.1430528474311658,0.2224424360786208,0.09887927412638248,0.09887927412638248,0.09887927412638248,0.09887927412638248,0.5114775180122177,0.5522365004776911,0.46969071254215056,0.33144526025193216,0.33144526025193216,0.11208085632755069,0.12051757836037692,0.33144526025193216,0.2630193498462584,0.6889780249269426,0.2453644414591639,0.10516175340786088,0.6889780249269426,0.6889780249269426,0.11208085632755069,0.11949778301616948,0.15471213982577775,0.19870079437793237,0.5277996732550283,0.33144169231006065,0.31838859063571817,0.31838859063571817,0.31838859063571817,0.11208085632755069,0.18384948603224477,0.3815144980478865,0.23028800527515358
7,targeted_seed46_TailWeighted_Month_EVT_Copula_Risk_Selection_Fixed,0.13224109557116556,21.93396759033203,8.937949180603027,4.589417934417725,9.5,0.28816164521036686,0.5167028734701308,0.4273497362354888,1.2317889443193584,0.9485230421477687,0.17980843402351487,0.3132451335387298,0.23546150821777764,0.2034885312086282,0.3410834353917756,0.2582234431660717,0.23546150821777764,0.23546150821777764,0.23546150821777764,0.23546150821777764,0.2129677423193047,0.2961204768959496,0.17606355724620132,0.48990250230382426,0.48990250230382426,0.2034885312086282,0.2264235149501552,0.48990250230382426,0.30772072884543544,0.24413545432651304,0.30592581638825617,0.2669973953277689,0.24413545432651304,0.24413545432651304,0.2034885312086282,0.19541455322354506,0.13224109557116556,0.1853067443178024,0.5247530855733217,0.37294532946665954,0.24049324363754027,0.24049324363754027,0.24049324363754027,0.2034885312086282,0.2550987557834247,0.21542992932884786,0.1327202009610026
8,DurationAware_RiskFirst_TCN_Empirical,0.4895334048006873,28.767155170440674,13.343979835510254,4.678141951560974,11.1875,0.4895334048006873,1.1790262457827374,1.4139144515868178,1.3605086555930281,0.5359324950586071,0.6891834540716477,0.76199203640529,0.8377012623403135,0.7923118151638866,0.8499367422728341,0.9605171128818277,0.8377012623403135,0.8377012623403135,0.8377012623403135,0.8377012623403135,0.8572585388126891,0.7339160180013894,0.7162676308872662,0.5817631013451455,0.5817631013451455,0.7923118151638866,0.7529166084453776,0.5817631013451455,0.5657229026915003,0.7115822709901466,0.7572013397225312,0.8113540571156357,0.7115822709901466,0.7115822709901466,0.7923118151638866,0.732151241666789,0.698306353963765,0.8128476480413965,0.850307250883778,0.7205813574929365,0.9072298071188691,0.9072298071188691,0.9072298071188691,0.7923118151638866,0.7400498925478805,0.8619608897741221,0.6143180974404172
9,DurationAware_RiskFirst_TCN_Empirical,0.08467612683784279,27.163557052612305,12.789454460144043,4.5038957595825195,11.0,0.08467612683784279,0.2568611763575698,0.6634568695264496,1.126306108234568,0.40536088262350534,0.4551376369172021,0.12811603728509763,0.20102317820395538,0.2935881614251258,0.40927346793267255,0.34743001191317413,0.20102317820395538,0.20102317820395538,0.20102317820395538,0.20102317820395538,0.4871911874074033,0.3769845347410957,0.29973744968002053,0.15563094510902142,0.15563094510902142,0.2935881614251258,0.40725684040437027,0.15563094510902142,0.1501578285189224,0.456169515155353,0.5234793133706411,0.4349317201806565,0.456169515155353,0.456169515155353,0.2935881614251258,0.2920223200537368,0.220717027737667,0.3043888519951374,0.4534858212008277,0.4858921127450559,0.4842110131005305,0.4842110131005305,0.4842110131005305,0.2935881614251258,0.29770340800812495,0.4879171654504141,0.29675164132847
