sample_index,selected_method,selected_score,target_cum,target_core,target_ramp,target_duration,score_DurationAware_RiskFirst_TCN_Empirical,score_RiskFirst_TCN_Empirical,score_extreme_conditioned_gaussian_copula
0,extreme_conditioned_gaussian_copula,0.11845658277408408,9.775089263916016,2.410369873046875,3.9756717681884766,8.0,0.1919730544851603,0.21299119491365817,0.11845658277408408
1,DurationAware_RiskFirst_TCN_Empirical,0.006726016851339049,27.163557052612305,12.789454460144043,4.5038957595825195,11.0,0.006726016851339049,0.26932185918742674,0.39057422033356753
2,extreme_conditioned_gaussian_copula,0.22258023594454512,21.93396759033203,8.937949180603027,4.589417934417725,9.5,0.290902454120166,0.5283472644528461,0.22258023594454512
3,DurationAware_RiskFirst_TCN_Empirical,0.16013246052480326,21.93396759033203,8.937949180603027,4.589417934417725,9.5,0.16013246052480326,0.34847581876240435,0.19957862691616263
4,extreme_conditioned_gaussian_copula,0.35081570640878196,21.93396759033203,8.937949180603027,4.589417934417725,9.5,0.41556644062615944,0.5526241896902915,0.35081570640878196
5,DurationAware_RiskFirst_TCN_Empirical,0.19665418276517724,21.93396759033203,8.937949180603027,4.589417934417725,9.5,0.19665418276517724,0.4344490086249218,0.5684570654263892
6,DurationAware_RiskFirst_TCN_Empirical,0.18880086654496542,21.93396759033203,8.937949180603027,4.589417934417725,9.5,0.18880086654496542,0.400683050066164,0.7245387894816355
7,DurationAware_RiskFirst_TCN_Empirical,0.28816164521036686,21.93396759033203,8.937949180603027,4.589417934417725,9.5,0.28816164521036686,0.5167028734701308,0.4273497362354888
8,DurationAware_RiskFirst_TCN_Empirical,0.4895334048006873,28.767155170440674,13.343979835510254,4.678141951560974,11.1875,0.4895334048006873,1.1790262457827374,1.4139144515868178
9,DurationAware_RiskFirst_TCN_Empirical,0.08467612683784279,27.163557052612305,12.789454460144043,4.5038957595825195,11.0,0.08467612683784279,0.2568611763575698,0.6634568695264496
10,DurationAware_RiskFirst_TCN_Empirical,0.13148143985574448,27.163557052612305,12.789454460144043,4.5038957595825195,11.0,0.13148143985574448,0.29986216084426276,0.3299788989588329
11,DurationAware_RiskFirst_TCN_Empirical,0.35466879714259547,21.93396759033203,8.937949180603027,4.589417934417725,9.5,0.35466879714259547,0.5881465108050045,0.8615602631564847
12,DurationAware_RiskFirst_TCN_Empirical,0.24617334374080427,27.163557052612305,12.789454460144043,4.5038957595825195,11.0,0.24617334374080427,0.2680701839827181,0.8908689018079641
13,DurationAware_RiskFirst_TCN_Empirical,0.26907865234032735,54.00166702270508,25.422154545783997,7.032369449734688,17.21875,0.26907865234032735,0.3690521256349054,2.2456669317857885
14,DurationAware_RiskFirst_TCN_Empirical,0.17897629363282455,3.018857955932617,0.03520560264587402,2.8809893131256104,4.5,0.17897629363282455,0.18223077275475702,2.4080244695831503
15,DurationAware_RiskFirst_TCN_Empirical,0.15185057911179667,3.018857955932617,0.03520560264587402,2.8809893131256104,4.5,0.15185057911179667,0.16706078259838694,0.22784719348437574
16,DurationAware_RiskFirst_TCN_Empirical,0.48447755235780643,8.403645277023315,0.7977311611175537,3.599659502506256,7.125,0.48447755235780643,0.5060096746332173,2.633576513784545
17,DurationAware_RiskFirst_TCN_Empirical,0.8802280609083276,16.021092236042012,6.265504667162895,4.953633111715315,15.0,0.8802280609083276,1.0324747908345324,1.6394628731181153
18,DurationAware_RiskFirst_TCN_Empirical,0.7073714439754145,12.364845424890518,3.256978750228882,4.096752405166626,12.0,0.7073714439754145,0.8280753055772694,1.1393335751412357
19,DurationAware_RiskFirst_TCN_Empirical,0.39108126656987974,6.850719726085661,0.40889650583267195,3.3420043110847466,7.0,0.39108126656987974,0.39216891198101267,4.67051166897528
20,DurationAware_RiskFirst_TCN_Empirical,0.9190531677941853,12.37794440984726,3.266519069671631,4.107894992828369,12.0,0.9190531677941853,0.9383947437962616,1.1319025234983424
21,RiskFirst_TCN_Empirical,0.19952764834987438,3.427283030748365,0.07348406910896298,2.952262577414512,5.0,0.21051528091168914,0.19952764834987438,1.9506394084436347
22,RiskFirst_TCN_Empirical,1.1714339357967742,30.849614530801688,10.35706418901681,6.278020361065862,18.0,1.5459292653653658,1.1714339357967742,2.623382104710955
23,DurationAware_RiskFirst_TCN_Empirical,0.12531122210665374,3.018857955932617,0.03520560264587402,2.8809893131256104,4.5,0.12531122210665374,0.16458583692456671,1.0817950565270187
