sample_index,selected_method,selected_score,global_objective
0,RiskFirst_TCN_Empirical,0.2002902567082855,0.3623934632310289
1,DurationAware_RiskFirst_TCN_Empirical,0.006917651048693707,0.3623934632310289
2,DurationAware_RiskFirst_TCN_Empirical,0.2733739998168412,0.3623934632310289
3,DurationAware_RiskFirst_TCN_Empirical,0.1282273448970996,0.3623934632310289
4,RiskFirst_TCN_Empirical,0.5187720147104271,0.3623934632310289
5,DurationAware_RiskFirst_TCN_Empirical,0.19723405821653311,0.3623934632310289
6,RiskFirst_TCN_Empirical,0.37542457982430694,0.3623934632310289
7,DurationAware_RiskFirst_TCN_Empirical,0.2677848390973401,0.3623934632310289
8,DurationAware_RiskFirst_TCN_Empirical,0.44239241485613284,0.3623934632310289
9,DurationAware_RiskFirst_TCN_Empirical,0.09128925512378508,0.3623934632310289
10,DurationAware_RiskFirst_TCN_Empirical,0.12715834566356846,0.3623934632310289
11,RiskFirst_TCN_Empirical,0.5397836580387555,0.3623934632310289
12,RiskFirst_TCN_Empirical,0.2677916610965105,0.3623934632310289
13,RiskFirst_TCN_Empirical,0.323959007355692,0.3623934632310289
14,DurationAware_RiskFirst_TCN_Empirical,0.15189946992330283,0.3623934632310289
15,RiskFirst_TCN_Empirical,0.1489220355820399,0.3623934632310289
16,DurationAware_RiskFirst_TCN_Empirical,0.42134061521394217,0.3623934632310289
17,DurationAware_RiskFirst_TCN_Empirical,0.9158074104591416,0.3623934632310289
18,DurationAware_RiskFirst_TCN_Empirical,0.6794621952089008,0.3623934632310289
19,DurationAware_RiskFirst_TCN_Empirical,0.335581335779194,0.3623934632310289
20,RiskFirst_TCN_Empirical,0.8921297921793544,0.3623934632310289
21,RiskFirst_TCN_Empirical,0.17277677775894612,0.3623934632310289
22,RiskFirst_TCN_Empirical,1.1855749052927556,0.3623934632310289
23,DurationAware_RiskFirst_TCN_Empirical,0.10470514754297086,0.3623934632310289
