sample_index,selected_method,selected_score,target_cum,target_core,target_ramp,target_duration,score_DurationAware_RiskFirst_TCN_Empirical,score_RiskFirst_TCN_Empirical,score_extreme_conditioned_gaussian_copula,score_traditional_gaussian_copula,score_enhanced_gan,score_ordinary_conditional_tcn,score_ganfix_Conditional_NormalizingFlow_Risk_Generator,score_ganfix_Conditional_Transformer_Risk_Generator,score_ganfix_GAN_Augmented_TailWeighted_Month_EVT_Copula_Risk_Selection_Fixed,score_ganfix_TailWeighted_Month_EVT_Copula_Risk_Selection_Fixed,score_ganfix_TransformerVAE_Augmented_TailWeighted_Copula,score_ganfix_ValSelected_Model_Ensemble,score_ganfix_ValSelected_Model_Ensemble_Margin_0.00,score_ganfix_ValSelected_Model_Ensemble_Margin_0.05,score_ganfix_ValSelected_Model_Ensemble_Margin_0.10
0,extreme_conditioned_gaussian_copula,0.09222046879714384,9.775089263916016,2.410369873046875,3.9756717681884766,8.0,0.1736614722829331,0.2002902567082855,0.09222046879714384,0.37053305577665835,0.15736861208919573,0.16847611534593743,0.20452480807453852,0.268277186898421,0.20747767030440528,0.2276588469859919,0.221425393012177,0.268277186898421,0.268277186898421,0.268277186898421,0.268277186898421
1,DurationAware_RiskFirst_TCN_Empirical,0.006917651048693707,27.163557052612305,12.789454460144043,4.5038957595825195,11.0,0.006917651048693707,0.2763805667782502,0.44077811958601654,0.4304763089329987,0.8617094047267454,0.34253609099541293,0.29832952067170604,0.11664980277339565,0.11601262927990197,0.38782469842926626,0.21146526801285973,0.11664980277339565,0.11664980277339565,0.11664980277339565,0.11664980277339565
2,ganfix_GAN_Augmented_TailWeighted_Month_EVT_Copula_Risk_Selection_Fixed,0.10431605636346113,21.93396759033203,8.937949180603027,4.589417934417725,9.5,0.2733739998168412,0.5185175168314872,0.22404794607771578,0.44319418544864775,1.042468378735624,0.2777778318931632,0.5976675179901788,0.17256632182938325,0.10431605636346113,0.22941926463366377,0.15733261887339897,0.17256632182938325,0.17256632182938325,0.17256632182938325,0.17256632182938325
3,DurationAware_RiskFirst_TCN_Empirical,0.1282273448970996,21.93396759033203,8.937949180603027,4.589417934417725,9.5,0.1282273448970996,0.29981359137690744,0.2324945734709279,1.2022290886886784,0.9629350459135635,0.26404655922008946,0.23596740002293376,0.1458220160682643,0.16520966619782573,0.2588398681195356,0.2699600941766389,0.1458220160682643,0.1458220160682643,0.1458220160682643,0.1458220160682643
4,ordinary_conditional_tcn,0.10807096592034877,21.93396759033203,8.937949180603027,4.589417934417725,9.5,0.4084521309459196,0.5187720147104271,0.39540990147822824,0.7267644592956894,0.8408769093339625,0.10807096592034877,0.38282600785367016,0.2767277006179104,0.25240267878737754,0.27701547575137797,0.1553765080282768,0.2767277006179104,0.2767277006179104,0.2767277006179104,0.2767277006179104
5,ganfix_TailWeighted_Month_EVT_Copula_Risk_Selection_Fixed,0.09486715835801365,21.93396759033203,8.937949180603027,4.589417934417725,9.5,0.19723405821653311,0.39503067932613867,0.5409600005906348,0.7133794099317909,1.0116496465163842,0.43544334065570683,0.35327315495830136,0.37097765057542603,0.27417904391405495,0.09486715835801365,0.257310201069501,0.37097765057542603,0.37097765057542603,0.37097765057542603,0.37097765057542603
6,ganfix_Conditional_Transformer_Risk_Generator,0.10353666765758962,21.93396759033203,8.937949180603027,4.589417934417725,9.5,0.1728127510059,0.37542457982430694,0.7127635004698601,0.991383032020789,1.1789917243599373,0.16553817885485175,0.26872546586931917,0.10353666765758962,0.10982059946735935,0.16778206968811651,0.24309012204898955,0.10353666765758962,0.10353666765758962,0.10353666765758962,0.10353666765758962
7,ordinary_conditional_tcn,0.1991896075260592,21.93396759033203,8.937949180603027,4.589417934417725,9.5,0.2677848390973401,0.4859157478191823,0.43956113574683753,1.216973843505922,0.8912272168752147,0.1991896075260592,0.3651456266064244,0.22037432567338666,0.23569602104092163,0.37641901400594446,0.2935753729861419,0.22037432567338666,0.22037432567338666,0.22037432567338666,0.22037432567338666
8,DurationAware_RiskFirst_TCN_Empirical,0.44239241485613284,28.767155170440674,13.343979835510254,4.678141951560974,11.1875,0.44239241485613284,1.0650790832802752,1.430532552855739,1.335073834470724,0.6095797260672534,0.640839842866322,0.7211554332500941,0.8273115235353161,0.7631919654773229,0.8348502136978818,0.9059429166717734,0.8273115235353161,0.8273115235353161,0.8273115235353161,0.8273115235353161
9,DurationAware_RiskFirst_TCN_Empirical,0.09128925512378508,27.163557052612305,12.789454460144043,4.5038957595825195,11.0,0.09128925512378508,0.267763930726194,0.653366316246157,1.0588868273394545,0.42605446295269045,0.4148708951523661,0.1448383563749423,0.18503971289588117,0.25887921063205765,0.44184084564741233,0.3808858664778261,0.18503971289588117,0.18503971289588117,0.18503971289588117,0.18503971289588117
10,DurationAware_RiskFirst_TCN_Empirical,0.12715834566356846,27.163557052612305,12.789454460144043,4.5038957595825195,11.0,0.12715834566356846,0.32017481403863557,0.36918271793235863,0.5900111656432114,0.694423670954292,0.4135741788403269,0.3313153858966645,0.386618924634228,0.1523641153417364,0.43755449398225665,0.40991915913273325,0.386618924634228,0.386618924634228,0.386618924634228,0.386618924634228
11,ganfix_Conditional_Transformer_Risk_Generator,0.18031197513755792,21.93396759033203,8.937949180603027,4.589417934417725,9.5,0.34386354356477855,0.5397836580387555,0.8765298875081492,0.9107304010481314,0.6153241944509864,0.2640556724506306,0.30009575676813494,0.18031197513755792,0.3014020337915511,0.22836739880821888,0.30061641110462783,0.18031197513755792,0.18031197513755792,0.18031197513755792,0.18031197513755792
12,ganfix_Conditional_NormalizingFlow_Risk_Generator,0.18357250548966808,27.163557052612305,12.789454460144043,4.5038957595825195,11.0,0.2813496616530683,0.2677916610965105,0.8777847636579013,1.1814349329941234,1.3217071259134294,0.18611054903273128,0.18357250548966808,0.35182240790457464,0.3241734477226309,0.49489367396755546,0.3784509512812776,0.35182240790457464,0.35182240790457464,0.35182240790457464,0.35182240790457464
13,DurationAware_RiskFirst_TCN_Empirical,0.26508595988326467,54.00166702270508,25.422154545783997,7.032369449734688,17.21875,0.26508595988326467,0.323959007355692,2.1930603251707383,1.84954349478889,0.817144071848139,0.3417313527084749,0.37209273541878696,0.48163190429481173,0.4610102140619036,1.0408539483021497,1.0434703085684387,0.48163190429481173,0.48163190429481173,0.48163190429481173,0.48163190429481173
14,DurationAware_RiskFirst_TCN_Empirical,0.15189946992330283,3.018857955932617,0.03520560264587402,2.8809893131256104,4.5,0.15189946992330283,0.15596756882571838,2.405089617882891,0.8727930583530416,0.20500782738556717,2.156510639734539,0.9913452179960692,2.7104473187656697,1.924550696744087,1.7955764146193913,1.7480016777749887,2.7104473187656697,2.7104473187656697,2.7104473187656697,2.7104473187656697
15,RiskFirst_TCN_Empirical,0.1489220355820399,3.018857955932617,0.03520560264587402,2.8809893131256104,4.5,0.15369311534566868,0.1489220355820399,0.2129880947377418,0.31342023301070066,0.5774280641836312,0.5728904530995141,0.9034721699573764,0.6749320943358852,0.8926615886611502,0.4658672392365684,0.5947259128820546,0.6749320943358852,0.6749320943358852,0.6749320943358852,0.6749320943358852
16,DurationAware_RiskFirst_TCN_Empirical,0.42134061521394217,8.403645277023315,0.7977311611175537,3.599659502506256,7.125,0.42134061521394217,0.45329676730832824,2.814393557955137,0.44011713122185625,0.4941324207373766,1.4381499506424535,1.7849773718921278,1.080249643355591,2.1315804609872737,1.371108495066252,2.6524445017145357,1.080249643355591,1.080249643355591,1.080249643355591,1.080249643355591
17,ganfix_Conditional_NormalizingFlow_Risk_Generator,0.9084462648508989,16.021092236042012,6.265504667162895,4.953633111715315,15.0,0.9158074104591416,1.0630144185219454,1.6716139310463045,4.413104131520474,1.5480817855111717,1.8131810125103598,0.9084462648508989,2.0078260776483656,2.2140106571471136,1.5709655565459861,1.6121242145338766,2.0078260776483656,2.0078260776483656,2.0078260776483656,2.0078260776483656
18,DurationAware_RiskFirst_TCN_Empirical,0.6794621952089008,12.364845424890518,3.256978750228882,4.096752405166626,12.0,0.6794621952089008,0.7747984555678414,1.1383289192615589,1.952421416930118,1.0995905674862285,2.1194864477776676,1.0612555460603008,2.682967161476915,2.8270529859297344,2.998094484367991,4.119953137509614,2.682967161476915,2.682967161476915,2.682967161476915,2.682967161476915
