sample_index,selected_method,selected_score,target_cum,target_core,target_ramp,target_duration,score_DurationAware_RiskFirst_TCN_Empirical,score_RiskFirst_TCN_Empirical,score_extreme_conditioned_gaussian_copula,score_traditional_gaussian_copula,score_enhanced_gan,score_ordinary_conditional_tcn,score_targeted_seed45_Conditional_NormalizingFlow_Risk_Generator,score_targeted_seed45_Conditional_TCN_Risk_Generator,score_targeted_seed45_Conditional_Transformer_Risk_Generator,score_targeted_seed45_Expanded_ValSelected_Model_Ensemble,score_targeted_seed45_Expanded_ValSelected_Model_Ensemble_Margin_0.05,score_targeted_seed45_GAN_Augmented_TailWeighted_Month_EVT_Copula_Risk_Selection_Fixed,score_targeted_seed45_RiskKNN_Bootstrap_Generator,score_targeted_seed45_TailWeighted_Month_EVT_Copula_Risk_Selection_Fixed,score_targeted_seed45_TransformerVAE_Augmented_TailWeighted_Copula,score_targeted_seed46_Conditional_NormalizingFlow_Risk_Generator,score_targeted_seed46_Conditional_TCN_Risk_Generator,score_targeted_seed46_Conditional_Transformer_Risk_Generator,score_targeted_seed46_Expanded_ValSelected_Model_Ensemble,score_targeted_seed46_Expanded_ValSelected_Model_Ensemble_Margin_0.05,score_targeted_seed46_GAN_Augmented_TailWeighted_Month_EVT_Copula_Risk_Selection_Fixed,score_targeted_seed46_RiskKNN_Bootstrap_Generator,score_targeted_seed46_TailWeighted_Month_EVT_Copula_Risk_Selection_Fixed,score_targeted_seed46_TransformerVAE_Augmented_TailWeighted_Copula,score_targeted_seed47_Conditional_NormalizingFlow_Risk_Generator,score_targeted_seed47_Conditional_TCN_Risk_Generator,score_targeted_seed47_Conditional_Transformer_Risk_Generator,score_targeted_seed47_Expanded_ValSelected_Model_Ensemble,score_targeted_seed47_Expanded_ValSelected_Model_Ensemble_Margin_0.05,score_targeted_seed47_GAN_Augmented_TailWeighted_Month_EVT_Copula_Risk_Selection_Fixed,score_targeted_seed47_RiskKNN_Bootstrap_Generator,score_targeted_seed47_TailWeighted_Month_EVT_Copula_Risk_Selection_Fixed,score_targeted_seed47_TransformerVAE_Augmented_TailWeighted_Copula
0,targeted_seed45_RiskKNN_Bootstrap_Generator,0.07302511633900863,9.775089263916016,2.410369873046875,3.9756717681884766,8.0,0.1736614722829331,0.2002902567082855,0.09222046879714384,0.37053305577665835,0.15736861208919573,0.16847611534593743,0.22084941225552768,0.23201409678553156,0.3022376102816563,0.0921021048228085,0.0921021048228085,0.20747767030440528,0.07302511633900863,0.0921021048228085,0.16162688552337523,0.1452649967289003,0.3000392318131093,0.1300408690738935,0.1452649967289003,0.1452649967289003,0.20747767030440528,0.08233261531763979,0.10837817860620169,0.23881542400302502,0.11669322774434454,0.22592673281454703,0.2519491066868229,0.2519491066868229,0.2519491066868229,0.20747767030440528,0.07929129239228126,0.30245963701654544,0.3078497757080374
1,DurationAware_RiskFirst_TCN_Empirical,0.006917651048693707,27.163557052612305,12.789454460144043,4.5038957595825195,11.0,0.006917651048693707,0.2763805667782502,0.44077811958601654,0.4304763089329987,0.8617094047267454,0.34253609099541293,0.17483602448997512,0.8299762305636522,0.3791019482592367,0.2095074450012448,0.2095074450012448,0.11601262927990197,0.6988061182055454,0.2095074450012448,0.4659456748253532,0.36227501813643204,0.33614012023461143,0.24460540106290957,0.36227501813643204,0.36227501813643204,0.11601262927990197,0.3159995426384129,0.2894883997759536,0.21439574326602984,0.28080545247190747,0.1922485403517482,0.7974863883394285,0.7974863883394285,0.7974863883394285,0.11601262927990197,0.35400658660491335,0.3900757763370104,0.20508275909168117
2,targeted_seed45_GAN_Augmented_TailWeighted_Month_EVT_Copula_Risk_Selection_Fixed,0.10431605636346113,21.93396759033203,8.937949180603027,4.589417934417725,9.5,0.2733739998168412,0.5185175168314872,0.22404794607771578,0.44319418544864775,1.042468378735624,0.2777778318931632,0.22248930323558988,0.22410211637857458,0.198592101051484,0.159185847729926,0.159185847729926,0.10431605636346113,0.18249564805629992,0.159185847729926,0.2711052040354627,0.5384992038125274,0.20179770292425397,0.2296242003994428,0.5384992038125274,0.5384992038125274,0.10431605636346113,0.35909487410822033,0.23547146954929982,0.26479226353933005,0.3853744254158949,0.46960543387010634,0.2567812287867385,0.2567812287867385,0.2567812287867385,0.10431605636346113,0.2349036537197473,0.22563104753121346,0.1337930050480097
3,targeted_seed46_TransformerVAE_Augmented_TailWeighted_Copula,0.12189260878701817,21.93396759033203,8.937949180603027,4.589417934417725,9.5,0.1282273448970996,0.29981359137690744,0.2324945734709279,1.2022290886886784,0.9629350459135635,0.26404655922008946,0.357066654021116,0.26683030865152774,0.29951289881400917,0.22803885261453732,0.22803885261453732,0.16520966619782573,0.2207379823925289,0.22803885261453732,0.28484458002706625,0.37164679263143013,0.33645967033179613,0.1522892908893141,0.37164679263143013,0.37164679263143013,0.16520966619782573,0.18719183436673778,0.2641166397053956,0.12189260878701817,0.5149246776102866,0.3209146317500547,0.3624330154484982,0.3624330154484982,0.3624330154484982,0.16520966619782573,0.12473469154806696,0.2930512774653913,0.3157910330786634
4,ordinary_conditional_tcn,0.10807096592034877,21.93396759033203,8.937949180603027,4.589417934417725,9.5,0.4084521309459196,0.5187720147104271,0.39540990147822824,0.7267644592956894,0.8408769093339625,0.10807096592034877,0.36085943465880654,0.3780454375272494,0.1554576967421755,0.36002893254731433,0.36002893254731433,0.25240267878737754,0.24882528890728287,0.36002893254731433,0.241669497078548,0.6511905001665755,0.22720686750035105,0.2925561030633144,0.6511905001665755,0.6511905001665755,0.25240267878737754,0.2330206148001816,0.23416927265578424,0.30274046569616764,0.4736670396621665,0.15945487302498604,0.4216945351773233,0.4216945351773233,0.4216945351773233,0.25240267878737754,0.2199791193988651,0.2572855768362054,0.22100855733124602
5,targeted_seed47_RiskKNN_Bootstrap_Generator,0.15674192170550935,21.93396759033203,8.937949180603027,4.589417934417725,9.5,0.19723405821653311,0.39503067932613867,0.5409600005906348,0.7133794099317909,1.0116496465163842,0.43544334065570683,0.4058585423028477,0.31614341170342314,0.4910357979224248,0.3848034979129134,0.3848034979129134,0.27417904391405495,0.23747814005494294,0.3848034979129134,0.4895118584634086,0.6496704789960337,0.4418081121395352,0.2734695162960504,0.6496704789960337,0.6496704789960337,0.27417904391405495,0.16284631910871616,0.21031288511049584,0.2819284948010259,0.5037479664442356,0.23800280015390976,0.35386333131834113,0.35386333131834113,0.35386333131834113,0.27417904391405495,0.15674192170550935,0.23921310056955014,0.49839235879808896
6,targeted_seed46_Conditional_Transformer_Risk_Generator,0.09499814500898353,21.93396759033203,8.937949180603027,4.589417934417725,9.5,0.1728127510059,0.37542457982430694,0.7127635004698601,0.991383032020789,1.1789917243599373,0.16553817885485175,0.4900748932941458,0.5618976005593656,0.43415590873954724,0.29957538427930297,0.29957538427930297,0.10982059946735935,0.09868552436497541,0.29957538427930297,0.2610606744624846,0.6785424990011999,0.2650587707541776,0.09499814500898353,0.6785424990011999,0.6785424990011999,0.10982059946735935,0.09984150576640292,0.145411936195397,0.22398078295138663,0.49471410490876666,0.3379383470113655,0.30926230898759505,0.30926230898759505,0.30926230898759505,0.10982059946735935,0.1910089406081174,0.3696792170338034,0.23797019928565394
7,targeted_seed46_TailWeighted_Month_EVT_Copula_Risk_Selection_Fixed,0.12340336692395197,21.93396759033203,8.937949180603027,4.589417934417725,9.5,0.2677848390973401,0.4859157478191823,0.43956113574683753,1.216973843505922,0.8912272168752147,0.1991896075260592,0.20158451367005054,0.31266129243928115,0.1960034197044943,0.4618071982333811,0.4618071982333811,0.23569602104092163,0.2267683928554045,0.4618071982333811,0.3096923689015791,0.275834045370757,0.34727293062377834,0.3015340207818642,0.275834045370757,0.275834045370757,0.23569602104092163,0.1927869350651781,0.12340336692395197,0.16579426671076594,0.5081781664532313,0.3559509841341027,0.23991226755221773,0.23991226755221773,0.23991226755221773,0.23569602104092163,0.2684911632731147,0.22523497944146148,0.14350087698335182
8,DurationAware_RiskFirst_TCN_Empirical,0.44239241485613284,28.767155170440674,13.343979835510254,4.678141951560974,11.1875,0.44239241485613284,1.0650790832802752,1.430532552855739,1.335073834470724,0.6095797260672534,0.640839842866322,0.8071148107313936,0.6823829936363612,0.6640132422166289,0.5643813063321254,0.5643813063321254,0.7631919654773229,0.713603630447166,0.5643813063321254,0.5447025246711225,0.6788526757241184,0.7081015779712934,0.8084721722483867,0.6788526757241184,0.6788526757241184,0.7631919654773229,0.6842707520563431,0.6440194337916298,0.7671765908852872,0.8201348162055612,0.6959340347931758,0.8687789138013795,0.8687789138013795,0.8687789138013795,0.7631919654773229,0.706206959021626,0.8811443345741307,0.6204984566892442
9,DurationAware_RiskFirst_TCN_Empirical,0.09128925512378508,27.163557052612305,12.789454460144043,4.5038957595825195,11.0,0.09128925512378508,0.267763930726194,0.653366316246157,1.0588868273394545,0.42605446295269045,0.4148708951523661,0.48866295339888,0.39584237285800494,0.312054508275349,0.1462577233568359,0.1462577233568359,0.25887921063205765,0.4283765047183872,0.1462577233568359,0.14053488094391875,0.45812336013582167,0.5302721491153457,0.41924155345715297,0.45812336013582167,0.45812336013582167,0.25887921063205765,0.27301638039529563,0.22606804100945221,0.2838612739958215,0.46415211721793004,0.4998417992328662,0.464825115604076,0.464825115604076,0.464825115604076,0.25887921063205765,0.2765180818046908,0.5195857301231717,0.3135447005673643
10,targeted_seed47_TailWeighted_Month_EVT_Copula_Risk_Selection_Fixed,0.1168156616706379,27.163557052612305,12.789454460144043,4.5038957595825195,11.0,0.12715834566356846,0.32017481403863557,0.36918271793235863,0.5900111656432114,0.694423670954292,0.4135741788403269,0.37273613581552323,0.25153323272005923,0.6170487260198562,0.28271177858545987,0.28271177858545987,0.1523641153417364,0.2808542477437992,0.28271177858545987,0.2701346412795148,0.23673258546478643,0.47886013786946724,0.7526893906529155,0.23673258546478643,0.23673258546478643,0.1523641153417364,0.3049277374373591,0.3914309134649391,0.2375591136154931,0.31866612099366176,0.38942057820602327,0.20508050330595617,0.20508050330595617,0.20508050330595617,0.1523641153417364,0.2664952100821699,0.1168156616706379,0.18893883633248235
