sample_index,selected_method,selected_score,global_objective
0,DurationAware_RiskFirst_TCN_Empirical,0.1579131894562532,0.22253938639641177
1,DurationAware_RiskFirst_TCN_Empirical,0.1748645265059561,0.22253938639641177
2,DurationAware_RiskFirst_TCN_Empirical,0.17363211849314636,0.22253938639641177
3,traditional_gaussian_copula,0.7835832524101942,0.22253938639641177
4,ganfix_GAN_Augmented_TailWeighted_Month_EVT_Copula_Risk_Selection_Fixed,0.11097215958618911,0.22253938639641177
5,DurationAware_RiskFirst_TCN_Empirical,0.08988168364565173,0.22253938639641177
6,DurationAware_RiskFirst_TCN_Empirical,0.19236144746725936,0.22253938639641177
7,DurationAware_RiskFirst_TCN_Empirical,0.37708941403908386,0.22253938639641177
8,DurationAware_RiskFirst_TCN_Empirical,0.2016650711078137,0.22253938639641177
9,ganfix_Conditional_NormalizingFlow_Risk_Generator,0.2995367843208837,0.22253938639641177
10,DurationAware_RiskFirst_TCN_Empirical,0.13354347811201742,0.22253938639641177
11,ganfix_TransformerVAE_Augmented_TailWeighted_Copula,0.07396918791640474,0.22253938639641177
12,ganfix_TailWeighted_Month_EVT_Copula_Risk_Selection_Fixed,0.4736981031206441,0.22253938639641177
13,DurationAware_RiskFirst_TCN_Empirical,0.26372415252299475,0.22253938639641177
14,ganfix_Conditional_Transformer_Risk_Generator,0.14475402647537322,0.22253938639641177
15,ganfix_Conditional_NormalizingFlow_Risk_Generator,0.44785650157374113,0.22253938639641177
16,RiskFirst_TCN_Empirical,0.41432025625001045,0.22253938639641177
17,DurationAware_RiskFirst_TCN_Empirical,0.3287416242816856,0.22253938639641177
18,RiskFirst_TCN_Empirical,0.16830723579582746,0.22253938639641177
19,DurationAware_RiskFirst_TCN_Empirical,0.5636612397853502,0.22253938639641177
20,RiskFirst_TCN_Empirical,0.38726821623512603,0.22253938639641177
