sample_index,selected_method,selected_score,target_cum,target_core,target_ramp,target_duration,score_DurationAware_RiskFirst_TCN_Empirical,score_RiskFirst_TCN_Empirical,score_extreme_conditioned_gaussian_copula,score_traditional_gaussian_copula,score_enhanced_gan,score_ordinary_conditional_tcn,score_ganfix_Conditional_NormalizingFlow_Risk_Generator,score_ganfix_Conditional_Transformer_Risk_Generator,score_ganfix_GAN_Augmented_TailWeighted_Month_EVT_Copula_Risk_Selection_Fixed,score_ganfix_TailWeighted_Month_EVT_Copula_Risk_Selection_Fixed,score_ganfix_TransformerVAE_Augmented_TailWeighted_Copula,score_ganfix_ValSelected_Model_Ensemble,score_ganfix_ValSelected_Model_Ensemble_Margin_0.00,score_ganfix_ValSelected_Model_Ensemble_Margin_0.05,score_ganfix_ValSelected_Model_Ensemble_Margin_0.10
0,RiskFirst_TCN_Empirical,0.14372727284657943,15.235934946658839,3.1039118731979043,5.801906108856201,8.0,0.19417547026274534,0.14372727284657943,0.626923117500311,0.5387852892293716,0.4145537360310294,0.29909933824285906,0.16491515898697637,0.2578989591787982,0.34507451893618346,0.17153093407739883,0.15529982340286141,0.2578989591787982,0.2578989591787982,0.2578989591787982,0.17153093407739883
1,DurationAware_RiskFirst_TCN_Empirical,0.17943805872444002,33.74382019042969,11.17253303527832,5.915409564971924,11.0,0.17943805872444002,0.25666184953422233,0.6036408876523609,0.3319256137387687,0.5144105324059606,0.9196469021936928,0.4217502761548966,0.3289027232367238,0.39800916414022613,0.4608023103837357,0.8272995131267957,0.3289027232367238,0.3289027232367238,0.3289027232367238,0.4608023103837357
2,DurationAware_RiskFirst_TCN_Empirical,0.14881777180739073,33.74382019042969,11.17253303527832,5.915409564971924,11.0,0.14881777180739073,0.28651975193479695,0.8767849801020982,1.2826509258633425,0.2608916547992166,0.5689272342008974,0.5047416510131023,0.4756161978846124,0.340203338288989,0.6442357325130608,0.49276848139910123,0.4756161978846124,0.4756161978846124,0.4756161978846124,0.6442357325130608
3,ganfix_TransformerVAE_Augmented_TailWeighted_Copula,0.09518505920697104,28.905311584472656,9.675899505615234,5.891976594924927,10.0,0.2694796926917186,0.5476482023548765,0.4769004032221789,0.8308730723697979,0.5706442076806595,0.4524480840779243,0.4558577869004512,0.27346438567540554,0.15424627315312098,0.10914791190354593,0.09518505920697104,0.27346438567540554,0.27346438567540554,0.27346438567540554,0.10914791190354593
4,ganfix_TransformerVAE_Augmented_TailWeighted_Copula,0.09652520707211806,28.905311584472656,9.675899505615234,5.891976594924927,10.0,0.4357519594284379,0.5965695476476426,0.7606922054673715,0.6691586521282992,0.8091344228050239,0.3421713013963235,0.5585747583918492,0.16518316403364408,0.0974588092106202,0.10749416466997849,0.09652520707211806,0.16518316403364408,0.16518316403364408,0.16518316403364408,0.10749416466997849
5,DurationAware_RiskFirst_TCN_Empirical,0.0760292407759566,33.74382019042969,11.17253303527832,5.915409564971924,11.0,0.0760292407759566,0.14740033345467232,1.397096605761149,1.1493111651153143,0.7087657349967401,0.16699368903053677,0.4701844715325645,0.257195097480412,0.2530209362481951,0.29083454394312713,0.6510460886653238,0.257195097480412,0.257195097480412,0.257195097480412,0.29083454394312713
6,DurationAware_RiskFirst_TCN_Empirical,0.2130883809950782,33.74382019042969,11.17253303527832,5.915409564971924,11.0,0.2130883809950782,0.2521800586897901,0.6718824371088772,1.171111378859765,0.8151373045415418,0.2726494435717782,0.4504378003072541,0.38374451809984544,0.33107021158970207,0.3940655161935104,0.26898146887061697,0.38374451809984544,0.38374451809984544,0.38374451809984544,0.3940655161935104
7,extreme_conditioned_gaussian_copula,0.25824611416987847,33.74382019042969,11.17253303527832,5.915409564971924,11.0,0.39564260455225003,0.3808736392607738,0.25824611416987847,1.3270889434136004,0.8048406009919793,0.8700322336108612,0.7509449667558701,0.9367055981858947,0.7559064994876558,0.8650135482089828,0.9542685019251471,0.9367055981858947,0.9367055981858947,0.9367055981858947,0.8650135482089828
8,DurationAware_RiskFirst_TCN_Empirical,0.19624034227062878,33.74382019042969,11.17253303527832,5.915409564971924,11.0,0.19624034227062878,0.3115041518846452,0.5928903427209763,1.1507217261423728,0.420530806014185,0.7111258549586581,0.4876272632866814,0.4646305036359032,0.6164298503802352,0.5455145525634398,0.3700554307898518,0.4646305036359032,0.4646305036359032,0.4646305036359032,0.5455145525634398
9,RiskFirst_TCN_Empirical,0.24221426910541521,33.74382019042969,11.17253303527832,5.915409564971924,11.0,0.46104284854706135,0.24221426910541521,0.6352945558332882,0.42928303127935596,0.6356756604248888,0.5327470883421938,0.36538172534528957,0.4969760882081259,0.5642690035382052,0.8867810731253398,0.4242931582056447,0.4969760882081259,0.4969760882081259,0.4969760882081259,0.8867810731253398
