sample_index,selected_method,selected_score,initial_local_score,global_objective
0,RiskFirst_TCN_Empirical,0.13316375464665614,0.13316375464665614,0.13264351391829463
1,RiskFirst_TCN_Empirical,0.26231666242172225,0.1748645265059561,0.13264351391829463
2,RiskFirst_TCN_Empirical,0.2801578522104219,0.17363211849314636,0.13264351391829463
3,DurationAware_RiskFirst_TCN_Empirical,0.25230069432847124,0.25230069432847124,0.13264351391829463
4,DurationAware_RiskFirst_TCN_Empirical,0.39202835768330335,0.39202835768330335,0.13264351391829463
5,extreme_conditioned_gaussian_copula,1.378571935198569,0.08988168364565173,0.13264351391829463
6,DurationAware_RiskFirst_TCN_Empirical,0.19236144746725936,0.19236144746725936,0.13264351391829463
7,RiskFirst_TCN_Empirical,0.3758916611019788,0.2982746494455134,0.13264351391829463
8,RiskFirst_TCN_Empirical,0.3093935336954713,0.2016650711078137,0.13264351391829463
9,RiskFirst_TCN_Empirical,0.2274244204613708,0.2274244204613708,0.13264351391829463
10,DurationAware_RiskFirst_TCN_Empirical,0.13354347811201742,0.13354347811201742,0.13264351391829463
11,DurationAware_RiskFirst_TCN_Empirical,0.15430945696307757,0.15430945696307757,0.13264351391829463
12,extreme_conditioned_gaussian_copula,0.5726532429863572,0.38219241865795905,0.13264351391829463
13,DurationAware_RiskFirst_TCN_Empirical,0.26372415252299475,0.26372415252299475,0.13264351391829463
14,extreme_conditioned_gaussian_copula,0.3904795370627402,0.3904795370627402,0.13264351391829463
15,DurationAware_RiskFirst_TCN_Empirical,0.7193621378329416,0.7193621378329416,0.13264351391829463
16,RiskFirst_TCN_Empirical,0.41432025625001045,0.41432025625001045,0.13264351391829463
17,extreme_conditioned_gaussian_copula,2.737978125667322,0.3287416242816856,0.13264351391829463
18,RiskFirst_TCN_Empirical,0.16830723579582746,0.16830723579582746,0.13264351391829463
19,RiskFirst_TCN_Empirical,0.4556344548906361,0.4556344548906361,0.13264351391829463
20,RiskFirst_TCN_Empirical,0.38726821623512603,0.38726821623512603,0.13264351391829463
