sample_index,selected_method,selected_score,target_cum,target_core,target_ramp,target_duration,score_DurationAware_RiskFirst_TCN_Empirical,score_RiskFirst_TCN_Empirical,score_extreme_conditioned_gaussian_copula,score_traditional_gaussian_copula,score_enhanced_gan,score_ordinary_conditional_tcn,score_ganfix_Conditional_NormalizingFlow_Risk_Generator,score_ganfix_Conditional_Transformer_Risk_Generator,score_ganfix_GAN_Augmented_TailWeighted_Month_EVT_Copula_Risk_Selection_Fixed,score_ganfix_TailWeighted_Month_EVT_Copula_Risk_Selection_Fixed,score_ganfix_TransformerVAE_Augmented_TailWeighted_Copula,score_ganfix_ValSelected_Model_Ensemble,score_ganfix_ValSelected_Model_Ensemble_Margin_0.00,score_ganfix_ValSelected_Model_Ensemble_Margin_0.05,score_ganfix_ValSelected_Model_Ensemble_Margin_0.10,score_targeted_seed45_Conditional_NormalizingFlow_Risk_Generator,score_targeted_seed45_Conditional_TCN_Risk_Generator,score_targeted_seed45_Conditional_Transformer_Risk_Generator,score_targeted_seed45_Expanded_ValSelected_Model_Ensemble,score_targeted_seed45_Expanded_ValSelected_Model_Ensemble_Margin_0.05,score_targeted_seed45_GAN_Augmented_TailWeighted_Month_EVT_Copula_Risk_Selection_Fixed,score_targeted_seed45_RiskKNN_Bootstrap_Generator,score_targeted_seed45_TailWeighted_Month_EVT_Copula_Risk_Selection_Fixed,score_targeted_seed45_TransformerVAE_Augmented_TailWeighted_Copula,score_targeted_seed46_Conditional_NormalizingFlow_Risk_Generator,score_targeted_seed46_Conditional_TCN_Risk_Generator,score_targeted_seed46_Conditional_Transformer_Risk_Generator,score_targeted_seed46_Expanded_ValSelected_Model_Ensemble,score_targeted_seed46_Expanded_ValSelected_Model_Ensemble_Margin_0.05,score_targeted_seed46_GAN_Augmented_TailWeighted_Month_EVT_Copula_Risk_Selection_Fixed,score_targeted_seed46_RiskKNN_Bootstrap_Generator,score_targeted_seed46_TailWeighted_Month_EVT_Copula_Risk_Selection_Fixed,score_targeted_seed46_TransformerVAE_Augmented_TailWeighted_Copula,score_targeted_seed47_Conditional_NormalizingFlow_Risk_Generator,score_targeted_seed47_Conditional_TCN_Risk_Generator,score_targeted_seed47_Conditional_Transformer_Risk_Generator,score_targeted_seed47_Expanded_ValSelected_Model_Ensemble,score_targeted_seed47_Expanded_ValSelected_Model_Ensemble_Margin_0.05,score_targeted_seed47_GAN_Augmented_TailWeighted_Month_EVT_Copula_Risk_Selection_Fixed,score_targeted_seed47_RiskKNN_Bootstrap_Generator,score_targeted_seed47_TailWeighted_Month_EVT_Copula_Risk_Selection_Fixed,score_targeted_seed47_TransformerVAE_Augmented_TailWeighted_Copula
0,RiskFirst_TCN_Empirical,0.14372727284657943,15.235934946658839,3.1039118731979043,5.801906108856201,8.0,0.19417547026274534,0.14372727284657943,0.626923117500311,0.5387852892293716,0.4145537360310294,0.29909933824285906,0.16491515898697637,0.2578989591787982,0.34507451893618346,0.17153093407739883,0.15529982340286141,0.2578989591787982,0.2578989591787982,0.2578989591787982,0.17153093407739883,0.24916332762373528,0.19472005805806689,0.17618654104599368,0.34507451893618346,0.34507451893618346,0.34507451893618346,0.29344989569829655,0.31321494295379343,0.23010186508488445,0.19991868262236023,0.2413608416789667,0.2757712507937036,0.2757712507937036,0.2757712507937036,0.34507451893618346,0.19802086007435726,0.1767909769306086,0.21073778990676442,0.17612210926531252,0.38762114374015766,0.20850895033452554,0.18307369445334204,0.18307369445334204,0.34507451893618346,0.18307369445334204,0.23498075115064143,0.2473665656827448
1,DurationAware_RiskFirst_TCN_Empirical,0.17943805872444002,33.74382019042969,11.17253303527832,5.915409564971924,11.0,0.17943805872444002,0.25666184953422233,0.6036408876523609,0.3319256137387687,0.5144105324059606,0.9196469021936928,0.4217502761548966,0.3289027232367238,0.39800916414022613,0.4608023103837357,0.8272995131267957,0.3289027232367238,0.3289027232367238,0.3289027232367238,0.4608023103837357,0.4567544122389754,0.9421402879237852,0.2550971081836349,0.39800916414022613,0.39800916414022613,0.39800916414022613,0.4858084672615318,0.48131318421996466,0.6783622930968305,0.7159728711917038,0.6476045185078865,0.6285698565317381,0.6285698565317381,0.6285698565317381,0.39800916414022613,0.559824758587498,0.6686479785378031,0.5132822125482936,0.4289187685543937,0.3149648728655971,0.6021821320068355,0.4747836194157423,0.4747836194157423,0.39800916414022613,0.4747836194157423,0.2807883076535768,0.4789194825406181
2,DurationAware_RiskFirst_TCN_Empirical,0.14881777180739073,33.74382019042969,11.17253303527832,5.915409564971924,11.0,0.14881777180739073,0.28651975193479695,0.8767849801020982,1.2826509258633425,0.2608916547992166,0.5689272342008974,0.5047416510131023,0.4756161978846124,0.340203338288989,0.6442357325130608,0.49276848139910123,0.4756161978846124,0.4756161978846124,0.4756161978846124,0.6442357325130608,0.6801069480830012,0.48926763880319096,0.636532786496199,0.340203338288989,0.340203338288989,0.340203338288989,0.5620272310189967,0.5564796392015109,0.5150762763184451,0.23488125747361194,0.8614987970060481,0.6035406875987462,0.6035406875987462,0.6035406875987462,0.340203338288989,0.5526582979167537,0.6744624066316006,0.3664509870910796,0.5421774621232945,0.19498751260447436,0.6384162550571534,0.4398609675567746,0.4398609675567746,0.340203338288989,0.4398609675567746,0.5965586164325549,0.2442045515244362
3,targeted_seed47_Expanded_ValSelected_Model_Ensemble,0.05796880329465536,28.905311584472656,9.675899505615234,5.891976594924927,10.0,0.2694796926917186,0.5476482023548765,0.4769004032221789,0.8308730723697979,0.5706442076806595,0.4524480840779243,0.4558577869004512,0.27346438567540554,0.15424627315312098,0.10914791190354593,0.09518505920697104,0.27346438567540554,0.27346438567540554,0.27346438567540554,0.10914791190354593,0.4760142872248151,0.23112189533921307,0.07568208976413829,0.15424627315312098,0.15424627315312098,0.15424627315312098,0.07200043539920163,0.20413101851296084,0.1017143583613795,0.33804498198686495,0.2731689915899195,0.2567050524392434,0.2567050524392434,0.2567050524392434,0.15424627315312098,0.06539623280402806,0.2009846914994948,0.17442337992442314,0.6895353974475971,0.2773109342164759,0.12848622912568708,0.05796880329465536,0.05796880329465536,0.15424627315312098,0.05796880329465536,0.09237937008460881,0.2237287545687022
4,targeted_seed45_RiskKNN_Bootstrap_Generator,0.029393309667111473,28.905311584472656,9.675899505615234,5.891976594924927,10.0,0.4357519594284379,0.5965695476476426,0.7606922054673715,0.6691586521282992,0.8091344228050239,0.3421713013963235,0.5585747583918492,0.16518316403364408,0.0974588092106202,0.10749416466997849,0.09652520707211806,0.16518316403364408,0.16518316403364408,0.16518316403364408,0.10749416466997849,0.2737724469825179,0.20560026193548467,0.21322487528346779,0.0974588092106202,0.0974588092106202,0.0974588092106202,0.029393309667111473,0.12765802638325704,0.3446515175303141,0.3714478892448003,0.2630735564037271,0.37242612585516394,0.37242612585516394,0.37242612585516394,0.0974588092106202,0.031218481036023676,0.17162687819639058,0.2987138035217019,0.5783749285386539,0.30953513164954544,0.2284281385547249,0.04284497090536167,0.04284497090536167,0.0974588092106202,0.04284497090536167,0.22630270206015798,0.07433906148248233
5,DurationAware_RiskFirst_TCN_Empirical,0.0760292407759566,33.74382019042969,11.17253303527832,5.915409564971924,11.0,0.0760292407759566,0.14740033345467232,1.397096605761149,1.1493111651153143,0.7087657349967401,0.16699368903053677,0.4701844715325645,0.257195097480412,0.2530209362481951,0.29083454394312713,0.6510460886653238,0.257195097480412,0.257195097480412,0.257195097480412,0.29083454394312713,0.3250325289149285,0.4427946403500822,0.1900019989452743,0.2530209362481951,0.2530209362481951,0.2530209362481951,0.3090836589945466,0.5288849541696472,0.45298759391023474,0.43130468017872037,0.5027453602692774,0.5773705718534712,0.5773705718534712,0.5773705718534712,0.2530209362481951,0.3522805864128843,0.14179695487342675,0.6167117030764518,0.44844436747255456,0.20108963345718484,0.20679841340157468,0.31971827160373406,0.31971827160373406,0.2530209362481951,0.31971827160373406,0.3677409778163061,0.36512666904571645
6,targeted_seed46_TailWeighted_Month_EVT_Copula_Risk_Selection_Fixed,0.1346398193940004,33.74382019042969,11.17253303527832,5.915409564971924,11.0,0.2130883809950782,0.2521800586897901,0.6718824371088772,1.171111378859765,0.8151373045415418,0.2726494435717782,0.4504378003072541,0.38374451809984544,0.33107021158970207,0.3940655161935104,0.26898146887061697,0.38374451809984544,0.38374451809984544,0.38374451809984544,0.3940655161935104,0.5361960851946992,0.2794046750614943,0.6016492084220326,0.33107021158970207,0.33107021158970207,0.33107021158970207,0.18368787767421457,0.23721157712575622,0.2983366238098162,0.2596484984715833,0.14881129727790232,0.34826586660590364,0.34826586660590364,0.34826586660590364,0.33107021158970207,0.25739408831317884,0.1346398193940004,0.3871882755323381,0.5794291315361499,0.4251169817105508,0.39196878640576027,0.19001369437408416,0.19001369437408416,0.33107021158970207,0.19001369437408416,0.33546712050746164,0.5026817813658568
7,extreme_conditioned_gaussian_copula,0.25824611416987847,33.74382019042969,11.17253303527832,5.915409564971924,11.0,0.39564260455225003,0.3808736392607738,0.25824611416987847,1.3270889434136004,0.8048406009919793,0.8700322336108612,0.7509449667558701,0.9367055981858947,0.7559064994876558,0.8650135482089828,0.9542685019251471,0.9367055981858947,0.9367055981858947,0.9367055981858947,0.8650135482089828,0.9255062454444454,0.783761863920463,1.3245606571659536,0.7559064994876558,0.7559064994876558,0.7559064994876558,0.8818562200356466,0.8672919933033428,0.6559956348817239,0.8711828517897473,1.0998492255056695,0.8574094952172484,0.8574094952172484,0.8574094952172484,0.7559064994876558,0.9313667173524061,0.8112596123974072,1.0040150773528764,1.0251228029137962,0.8433262524087096,0.7358717951053529,0.9307824645475173,0.9307824645475173,0.7559064994876558,0.9307824645475173,0.8393665054938096,0.6943508002320581
8,DurationAware_RiskFirst_TCN_Empirical,0.19624034227062878,33.74382019042969,11.17253303527832,5.915409564971924,11.0,0.19624034227062878,0.3115041518846452,0.5928903427209763,1.1507217261423728,0.420530806014185,0.7111258549586581,0.4876272632866814,0.4646305036359032,0.6164298503802352,0.5455145525634398,0.3700554307898518,0.4646305036359032,0.4646305036359032,0.4646305036359032,0.5455145525634398,0.6012370332591886,0.5131176773409865,0.5764193090235755,0.6164298503802352,0.6164298503802352,0.6164298503802352,0.711036855913502,0.4799696035243987,0.2919714063762019,0.46595883343484,0.6254950044073604,0.6075132385054626,0.6075132385054626,0.6075132385054626,0.6164298503802352,0.46001476322626866,0.5893179280574063,0.31491947837970535,0.39913398624475827,0.2963736954640961,0.6843547117697021,0.5602796230380749,0.5602796230380749,0.6164298503802352,0.5602796230380749,0.3402986026941003,0.32943769850476623
9,targeted_seed47_TailWeighted_Month_EVT_Copula_Risk_Selection_Fixed,0.2158459735055086,33.74382019042969,11.17253303527832,5.915409564971924,11.0,0.46104284854706135,0.24221426910541521,0.6352945558332882,0.42928303127935596,0.6356756604248888,0.5327470883421938,0.36538172534528957,0.4969760882081259,0.5642690035382052,0.8867810731253398,0.4242931582056447,0.4969760882081259,0.4969760882081259,0.4969760882081259,0.8867810731253398,0.5952776128367279,0.44747241009956396,0.635080988641729,0.5642690035382052,0.5642690035382052,0.5642690035382052,0.999191103952003,0.4469684871656094,0.3800571250676825,0.542205083996986,0.850954126332789,0.9398041306019729,0.9398041306019729,0.9398041306019729,0.5642690035382052,0.6993091599393925,0.45602614282099924,0.692051739174122,0.4473430309798955,0.49697346578650897,0.3958825178894349,0.39883234049539773,0.39883234049539773,0.5642690035382052,0.39883234049539773,0.2158459735055086,0.3257579694992933
