load_wasserstein,load_js,load_acf_mae,wind_power_wasserstein,wind_power_js,wind_power_acf_mae,solar_power_wasserstein,solar_power_js,solar_power_acf_mae,mean_wasserstein,mean_js,acf_mae,corr_matrix_error,cum_deficit_mae,cum_deficit_relative_error,q95_cum_deficit_error,q99_cum_deficit_error,netload_ramp_max_mae,netload_ramp_max_relative_error,q95_netload_ramp_max_error,q99_netload_ramp_max_error,imbalance_duration_mae,imbalance_duration_relative_error,q95_imbalance_duration_error,q99_imbalance_duration_error,core_cum_deficit_mae,core_q95_cum_deficit_error,core_q99_cum_deficit_error,core_netload_ramp_max_mae,core_q95_netload_ramp_max_error,core_q99_netload_ramp_max_error,core_imbalance_duration_mae,core_q95_imbalance_duration_error,core_q99_imbalance_duration_error,extreme_degree_match_rate,extreme_degree_adjacent_match_rate,dataset,method,model_name,generated_path
0.9049696256874729,0.11431782564314702,0.12693335259784555,0.7558191387751508,0.2954355062406338,0.26307147402775805,0.5535948605880048,0.3445060497833982,0.13251984368019093,0.7381278750168762,0.25141979388905966,0.17417489010193152,0.22536708049227627,24.484184670404023,0.05658288724682006,4.979010850213442,0.19796906165257155,0.9832403077134153,0.005083947767279284,0.9048795998096466,0.31177555918693756,7.238095238095238,0.24427480896451254,5.0,7.400000000000002,7.35680767235943,1.6470575394783005,1.9666838367744148,1.5110801862818855,2.308952569961548,3.2622864246368413,2.2857142857142856,1.0,1.0,0.3333333333333333,0.8571428571428571,singleton,TargetSelected_empirical_rf_duration_pool_paper_weights,TargetSelected_empirical_rf_duration_pool_paper_weights,C:\Users\13411\MyPython\project\ExtremeScene\results\method_pool_risk_target_selection_expanded_fast\singleton\generated_samples_TargetSelected_empirical_rf_duration_pool_paper_weights.npy
0.811609416096299,0.1048399837966629,0.08817203461132335,0.7674397090449928,0.30497669513690534,0.25113968193145325,0.5373347160556472,0.3294291914548493,0.08837671421667574,0.7054612803989797,0.2464152901294725,0.1425628102531508,0.2134079713357177,24.043329711380938,0.04348844214901894,4.979010850213442,0.19796906165257155,0.9850322872987904,0.004778188500450756,0.9048795998096466,0.31177555918693756,6.904761904761905,0.2175572517340189,5.0,7.400000000000002,7.429022568457954,1.6470575394783005,1.9666838367744148,1.444520848847571,2.308952569961548,3.2622864246368413,2.1904761904761907,2.0,2.0,0.38095238095238093,0.8095238095238095,singleton,TargetSelected_empirical_rf_duration_pool_duration_guard,TargetSelected_empirical_rf_duration_pool_duration_guard,C:\Users\13411\MyPython\project\ExtremeScene\results\method_pool_risk_target_selection_expanded_fast\singleton\generated_samples_TargetSelected_empirical_rf_duration_pool_duration_guard.npy
0.8765907401130316,0.1127889254842971,0.11236590527495671,0.7587947152288896,0.298608031743607,0.25820295662466947,0.5461506215783798,0.33793028483937415,0.12533383392872763,0.727178692306767,0.24977574735575944,0.16530089860945127,0.2241351521024336,24.685585984521076,0.061528215114816744,4.979010850213442,0.19796906165257155,0.9874267761784029,0.0043696251606478755,0.9048795998096466,0.31177555918693756,7.190476190476191,0.24045801507444203,5.0,7.400000000000002,7.568447097420643,1.6470575394783005,1.9666838367744148,1.5388719134387516,2.308952569961548,3.2622864246368413,2.2857142857142856,1.0,1.0,0.38095238095238093,0.8095238095238095,singleton,TargetSelected_empirical_rf_duration_pool_core_ramp_guard,TargetSelected_empirical_rf_duration_pool_core_ramp_guard,C:\Users\13411\MyPython\project\ExtremeScene\results\method_pool_risk_target_selection_expanded_fast\singleton\generated_samples_TargetSelected_empirical_rf_duration_pool_core_ramp_guard.npy
0.8808120615267878,0.11076344529248243,0.10616631444909459,0.7630501215114558,0.2997829124038723,0.2581548412528433,0.553664068006222,0.3381857266017219,0.11347659194847959,0.7325087503481552,0.24957736143269224,0.1592659158834725,0.2197342036977621,23.983630043415815,0.04429197068973764,4.979010850213442,0.19796906165257155,0.9921317227417603,0.0035668364327963507,0.9048795998096466,0.31177555918693756,6.761904761904762,0.20610687006380743,5.0,7.400000000000002,7.359385884600083,1.6470575394783005,1.9666838367744148,1.435818945368131,2.308952569961548,3.2622864246368413,2.238095238095238,1.0,1.0,0.3333333333333333,0.8571428571428571,singleton,TargetSelected_empirical_rf_duration_pool_q99_guard,TargetSelected_empirical_rf_duration_pool_q99_guard,C:\Users\13411\MyPython\project\ExtremeScene\results\method_pool_risk_target_selection_expanded_fast\singleton\generated_samples_TargetSelected_empirical_rf_duration_pool_q99_guard.npy
1.0350135842328347,0.128364303325844,0.15632163138270916,0.7516421526522628,0.2809424193006056,0.26570338530130844,0.5881770534448036,0.3643702712876667,0.15388720727768038,0.7916109301099671,0.25789233130470546,0.191970741320566,0.23412974830657385,24.780204878513207,0.07936234274318346,10.502783602363522,7.163008848158242,1.0315923193258987,0.029218968295172478,1.186618983745575,0.2554276823997519,7.476190476190476,0.3167938928758521,5.0,9.000000000000004,8.25810894449513,1.6470575394783005,1.9666838367744148,1.5773864821309136,2.86952805519104,3.37440152168274,2.2857142857142856,1.0,1.0,0.42857142857142855,0.8571428571428571,singleton,TargetSelected_empirical_rf_duration_pool_global_q99,TargetSelected_empirical_rf_duration_pool_global_q99,C:\Users\13411\MyPython\project\ExtremeScene\results\method_pool_risk_target_selection_expanded_fast\singleton\generated_samples_TargetSelected_empirical_rf_duration_pool_global_q99.npy
0.8284094860314062,0.11015173582728338,0.07713246712747403,0.7609255877446639,0.2921844232332081,0.24694744206891384,0.5356314728851814,0.32038194878134,0.08104767288160208,0.7083221822204172,0.24090603594727714,0.13504252735932998,0.2162088972570218,25.42312369714432,0.07860840047282679,10.502783602363522,7.163008848158242,1.017230177126337,0.01228358950398897,1.0996226966381073,0.27282693982124506,7.428571428571429,0.26717557230493566,5.0,9.000000000000004,7.660812304868223,1.6470575394783005,1.9666838367744148,1.4230403226046335,2.308952569961548,3.2622864246368413,2.2857142857142856,2.0,2.0,0.38095238095238093,0.8095238095238095,singleton,TargetSelected_empirical_rf_duration_pool_global_main,TargetSelected_empirical_rf_duration_pool_global_main,C:\Users\13411\MyPython\project\ExtremeScene\results\method_pool_risk_target_selection_expanded_fast\singleton\generated_samples_TargetSelected_empirical_rf_duration_pool_global_main.npy
0.857103688691659,0.09700741647161315,0.10667519955451765,0.7088262487705503,0.2626269596564137,0.2454819912086543,0.5067390745338267,0.2820172132648535,0.1277699753439497,0.6908896706653453,0.2138838631309601,0.15997572203570723,0.2160625467821401,23.095303978011565,0.0718698682396386,4.979010850213442,0.19796906165257155,1.0070254645764916,0.01667855091729072,0.9048795998096466,0.31177555918693756,6.714285714285714,0.2786259539751471,5.0,7.400000000000002,7.98523378228303,1.6470575394783005,1.9666838367744148,1.5002269865501494,2.308952569961548,3.2622864246368413,2.3333333333333335,1.0,1.0,0.3333333333333333,0.8571428571428571,singleton,TargetSelected_empirical_riskfirst_evt_pool_paper_weights,TargetSelected_empirical_riskfirst_evt_pool_paper_weights,C:\Users\13411\MyPython\project\ExtremeScene\results\method_pool_risk_target_selection_expanded_fast\singleton\generated_samples_TargetSelected_empirical_riskfirst_evt_pool_paper_weights.npy
0.7963536738087892,0.09009161898047151,0.0797712350280063,0.7174140445188318,0.26946947374116087,0.23841871651543803,0.49764287422693176,0.27502727097204277,0.0908128556318978,0.6704701975181843,0.21152945456455838,0.13633426905844737,0.20873719307622277,22.453047704871427,0.053830095273840965,4.979010850213442,0.19796906165257155,1.0046309756968792,0.0170871142570936,0.9048795998096466,0.31177555918693756,6.428571428571429,0.255725190634724,5.0,7.400000000000002,7.8458092533203425,1.6470575394783005,1.9666838367744148,1.4058759219589687,2.308952569961548,3.2622864246368413,2.238095238095238,2.0,2.0,0.3333333333333333,0.8571428571428571,singleton,TargetSelected_empirical_riskfirst_evt_pool_duration_guard,TargetSelected_empirical_riskfirst_evt_pool_duration_guard,C:\Users\13411\MyPython\project\ExtremeScene\results\method_pool_risk_target_selection_expanded_fast\singleton\generated_samples_TargetSelected_empirical_riskfirst_evt_pool_duration_guard.npy
0.8631873178103612,0.1025279171897185,0.11064117493991625,0.7234149563259311,0.27765470010533927,0.25105188273072926,0.5311896540129464,0.31352079089838064,0.13127703376770986,0.7059306427164129,0.23123446939781278,0.16432336381278512,0.21964611776849458,24.101029859061857,0.04717467571357208,4.979010850213442,0.19796906165257155,0.9756378175834903,0.011322985479840522,0.9048795998096466,0.31177555918693756,7.190476190476191,0.24045801507444203,5.0,7.400000000000002,7.915041270181412,1.6470575394783005,1.9666838367744148,1.5164911981139864,2.308952569961548,3.2622864246368413,2.380952380952381,1.0,1.0,0.3333333333333333,0.8571428571428571,singleton,TargetSelected_empirical_riskfirst_evt_pool_core_ramp_guard,TargetSelected_empirical_riskfirst_evt_pool_core_ramp_guard,C:\Users\13411\MyPython\project\ExtremeScene\results\method_pool_risk_target_selection_expanded_fast\singleton\generated_samples_TargetSelected_empirical_riskfirst_evt_pool_core_ramp_guard.npy
0.8337300044518927,0.09354365612748268,0.08651505398924819,0.7159834229806191,0.2668121496667157,0.24056535843373952,0.5066560740804504,0.27727900657458915,0.10913257223624777,0.6854565005043206,0.2125449374562625,0.14540432821974517,0.21471199120703885,22.594749351023353,0.05957895168255635,4.979010850213442,0.19796906165257155,1.0159168796048366,0.015161439582807938,0.9048795998096466,0.31177555918693756,6.238095238095238,0.24045801507444203,5.0,7.400000000000002,7.987811994523681,1.6470575394783005,1.9666838367744148,1.424965745636395,2.308952569961548,3.2622864246368413,2.2857142857142856,1.0,1.0,0.3333333333333333,0.8571428571428571,singleton,TargetSelected_empirical_riskfirst_evt_pool_q99_guard,TargetSelected_empirical_riskfirst_evt_pool_q99_guard,C:\Users\13411\MyPython\project\ExtremeScene\results\method_pool_risk_target_selection_expanded_fast\singleton\generated_samples_TargetSelected_empirical_riskfirst_evt_pool_q99_guard.npy
0.9327967371890152,0.09896213792755967,0.17144754756854486,0.6032896737701128,0.19726724258919937,0.22506383582282694,0.5044354897289605,0.2586137880539001,0.18346520414603504,0.6801739668960295,0.1849477228568864,0.19332552917913562,0.22752356176400756,32.035941199561826,0.047293054521346675,4.979010850213442,0.19796906165257155,1.2028900790305452,0.014638484361740976,0.41851506754755974,0.40904846563935315,8.047619047619047,0.2786259539751471,5.0,7.400000000000002,10.601464914326744,7.183254644626853,0.8594444157447114,1.4546721215759004,2.308952569961548,3.2622864246368413,2.8095238095238093,1.0,1.0,0.3333333333333333,0.7142857142857143,singleton,TargetSelected_empirical_riskfirst_evt_pool_global_q99,TargetSelected_empirical_riskfirst_evt_pool_global_q99,C:\Users\13411\MyPython\project\ExtremeScene\results\method_pool_risk_target_selection_expanded_fast\singleton\generated_samples_TargetSelected_empirical_riskfirst_evt_pool_global_q99.npy
