sample_index,selected_method,selected_score,target_cum,target_core,target_ramp,target_duration,score_DurationAware_RiskFirst_TCN_Empirical,score_RiskFirst_TCN_Empirical,score_extreme_conditioned_gaussian_copula
0,RiskFirst_TCN_Empirical,0.12542658606078927,15.235934946658839,3.1039118731979043,5.801906108856201,8.0,0.1394697176727806,0.12542658606078927,0.7539943121652806
1,DurationAware_RiskFirst_TCN_Empirical,0.180061401770445,33.74382019042969,11.17253303527832,5.915409564971924,11.0,0.180061401770445,0.2625168877844543,0.6046504589832831
2,DurationAware_RiskFirst_TCN_Empirical,0.19619738879680715,33.74382019042969,11.17253303527832,5.915409564971924,11.0,0.19619738879680715,0.27552959687846057,0.7469607830284007
3,DurationAware_RiskFirst_TCN_Empirical,0.24554919878149273,28.905311584472656,9.675899505615234,5.891976594924927,10.0,0.24554919878149273,0.479986012418841,0.5915843668447767
4,DurationAware_RiskFirst_TCN_Empirical,0.3801271677170941,28.905311584472656,9.675899505615234,5.891976594924927,10.0,0.3801271677170941,0.5493643870727813,0.7499992012519766
5,DurationAware_RiskFirst_TCN_Empirical,0.10207822835233722,33.74382019042969,11.17253303527832,5.915409564971924,11.0,0.10207822835233722,0.15537946717647755,1.3494144072902432
6,DurationAware_RiskFirst_TCN_Empirical,0.18745909725632132,33.74382019042969,11.17253303527832,5.915409564971924,11.0,0.18745909725632132,0.2580550308838738,0.596648679889032
7,extreme_conditioned_gaussian_copula,0.32985180190939245,33.74382019042969,11.17253303527832,5.915409564971924,11.0,0.3665363024151061,0.3716288534530372,0.32985180190939245
8,DurationAware_RiskFirst_TCN_Empirical,0.21581237899548122,33.74382019042969,11.17253303527832,5.915409564971924,11.0,0.21581237899548122,0.304972783983657,0.7089277384308753
9,RiskFirst_TCN_Empirical,0.21949099895052335,33.74382019042969,11.17253303527832,5.915409564971924,11.0,0.5178992833057687,0.21949099895052335,0.7141910266180762
10,DurationAware_RiskFirst_TCN_Empirical,0.12171906510940082,28.905311584472656,9.675899505615234,5.891976594924927,10.0,0.12171906510940082,0.38959328475616806,0.4472659058705337
11,DurationAware_RiskFirst_TCN_Empirical,0.14740201378946888,28.905311584472656,9.675899505615234,5.891976594924927,10.0,0.14740201378946888,0.4436194287811106,0.5814833884958068
12,DurationAware_RiskFirst_TCN_Empirical,0.38341946041570535,33.74382019042969,11.17253303527832,5.915409564971924,11.0,0.38341946041570535,0.6392398363012147,0.5641917573187835
13,DurationAware_RiskFirst_TCN_Empirical,0.269505169787701,64.83219776014346,25.177123654497805,8.817215418293529,23.0,0.269505169787701,0.504767312682358,2.095369014457882
14,DurationAware_RiskFirst_TCN_Empirical,0.3959351782734243,26.709425926208496,9.197572708129883,5.891976594924927,9.5,0.3959351782734243,0.5424204863459061,0.4011045623506231
15,DurationAware_RiskFirst_TCN_Empirical,0.7467712634234699,7.758240383036815,2.903916877551671,5.786276267392792,7.919708029197082,0.7467712634234699,0.9689709562905376,1.4845050022885902
16,RiskFirst_TCN_Empirical,0.3888004596767018,17.374511245393407,4.553358607048538,6.00249795844085,10.91240875912409,0.4317343096396583,0.3888004596767018,2.1374343411777836
17,DurationAware_RiskFirst_TCN_Empirical,0.3236515903166863,6.863126218754011,1.4653695656435337,5.439724076403318,6.226277372262775,0.3236515903166863,0.5346600922451025,2.380445332059142
18,RiskFirst_TCN_Empirical,0.16180089861809083,3.4773300477188,0.12430755239333549,4.525928472950511,4.839416058394161,0.24791918030701668,0.16180089861809083,8.605918381523235
19,RiskFirst_TCN_Empirical,0.4800396740338152,8.50888587088481,3.114512290397701,5.801906108856201,8.0,0.5734453737183438,0.4800396740338152,1.0912180752157492
20,RiskFirst_TCN_Empirical,0.40963138298660245,41.00793618529381,10.207398538171807,7.67779901601972,29.8795620437956,2.017018660354179,0.40963138298660245,4.632020375707518
