sample_index,selected_method,selected_score,target_cum,target_core,target_ramp,target_duration,score_DurationAware_RiskFirst_TCN_Empirical,score_RiskFirst_TCN_Empirical,score_extreme_conditioned_gaussian_copula,score_traditional_gaussian_copula,score_enhanced_gan,score_ordinary_conditional_tcn,score_ganfix_Conditional_NormalizingFlow_Risk_Generator,score_ganfix_Conditional_Transformer_Risk_Generator,score_ganfix_GAN_Augmented_TailWeighted_Month_EVT_Copula_Risk_Selection_Fixed,score_ganfix_TailWeighted_Month_EVT_Copula_Risk_Selection_Fixed,score_ganfix_TransformerVAE_Augmented_TailWeighted_Copula,score_ganfix_ValSelected_Model_Ensemble,score_ganfix_ValSelected_Model_Ensemble_Margin_0.00,score_ganfix_ValSelected_Model_Ensemble_Margin_0.05,score_ganfix_ValSelected_Model_Ensemble_Margin_0.10
0,RiskFirst_TCN_Empirical,0.12542658606078927,15.235934946658839,3.1039118731979043,5.801906108856201,8.0,0.1394697176727806,0.12542658606078927,0.7539943121652806,0.5577746229718127,0.49065059127944,0.28786791926232025,0.2050004324237269,0.23973917201698086,0.3165509318289002,0.13874946291671308,0.16756444275067878,0.23973917201698086,0.23973917201698086,0.23973917201698086,0.13874946291671308
1,DurationAware_RiskFirst_TCN_Empirical,0.180061401770445,33.74382019042969,11.17253303527832,5.915409564971924,11.0,0.180061401770445,0.2625168877844543,0.6046504589832831,0.22592765640576562,0.4870578180686944,0.8041585772873108,0.41039710952512326,0.3269145317578717,0.3969385786858848,0.4377284571287567,0.7792053470101749,0.3269145317578717,0.3269145317578717,0.3269145317578717,0.4377284571287567
2,DurationAware_RiskFirst_TCN_Empirical,0.19619738879680715,33.74382019042969,11.17253303527832,5.915409564971924,11.0,0.19619738879680715,0.27552959687846057,0.7469607830284007,1.2063573074179852,0.25072530974457796,0.5317284726173263,0.43245869526688896,0.4409858850414027,0.3715359734719991,0.6225732879275873,0.44661628358290406,0.4409858850414027,0.4409858850414027,0.4409858850414027,0.6225732879275873
3,ganfix_TailWeighted_Month_EVT_Copula_Risk_Selection_Fixed,0.08357540664772489,28.905311584472656,9.675899505615234,5.891976594924927,10.0,0.24554919878149273,0.479986012418841,0.5915843668447767,0.742541912885233,0.6005586319609655,0.4317459379781579,0.39924642195915094,0.24279953704239793,0.1450341949306215,0.08357540664772489,0.10282550948921458,0.24279953704239793,0.24279953704239793,0.24279953704239793,0.08357540664772489
4,ganfix_TransformerVAE_Augmented_TailWeighted_Copula,0.10677385431464369,28.905311584472656,9.675899505615234,5.891976594924927,10.0,0.3801271677170941,0.5493643870727813,0.7499992012519766,0.8122304270230817,0.7283630318642459,0.4028101150476266,0.509380378041041,0.20317448343614114,0.12487353995034942,0.12583030217079086,0.10677385431464369,0.20317448343614114,0.20317448343614114,0.20317448343614114,0.12583030217079086
5,DurationAware_RiskFirst_TCN_Empirical,0.10207822835233722,33.74382019042969,11.17253303527832,5.915409564971924,11.0,0.10207822835233722,0.15537946717647755,1.3494144072902432,1.066263335898908,0.7084588973799161,0.1504843552649651,0.39962606683288676,0.21092454821452558,0.2527757068930854,0.2726583970796921,0.6351524244975424,0.21092454821452558,0.21092454821452558,0.21092454821452558,0.2726583970796921
6,DurationAware_RiskFirst_TCN_Empirical,0.18745909725632132,33.74382019042969,11.17253303527832,5.915409564971924,11.0,0.18745909725632132,0.2580550308838738,0.596648679889032,1.066932873663513,0.7125589606812337,0.2610330055015806,0.40844068127554456,0.3516970187658044,0.3065250657623009,0.4086428479345986,0.2452393557113137,0.3516970187658044,0.3516970187658044,0.3516970187658044,0.4086428479345986
7,extreme_conditioned_gaussian_copula,0.32985180190939245,33.74382019042969,11.17253303527832,5.915409564971924,11.0,0.3665363024151061,0.3716288534530372,0.32985180190939245,1.2823909707872596,0.7326728969317324,0.8631902565679687,0.7171273333397066,0.8963875161819936,0.7563384067428665,0.7995556083385792,0.8750336670951345,0.8963875161819936,0.8963875161819936,0.8963875161819936,0.7995556083385792
8,DurationAware_RiskFirst_TCN_Empirical,0.21581237899548122,33.74382019042969,11.17253303527832,5.915409564971924,11.0,0.21581237899548122,0.304972783983657,0.7089277384308753,1.0657531909180957,0.37274053080173064,0.7248111160681052,0.4694110849913039,0.42967274683212786,0.5766658602632067,0.4357240844693233,0.3624218883164007,0.42967274683212786,0.42967274683212786,0.42967274683212786,0.4357240844693233
9,RiskFirst_TCN_Empirical,0.21949099895052335,33.74382019042969,11.17253303527832,5.915409564971924,11.0,0.5178992833057687,0.21949099895052335,0.7141910266180762,0.5659324078925172,0.6753382559471117,0.5236984635437192,0.26963273909976654,0.4586521721828334,0.5285923273373643,0.7818758697339159,0.32572321774974083,0.4586521721828334,0.4586521721828334,0.4586521721828334,0.7818758697339159
10,DurationAware_RiskFirst_TCN_Empirical,0.12171906510940082,28.905311584472656,9.675899505615234,5.891976594924927,10.0,0.12171906510940082,0.38959328475616806,0.4472659058705337,1.0186708864376908,0.5764053847793471,0.19752874517343108,0.14785990180540035,0.36731936875121596,0.3986818868173059,0.19532127441848837,0.25175042506570666,0.36731936875121596,0.36731936875121596,0.36731936875121596,0.19532127441848837
11,ganfix_TransformerVAE_Augmented_TailWeighted_Copula,0.07044306736211813,28.905311584472656,9.675899505615234,5.891976594924927,10.0,0.14740201378946888,0.4436194287811106,0.5814833884958068,0.7636083908314404,0.3600538135748989,0.1567239122767828,0.375742818368318,0.20770463503256162,0.3048546690639237,0.1934063099370956,0.07044306736211813,0.20770463503256162,0.20770463503256162,0.20770463503256162,0.1934063099370956
12,enhanced_gan,0.29628159707672985,33.74382019042969,11.17253303527832,5.915409564971924,11.0,0.38341946041570535,0.6392398363012147,0.5641917573187835,1.121243883047774,0.29628159707672985,0.9173562851400583,0.7485558015090011,0.7389109352240685,0.9398783186252584,0.46604050633361216,0.8564482364466747,0.7389109352240685,0.7389109352240685,0.7389109352240685,0.46604050633361216
13,DurationAware_RiskFirst_TCN_Empirical,0.269505169787701,64.83219776014346,25.177123654497805,8.817215418293529,23.0,0.269505169787701,0.504767312682358,2.095369014457882,0.5802820877387086,1.840176947579175,0.5884599553882035,1.1774828576234058,0.7953401741347351,0.8564811183468316,0.7836892472489512,0.7860683716870982,0.7953401741347351,0.7953401741347351,0.7953401741347351,0.7836892472489512
14,ganfix_Conditional_Transformer_Risk_Generator,0.1488281012443112,26.709425926208496,9.197572708129883,5.891976594924927,9.5,0.3959351782734243,0.5424204863459061,0.4011045623506231,0.8735734172464157,0.4350999993184504,0.26211342913471347,0.3362571709514988,0.1488281012443112,0.21615609461733123,0.15065667908958733,0.3620983798914758,0.1488281012443112,0.1488281012443112,0.1488281012443112,0.15065667908958733
15,ganfix_Conditional_NormalizingFlow_Risk_Generator,0.46110439068810577,7.758240383036815,2.903916877551671,5.786276267392792,7.919708029197082,0.7467712634234699,0.9689709562905376,1.4845050022885902,1.671795303411572,0.9736609205367482,1.7018050162304694,0.46110439068810577,2.054580222934357,3.367924437170574,2.314074781738179,3.638142512956247,2.054580222934357,2.054580222934357,2.054580222934357,2.314074781738179
16,RiskFirst_TCN_Empirical,0.3888004596767018,17.374511245393407,4.553358607048538,6.00249795844085,10.91240875912409,0.4317343096396583,0.3888004596767018,2.1374343411777836,6.073537919882151,1.7766009522174004,4.2792207760060075,1.7363900195205906,1.9113763818805611,2.132809861446236,5.115045196248018,4.54160920912572,1.9113763818805611,1.9113763818805611,1.9113763818805611,5.115045196248018
17,DurationAware_RiskFirst_TCN_Empirical,0.3236515903166863,6.863126218754011,1.4653695656435337,5.439724076403318,6.226277372262775,0.3236515903166863,0.5346600922451025,2.380445332059142,4.93874088777229,1.4879345942063433,3.284618864218118,2.2558188162891697,2.9007052760540426,1.642263702658792,3.253597252587241,2.6667188791914653,2.9007052760540426,2.9007052760540426,2.9007052760540426,3.253597252587241
18,RiskFirst_TCN_Empirical,0.16180089861809083,3.4773300477188,0.12430755239333549,4.525928472950511,4.839416058394161,0.24791918030701668,0.16180089861809083,8.605918381523235,0.28743465806786284,2.6951192852073347,5.0868234007391715,2.77299305418817,4.610954987049581,4.006306258720665,3.769429224852531,3.577720671527154,4.610954987049581,4.610954987049581,4.610954987049581,3.769429224852531
19,RiskFirst_TCN_Empirical,0.4800396740338152,8.50888587088481,3.114512290397701,5.801906108856201,8.0,0.5734453737183438,0.4800396740338152,1.0912180752157492,1.3702539906518962,1.2336063345036352,3.1179056148218884,2.245196381965997,1.5841733076196918,1.6403985359689852,2.777059841107391,2.54815672390881,1.5841733076196918,1.5841733076196918,1.5841733076196918,2.777059841107391
20,RiskFirst_TCN_Empirical,0.40963138298660245,41.00793618529381,10.207398538171807,7.67779901601972,29.8795620437956,2.017018660354179,0.40963138298660245,4.632020375707518,1.6260975988925435,3.5995008952736134,4.137660347549673,2.608566751825312,3.997901547248899,2.704144025552334,2.147087466157959,3.1213748250742412,3.997901547248899,3.997901547248899,3.997901547248899,2.147087466157959
