dataset,method,q99_cum_deficit_error,core_q99_cum_deficit_error,netload_ramp_max_mae,imbalance_duration_mae,max_imbalance_run_mae,extreme_degree_match_rate,risk_score,risk_rank,generated_path,load_wasserstein,load_js,load_acf_mae,wind_power_wasserstein,wind_power_js,wind_power_acf_mae,solar_power_wasserstein,solar_power_js,solar_power_acf_mae,mean_wasserstein,mean_js,acf_mae,corr_matrix_error,cum_deficit_mae,cum_deficit_relative_error,q95_cum_deficit_error,netload_ramp_max_relative_error,q95_netload_ramp_max_error,q99_netload_ramp_max_error,imbalance_duration_relative_error,q95_imbalance_duration_error,q99_imbalance_duration_error,core_cum_deficit_mae,core_q95_cum_deficit_error,core_netload_ramp_max_mae,core_q95_netload_ramp_max_error,core_q99_netload_ramp_max_error,core_imbalance_duration_mae,core_q95_imbalance_duration_error,core_q99_imbalance_duration_error,extreme_degree_adjacent_match_rate,highrisk_wasserstein,highrisk_js,highrisk_acf_mae,highrisk_corr_matrix_error,highrisk_cum_deficit_mae,highrisk_q99_cum_deficit_error,highrisk_netload_ramp_max_mae,highrisk_imbalance_duration_mae,model_name,norm_q99_cum_deficit_error,norm_core_q99_cum_deficit_error,norm_netload_ramp_max_mae,norm_imbalance_duration_mae
singleton,TargetSelected_empirical_ganfix_model_pool_q99_guard,0.19796906165257155,1.9666838367744148,0.8778594589537188,6.666666666666667,,0.42857142857142855,0.06914974010270244,1,C:\Users\13411\MyPython\project\ExtremeScene\results\method_pool_risk_target_selection_expanded_fast\singleton\generated_samples_TargetSelected_empirical_ganfix_model_pool_q99_guard.npy,0.794259336890367,0.08404848803663482,0.08136467223621069,0.5894444954566775,0.16204793057155967,0.21017221490149016,0.3475875104260306,0.1485620985977743,0.10590014815576983,0.5770971142576917,0.13155283906865625,0.13247901176449023,0.14767227114887882,24.29322336769028,0.15789808171817846,4.979010850213442,0.006860365367879796,0.7684023082256317,0.33907101750373947,0.32824427454606386,5.0,7.400000000000002,9.111526078680113,1.6470575394783005,1.3217005282640457,2.308952569961548,3.2622864246368413,2.4285714285714284,1.0,1.0,0.6666666666666666,,,,,,,,,TargetSelected_empirical_ganfix_model_pool_q99_guard,0.0,0.11418324246106563,0.04150214638060788,0.16346153846153857
singleton,TargetSelected_empirical_targeted_expanded_pool_duration_guard,0.19796906165257155,1.9666838367744148,0.9692181320029444,6.190476190476191,,0.42857142857142855,0.07870504683579464,2,C:\Users\13411\MyPython\project\ExtremeScene\results\method_pool_risk_target_selection_expanded_fast\singleton\generated_samples_TargetSelected_empirical_targeted_expanded_pool_duration_guard.npy,0.6217712911348494,0.05843072276330672,0.05445755459772713,0.5578199211340495,0.17618080081945442,0.13541426384257615,0.28771863289818167,0.12879215964693919,0.08716432401602749,0.4891032817223602,0.12113456107656677,0.09234538081877693,0.13292230596127597,25.71558805178189,0.14404834198777483,4.979010850213442,0.019840090353314317,0.9048795998096466,0.31177555918693756,0.2748091600850766,5.0,7.400000000000002,9.580204750766248,1.6470575394783005,1.0845433310383843,1.115410566329956,1.9122472286224368,2.238095238095238,1.0,0.1999999999999993,0.6666666666666666,,,,,,,,,TargetSelected_empirical_targeted_expanded_pool_duration_guard,0.0,0.11418324246106563,0.13741568100528434,0.06730769230769242
singleton,TargetSelected_empirical_targeted_expanded_pool_q99_guard,0.19796906165257155,1.9666838367744148,0.9818458343423637,6.380952380952381,,0.42857142857142855,0.08778859775969045,3,C:\Users\13411\MyPython\project\ExtremeScene\results\method_pool_risk_target_selection_expanded_fast\singleton\generated_samples_TargetSelected_empirical_targeted_expanded_pool_q99_guard.npy,0.6837625207093657,0.06720274773230103,0.06881781670014055,0.5728817061427487,0.18411155937923296,0.15596817881088354,0.34644893125884846,0.15138798983393878,0.10605237517834727,0.5343643860369877,0.13423409898182426,0.11027945689645711,0.16117971142053877,25.593569472897748,0.16962412092359347,4.979010850213442,0.010381969133751964,0.9048795998096466,0.31177555918693756,0.2977099234254996,5.0,7.400000000000002,9.921118738257075,1.6470575394783005,1.189601331239655,2.2718474864959717,2.1435346126556394,2.5714285714285716,1.0,1.0,0.6666666666666666,,,,,,,,,TargetSelected_empirical_targeted_expanded_pool_q99_guard,0.0,0.11418324246106563,0.15067296162394447,0.10576923076923091
singleton,TargetSelected_empirical_all_method_pool_q99_guard,0.19796906165257155,1.9666838367744148,0.961007166393323,6.571428571428571,,0.42857142857142855,0.08808842361871218,4,C:\Users\13411\MyPython\project\ExtremeScene\results\method_pool_risk_target_selection_expanded_fast\singleton\generated_samples_TargetSelected_empirical_all_method_pool_q99_guard.npy,0.699504827380811,0.06676183375310463,0.06509251754330438,0.5656797358490251,0.1640456305798381,0.16202764410776113,0.31138150963968697,0.13709856024695755,0.09961389853764828,0.5255220242898411,0.12263534152663343,0.10891135339623793,0.1537144900815295,25.697818036688666,0.18509596682578983,4.979010850213442,0.0068263394347411405,0.7684023082256317,0.33907101750373947,0.3129770989857816,5.0,7.400000000000002,9.811569892847992,1.6470575394783005,1.135014194108191,2.2718474864959717,2.1435346126556394,2.5714285714285716,1.0,1.0,0.6666666666666666,,,,,,,,,TargetSelected_empirical_all_method_pool_q99_guard,0.0,0.11418324246106563,0.1287953419831084,0.14423076923076922
singleton,TargetSelected_empirical_ganfix_model_pool_duration_guard,0.19796906165257155,1.9666838367744148,0.9567454726091542,6.666666666666667,,0.42857142857142855,0.08985449683134519,5,C:\Users\13411\MyPython\project\ExtremeScene\results\method_pool_risk_target_selection_expanded_fast\singleton\generated_samples_TargetSelected_empirical_ganfix_model_pool_duration_guard.npy,0.6913727480898457,0.07214934562821661,0.048618512094380874,0.580191730107698,0.17142946803995804,0.18678540705831337,0.30983812556425816,0.1259385980599088,0.08336335130988388,0.527134201253934,0.12317247057602781,0.10625575682085937,0.13857547427982994,24.69516024952273,0.13966776239707498,4.979010850213442,0.003550699875064138,0.7020208537578583,0.35234730839729345,0.32824427454606386,5.0,7.400000000000002,9.190887473254406,1.6470575394783005,1.2174738936481022,2.2718474864959717,2.1435346126556394,2.380952380952381,1.0,1.0,0.6666666666666666,,,,,,,,,TargetSelected_empirical_ganfix_model_pool_duration_guard,0.0,0.11418324246106563,0.12432117329517889,0.16346153846153857
singleton,TargetSelected_empirical_ganfix_model_pool_paper_weights,0.19796906165257155,1.9666838367744148,0.9317120667602423,6.904761904761905,,0.38095238095238093,0.0904956617352208,6,C:\Users\13411\MyPython\project\ExtremeScene\results\method_pool_risk_target_selection_expanded_fast\singleton\generated_samples_TargetSelected_empirical_ganfix_model_pool_paper_weights.npy,0.7918937433333624,0.08802434480790815,0.10528542395142056,0.6075911222755042,0.1791749130561546,0.2325691831560165,0.3745521521967059,0.1730642134421678,0.12265879809672488,0.5913456726018574,0.1467544904354102,0.1535044684013873,0.16891441365761173,23.51624028479346,0.15163496927316353,4.979010850213442,0.0053625411533509,0.7684023082256317,0.33907101750373947,0.3549618317765573,5.0,7.400000000000002,9.115051411357758,1.6470575394783005,1.4510646895283745,2.308952569961548,3.2622864246368413,2.5238095238095237,1.0,1.0,0.7142857142857143,,,,,,,,,TargetSelected_empirical_ganfix_model_pool_paper_weights,0.0,0.11418324246106563,0.0980396790645275,0.21153846153846165
singleton,TargetSelected_empirical_ganfix_model_pool_core_ramp_guard,0.19796906165257155,1.9666838367744148,0.9317120667602423,6.904761904761905,,0.38095238095238093,0.0904956617352208,6,C:\Users\13411\MyPython\project\ExtremeScene\results\method_pool_risk_target_selection_expanded_fast\singleton\generated_samples_TargetSelected_empirical_ganfix_model_pool_core_ramp_guard.npy,0.7918937433333624,0.08802434480790815,0.10528542395142056,0.6075911222755042,0.1791749130561546,0.2325691831560165,0.3745521521967059,0.1730642134421678,0.12265879809672488,0.5913456726018574,0.1467544904354102,0.1535044684013873,0.16891441365761173,23.51624028479346,0.15163496927316353,4.979010850213442,0.0053625411533509,0.7684023082256317,0.33907101750373947,0.3549618317765573,5.0,7.400000000000002,9.115051411357758,1.6470575394783005,1.4510646895283745,2.308952569961548,3.2622864246368413,2.5238095238095237,1.0,1.0,0.7142857142857143,,,,,,,,,TargetSelected_empirical_ganfix_model_pool_core_ramp_guard,0.0,0.11418324246106563,0.0980396790645275,0.21153846153846165
singleton,TargetSelected_empirical_riskfirst_evt_pool_q99_guard,0.19796906165257155,1.9666838367744148,1.0159168796048366,6.238095238095238,,0.3333333333333333,0.09240410529830487,8,C:\Users\13411\MyPython\project\ExtremeScene\results\method_pool_risk_target_selection_expanded_fast\singleton\generated_samples_TargetSelected_empirical_riskfirst_evt_pool_q99_guard.npy,0.8337300044518927,0.09354365612748268,0.08651505398924819,0.7159834229806191,0.2668121496667157,0.24056535843373952,0.5066560740804504,0.27727900657458915,0.10913257223624777,0.6854565005043206,0.2125449374562625,0.14540432821974517,0.21471199120703885,22.594749351023353,0.05957895168255635,4.979010850213442,0.015161439582807938,0.9048795998096466,0.31177555918693756,0.24045801507444203,5.0,7.400000000000002,7.987811994523681,1.6470575394783005,1.424965745636395,2.308952569961548,3.2622864246368413,2.2857142857142856,1.0,1.0,0.8571428571428571,,,,,,,,,TargetSelected_empirical_riskfirst_evt_pool_q99_guard,0.0,0.11418324246106563,0.18644268408609452,0.076923076923077
singleton,TargetSelected_empirical_riskfirst_evt_pool_duration_guard,0.19796906165257155,1.9666838367744148,1.0046309756968792,6.428571428571429,,0.3333333333333333,0.09521119000324413,9,C:\Users\13411\MyPython\project\ExtremeScene\results\method_pool_risk_target_selection_expanded_fast\singleton\generated_samples_TargetSelected_empirical_riskfirst_evt_pool_duration_guard.npy,0.7963536738087892,0.09009161898047151,0.0797712350280063,0.7174140445188318,0.26946947374116087,0.23841871651543803,0.49764287422693176,0.27502727097204277,0.0908128556318978,0.6704701975181843,0.21152945456455838,0.13633426905844737,0.20873719307622277,22.453047704871427,0.053830095273840965,4.979010850213442,0.0170871142570936,0.9048795998096466,0.31177555918693756,0.255725190634724,5.0,7.400000000000002,7.8458092533203425,1.6470575394783005,1.4058759219589687,2.308952569961548,3.2622864246368413,2.238095238095238,2.0,2.0,0.8571428571428571,,,,,,,,,TargetSelected_empirical_riskfirst_evt_pool_duration_guard,0.0,0.11418324246106563,0.1745940998289284,0.11538461538461549
singleton,TargetSelected_empirical_ganfix_model_pool_global_main,0.24529180772731252,1.9666838367744148,0.9546115768995757,6.9523809523809526,,0.38095238095238093,0.09829730594100654,10,C:\Users\13411\MyPython\project\ExtremeScene\results\method_pool_risk_target_selection_expanded_fast\singleton\generated_samples_TargetSelected_empirical_ganfix_model_pool_global_main.npy,0.6770951259073127,0.07901001864143288,0.055280202638267086,0.6009692791898651,0.18166404197468264,0.20940075648242942,0.3405674114625197,0.17757850596404734,0.07476783212973141,0.5395439388532325,0.14608418886005428,0.11314959708347598,0.16097402286054324,28.508220920635598,0.1857063876762906,5.215624580587146,0.01341540391434099,0.03170916438102722,0.48640964627266037,0.3358778623262048,5.0,7.400000000000002,9.226585904235208,1.6470575394783005,1.2683495801119578,2.2718474864959717,2.1435346126556394,2.4285714285714284,2.0,2.0,0.6666666666666666,,,,,,,,,TargetSelected_empirical_ganfix_model_pool_global_main,0.0011634474911280859,0.11418324246106563,0.12208088812908598,0.22115384615384623
