sample_index,selected_method,selected_score,target_cum,target_core,target_ramp,target_duration,score_DurationAware_RiskFirst_TCN_Empirical,score_RiskFirst_TCN_Empirical,score_extreme_conditioned_gaussian_copula,score_traditional_gaussian_copula,score_enhanced_gan,score_ordinary_conditional_tcn,score_targeted_seed45_Conditional_NormalizingFlow_Risk_Generator,score_targeted_seed45_Conditional_TCN_Risk_Generator,score_targeted_seed45_Conditional_Transformer_Risk_Generator,score_targeted_seed45_Expanded_ValSelected_Model_Ensemble,score_targeted_seed45_Expanded_ValSelected_Model_Ensemble_Margin_0.05,score_targeted_seed45_GAN_Augmented_TailWeighted_Month_EVT_Copula_Risk_Selection_Fixed,score_targeted_seed45_RiskKNN_Bootstrap_Generator,score_targeted_seed45_TailWeighted_Month_EVT_Copula_Risk_Selection_Fixed,score_targeted_seed45_TransformerVAE_Augmented_TailWeighted_Copula,score_targeted_seed46_Conditional_NormalizingFlow_Risk_Generator,score_targeted_seed46_Conditional_TCN_Risk_Generator,score_targeted_seed46_Conditional_Transformer_Risk_Generator,score_targeted_seed46_Expanded_ValSelected_Model_Ensemble,score_targeted_seed46_Expanded_ValSelected_Model_Ensemble_Margin_0.05,score_targeted_seed46_GAN_Augmented_TailWeighted_Month_EVT_Copula_Risk_Selection_Fixed,score_targeted_seed46_RiskKNN_Bootstrap_Generator,score_targeted_seed46_TailWeighted_Month_EVT_Copula_Risk_Selection_Fixed,score_targeted_seed46_TransformerVAE_Augmented_TailWeighted_Copula,score_targeted_seed47_Conditional_NormalizingFlow_Risk_Generator,score_targeted_seed47_Conditional_TCN_Risk_Generator,score_targeted_seed47_Conditional_Transformer_Risk_Generator,score_targeted_seed47_Expanded_ValSelected_Model_Ensemble,score_targeted_seed47_Expanded_ValSelected_Model_Ensemble_Margin_0.05,score_targeted_seed47_GAN_Augmented_TailWeighted_Month_EVT_Copula_Risk_Selection_Fixed,score_targeted_seed47_RiskKNN_Bootstrap_Generator,score_targeted_seed47_TailWeighted_Month_EVT_Copula_Risk_Selection_Fixed,score_targeted_seed47_TransformerVAE_Augmented_TailWeighted_Copula
10,targeted_seed45_Conditional_Transformer_Risk_Generator,0.060746780822022624,28.905311584472656,9.675899505615234,5.891976594924927,10.0,0.14379449518902923,0.4516074807712913,0.4442260019432114,1.0111003973254273,0.5308581267071574,0.18121135997527185,0.16236772140752523,0.13673682658080186,0.060746780822022624,0.3562015268808326,0.3562015268808326,0.3562015268808326,0.14908927288934226,0.1282238028516188,0.29790492033964083,0.49864819391159687,0.09189805687374597,0.09345704486407592,0.09345704486407592,0.09345704486407592,0.3562015268808326,0.15659194443888305,0.1882408902415032,0.12289637934131205,0.3586189964576618,0.07982079400746467,0.09412940568105022,0.14064536944078637,0.14064536944078637,0.3562015268808326,0.14064536944078637,0.205207503745074,0.19198560643564178
11,targeted_seed46_RiskKNN_Bootstrap_Generator,0.09960242234969606,28.905311584472656,9.675899505615234,5.891976594924927,10.0,0.16627392341500397,0.5188240043853019,0.5812328227440017,0.9503125836175521,0.4222612464561204,0.15396048468776563,0.382088486334782,0.22041689923293883,0.25958790810182353,0.2969321324084807,0.2969321324084807,0.2969321324084807,0.16462461233883352,0.2754357100850491,0.2670704565105062,0.2647034733834705,0.297432624769741,0.23959369460856214,0.23959369460856214,0.23959369460856214,0.2969321324084807,0.09960242234969606,0.26222685817242675,0.15113675499471277,0.313464298044165,0.18497569540160036,0.2696060676156853,0.1365782242613131,0.1365782242613131,0.2969321324084807,0.1365782242613131,0.20536736563066876,0.16348149574289134
12,enhanced_gan,0.43508049162455037,33.74382019042969,11.17253303527832,5.915409564971924,11.0,0.4433089477502025,0.8184492325975494,0.5124548841660561,1.2111572077076258,0.43508049162455037,0.8673742514119173,0.6873578024548133,0.8994678519423496,0.8641604065233118,0.8972881805385515,0.8972881805385515,0.8972881805385515,0.8685344445599958,0.8265518652365371,1.0682108244887956,0.5926501430142692,0.7793819931343274,0.7305344208457022,0.7305344208457022,0.7305344208457022,0.8972881805385515,0.8092284197639328,0.8898250795751237,0.9146355902780441,0.49203433232488936,0.826674332748871,0.7131801507132862,0.8269949947413694,0.8269949947413694,0.8972881805385515,0.8269949947413694,0.7162158892684116,0.8665545945190791
13,DurationAware_RiskFirst_TCN_Empirical,0.3436734441873546,64.83219776014346,25.177123654497805,8.817215418293529,23.0,0.3436734441873546,0.5752942352891646,2.0565110747874473,0.5644706257913673,1.7553147730757102,0.5701516589120371,1.0514298435063498,0.6590062697354226,0.5664794360236214,0.7998741449382728,0.7998741449382728,0.7998741449382728,1.0552729244029133,0.42936229964803596,0.6813003844157799,1.384922294910065,0.6652354009306136,1.0699280068458568,1.0699280068458568,1.0699280068458568,0.7998741449382728,0.9974670911191521,0.5678372500674478,0.5634093159317626,1.518052436667634,0.4782410385853064,0.6313047147441431,1.0125861309185715,1.0125861309185715,0.7998741449382728,1.0125861309185715,0.5455089120718648,0.4583163727303923
14,targeted_seed47_Expanded_ValSelected_Model_Ensemble,0.05860504983004544,26.709425926208496,9.197572708129883,5.891976594924927,9.5,0.41471181767107446,0.6397843215527459,0.34197617355289517,0.8595739402496486,0.39886999464863515,0.30019519518293486,0.3401698713416184,0.3020035751650913,0.34950646692310466,0.19228534401168149,0.19228534401168149,0.19228534401168149,0.13735253491361582,0.14941527410188254,0.1716007339156691,0.5427853116588124,0.09294973685211701,0.18235242834469262,0.18235242834469262,0.18235242834469262,0.19228534401168149,0.06481717653646946,0.1500388086009885,0.24572140097661457,0.2732899222855099,0.14019173818761332,0.18481325455221403,0.05860504983004544,0.05860504983004544,0.19228534401168149,0.05860504983004544,0.20134696587047904,0.08366516291884278
15,DurationAware_RiskFirst_TCN_Empirical,0.7378280371063782,7.758240383036815,2.903916877551671,5.786276267392792,7.919708029197082,0.7378280371063782,1.0157444587994569,1.453517210990696,1.6419068899876506,0.841807345763741,1.7637925425429064,0.9366348293372606,1.5973073173979484,2.3113352714798614,3.040406176416185,3.040406176416185,3.040406176416185,3.180728180861524,3.2649278263102457,3.068969600624698,1.6835250139561537,1.7495476212113847,2.053514148106007,2.053514148106007,2.053514148106007,3.040406176416185,3.151858238826129,3.208521646458466,2.3095309672333526,0.8551899148228274,1.5320510750739158,1.8274553056178908,3.060189354583984,3.060189354583984,3.040406176416185,3.060189354583984,2.801179340291637,3.7132668560718862
16,DurationAware_RiskFirst_TCN_Empirical,0.40206888185171125,17.374511245393407,4.553358607048538,6.00249795844085,10.91240875912409,0.40206888185171125,0.4396930017278157,2.1311026610873802,5.130793095131435,1.681526092967118,3.655653991062574,1.1451885050203439,2.324916176444017,3.9191137418469997,1.73137582107321,1.73137582107321,1.73137582107321,2.696385833234516,3.6742314444568054,3.439922883274374,1.6200213971622432,2.2894274368987717,3.220902671423919,3.220902671423919,3.220902671423919,1.73137582107321,2.5857933732631273,3.4680010288577434,4.235871269714345,3.632351098247441,2.2113225592301666,2.511760871001149,2.8067655390940858,2.8067655390940858,1.73137582107321,2.8067655390940858,3.8649989578726602,3.134585084482099
17,DurationAware_RiskFirst_TCN_Empirical,0.29669592625052915,6.863126218754011,1.4653695656435337,5.439724076403318,6.226277372262775,0.29669592625052915,0.6024221978201013,2.5112351672620843,4.230832394152103,1.56829386616971,2.903526987731631,1.206177643860591,2.6794401561631953,1.5943188118555924,1.7375143350793578,1.7375143350793578,1.7375143350793578,2.3063968222864832,3.2276578325454524,3.2734060073121722,1.067746888150253,2.569037098639425,2.3924947767337192,2.3924947767337192,2.3924947767337192,1.7375143350793578,1.0456250929418593,2.099226489215471,2.031420639729844,0.7167962275163559,2.129097200045896,2.7718765688530826,2.40658093246722,2.40658093246722,1.7375143350793578,2.40658093246722,2.3773700642925477,0.7819215934705894
18,RiskFirst_TCN_Empirical,0.2349493808712763,3.4773300477188,0.12430755239333549,4.525928472950511,4.839416058394161,0.2380463366442599,0.2349493808712763,6.841022462118816,0.3721759522969167,2.122279331039326,4.232266877292708,3.66313429514681,4.327333393301318,3.9524611702888066,3.4552607940002398,3.4552607940002398,3.4552607940002398,2.9945565163003485,2.931026491601283,3.097011814515116,2.7092614904489314,4.828685627417717,3.9896371734321483,3.9896371734321483,3.9896371734321483,3.4552607940002398,3.688645013419662,3.6175092239419167,2.7638984917520504,2.848101783410314,3.785048382387888,2.699231463849073,3.853696865324709,3.853696865324709,3.4552607940002398,3.853696865324709,2.641592406626287,2.659114666717625
19,RiskFirst_TCN_Empirical,0.5067360690504917,8.50888587088481,3.114512290397701,5.801906108856201,8.0,0.5238205188913476,0.5067360690504917,0.8926676615368245,1.3655240630991214,1.0221184052459134,2.6189330690521797,2.344498783369096,1.7433946614304037,2.783588527528571,1.7390648529447543,1.7390648529447543,1.7390648529447543,1.5964410783584473,2.379297070819699,2.3777000221162963,1.2925378191594241,2.1158234461964187,2.35316341661688,2.35316341661688,2.35316341661688,1.7390648529447543,1.545450182268021,1.7859090731344753,2.6302963282754632,0.8251224963414151,1.2726338835491708,2.0729847006820044,1.5728460354748321,1.5728460354748321,1.7390648529447543,1.5728460354748321,2.0071197939783714,2.34815054644568
