sample_index,selected_method,selected_score,global_objective
0,DurationAware_RiskFirst_TCN_Empirical,0.1579131894562532,0.277110550059144
1,DurationAware_RiskFirst_TCN_Empirical,0.1748645265059561,0.277110550059144
2,DurationAware_RiskFirst_TCN_Empirical,0.17363211849314636,0.277110550059144
3,DurationAware_RiskFirst_TCN_Empirical,0.25230069432847124,0.277110550059144
4,DurationAware_RiskFirst_TCN_Empirical,0.39202835768330335,0.277110550059144
5,DurationAware_RiskFirst_TCN_Empirical,0.08988168364565173,0.277110550059144
6,DurationAware_RiskFirst_TCN_Empirical,0.19236144746725936,0.277110550059144
7,DurationAware_RiskFirst_TCN_Empirical,0.37708941403908386,0.277110550059144
8,DurationAware_RiskFirst_TCN_Empirical,0.2016650711078137,0.277110550059144
9,RiskFirst_TCN_Empirical,0.2274244204613708,0.277110550059144
10,DurationAware_RiskFirst_TCN_Empirical,0.13354347811201742,0.277110550059144
11,DurationAware_RiskFirst_TCN_Empirical,0.15430945696307757,0.277110550059144
12,DurationAware_RiskFirst_TCN_Empirical,0.38219241865795905,0.277110550059144
13,DurationAware_RiskFirst_TCN_Empirical,0.26372415252299475,0.277110550059144
14,DurationAware_RiskFirst_TCN_Empirical,0.39933399416366566,0.277110550059144
15,DurationAware_RiskFirst_TCN_Empirical,0.7193621378329416,0.277110550059144
16,RiskFirst_TCN_Empirical,0.41432025625001045,0.277110550059144
17,DurationAware_RiskFirst_TCN_Empirical,0.3287416242816856,0.277110550059144
18,RiskFirst_TCN_Empirical,0.16830723579582746,0.277110550059144
19,DurationAware_RiskFirst_TCN_Empirical,0.5636612397853502,0.277110550059144
20,DurationAware_RiskFirst_TCN_Empirical,1.9363769833380076,0.277110550059144
