time,load,wind_power,solar_power,temp,wind_speed,irradiance,precipitation,humidity,pressure,net_load,month,hour
2020-07-01 00:00:00,12.7541075,4.361430170103394,0.0,14.52,1.68,497.15,0.0,57.1,100.43,8.392677329896607,7,0
2020-07-01 01:00:00,11.11667,4.685820880090284,0.0,14.52,1.68,497.15,0.0,57.1,100.43,6.430849119909715,7,1
2020-07-01 02:00:00,9.2477975,4.695530494916211,0.0,14.52,1.68,497.15,0.0,57.1,100.43,4.55226700508379,7,2
2020-07-01 03:00:00,8.4003575,4.401227544425381,0.0,14.52,1.68,497.15,0.0,57.1,100.43,3.9991299555746194,7,3
2020-07-01 04:00:00,8.4714575,4.423998320285469,0.0,14.52,1.68,497.15,0.0,57.1,100.43,4.04745917971453,7,4
2020-07-01 05:00:00,9.853945,4.800312685077994,0.0,14.52,1.68,497.15,0.0,57.1,100.43,5.053632314922005,7,5
2020-07-01 06:00:00,12.01612,4.33403096162461,0.0,14.52,1.68,497.15,0.0,57.1,100.43,7.68208903837539,7,6
2020-07-01 07:00:00,14.6118025,4.1727342486272585,0.18794778054459657,14.52,1.68,497.15,0.0,57.1,100.43,10.251120470828145,7,7
2020-07-01 08:00:00,15.4154425,4.282847401357819,2.0620817234941686,14.52,1.68,497.15,0.0,57.1,100.43,9.070513375148012,7,8
2020-07-01 09:00:00,12.9383625,3.953222934247856,3.3636360400347853,14.52,1.68,497.15,0.0,57.1,100.43,5.621503525717358,7,9
2020-07-01 10:00:00,9.94964,4.018660258628502,3.9940439224837445,14.52,1.68,497.15,0.0,57.1,100.43,1.9369358188877537,7,10
2020-07-01 11:00:00,7.596875000000001,4.835867793230645,4.2242552102039825,16.74,1.85,553.08,0.0,50.24,100.33,-1.463248003434627,7,11
2020-07-01 12:00:00,6.4455325000000006,5.200728219504217,4.271021981120695,17.96,1.81,549.1,0.0,47.08,100.22,-3.026217700624912,7,12
2020-07-01 13:00:00,5.986315,5.98951752659256,4.110466914050271,18.54,1.69,488.92,0.0,45.73,100.13,-4.1136694406428305,7,13
2020-07-01 14:00:00,6.274135,5.1369839192979185,3.7747632952268506,18.61,1.61,374.95,0.0,46.26,100.09,-2.637612214524769,7,14
2020-07-01 15:00:00,7.2298100000000005,4.328147825947566,2.9898369756416243,18.01,1.34,218.0,0.0,51.58,100.08,-0.08817480158918967,7,15
2020-07-01 16:00:00,9.854365,4.063191290992502,1.3604021184414865,15.89,1.37,49.75,0.0,60.06,100.08,4.430771590566011,7,16
2020-07-01 17:00:00,13.949245,3.449787149531455,0.038242170084101176,13.64,1.72,0.0,0.0,65.6,100.13,10.461215680384443,7,17
2020-07-01 18:00:00,16.1994425,4.2940547157708036,0.0,12.59,1.92,0.0,0.0,69.75,100.18,11.905387784229196,7,18
2020-07-01 19:00:00,15.9118425,5.0720884480285635,0.0,11.95,2.0,0.0,0.0,71.51,100.21,10.839754051971436,7,19
2020-07-01 20:00:00,14.814465,5.703422165105933,0.0,11.49,1.82,0.0,0.0,72.78,100.21,9.111042834894068,7,20
2020-07-01 21:00:00,13.676765,5.5476208403246146,0.0,10.79,1.64,0.0,0.0,75.59,100.18,8.129144159675384,7,21
2020-07-01 22:00:00,12.4288325,6.028088888189987,0.0,10.07,1.62,0.0,0.0,78.9,100.13,6.400743611810014,7,22
2020-07-01 23:00:00,12.43793,6.393641121763637,0.0,9.41,1.65,0.0,0.0,82.04,100.1,6.044288878236363,7,23
2020-07-02 00:00:00,12.5725225,6.578340280386273,0.0,8.85,1.66,0.0,0.0,84.47,100.07,5.994182219613727,7,0
2020-07-02 01:00:00,10.860922500000001,6.916380882798276,0.0,8.4,1.67,0.0,0.0,86.32,100.02,3.9445416172017254,7,1
2020-07-02 02:00:00,9.1847475,7.200237997228764,0.0,8.07,1.71,0.0,0.0,87.94,99.98,1.9845095027712363,7,2
2020-07-02 03:00:00,8.2501925,7.243974675926697,0.0,7.81,1.75,0.0,0.0,89.35,99.96,1.0062178240733033,7,3
2020-07-02 04:00:00,8.3696725,7.214106753989841,0.0,7.62,1.78,0.0,0.0,91.11,99.94,1.1555657460101587,7,4
2020-07-02 05:00:00,9.5898625,7.032779473920722,0.0,7.5,1.82,0.0,0.0,92.93,99.94,2.5570830260792787,7,5
2020-07-02 06:00:00,11.7884975,7.495052022795586,0.0,7.41,1.93,0.0,0.0,94.78,99.98,4.293445477204414,7,6
2020-07-02 07:00:00,14.00277,7.591311693461909,0.09149400634625873,8.01,1.99,57.38,0.0,92.48,100.0,6.319964300191832,7,7
2020-07-02 08:00:00,13.9753025,7.702276576934882,1.0736513295366703,10.33,2.16,223.6,0.0,81.64,100.01,5.1993745935284466,7,8
2020-07-02 09:00:00,10.935884999999999,7.795890380416165,2.0723764524301385,13.25,2.62,375.05,0.0,70.77,100.01,1.0676181671536953,7,9
2020-07-02 10:00:00,8.19793,7.637012084073063,3.7230613332318754,16.3,2.88,482.25,0.0,62.23,99.97,-3.1621434173049385,7,10
2020-07-02 11:00:00,6.565295,7.196520132426928,4.198689763548206,18.65,3.03,543.08,0.0,56.34,99.9,-4.829914895975134,7,11
2020-07-02 12:00:00,5.6694975,7.471708862386678,4.418475967541809,20.12,3.11,536.58,0.0,52.58,99.8,-6.220687329928487,7,12
2020-07-02 13:00:00,5.334815,7.380653608932373,4.3174541737842285,20.81,3.09,477.52,0.0,50.88,99.75,-6.363292782716601,7,13
2020-07-02 14:00:00,5.6437225,7.092436003093145,3.491389887563023,20.95,2.84,359.98,0.0,50.94,99.72,-4.9401033906561675,7,14
2020-07-02 15:00:00,6.77294,7.143603374096609,2.683736763496552,20.42,2.24,206.2,0.0,54.55,99.71,-3.054400137593161,7,15
2020-07-02 16:00:00,8.78348,6.292800514449785,1.3036261920862882,18.72,2.05,45.78,0.0,59.09,99.73,1.187053293463928,7,16
2020-07-02 17:00:00,11.813375,5.373253292717464,0.04124410749632829,17.15,2.06,0.0,0.0,62.42,99.78,6.398877599786209,7,17
2020-07-02 18:00:00,13.42474,5.012363308413404,0.0,16.09,1.93,0.0,0.0,66.46,99.84,8.412376691586596,7,18
2020-07-02 19:00:00,12.998407499999999,4.812934618373906,0.0,15.21,1.84,0.0,0.0,69.44,99.89,8.185472881626094,7,19
2020-07-02 20:00:00,12.2895925,4.14706733158975,0.0,14.68,1.84,0.0,0.0,71.98,99.94,8.142525168410248,7,20
2020-07-02 21:00:00,11.584975,4.071546641141243,0.0,14.1,1.74,0.0,0.0,74.55,99.96,7.513428358858757,7,21
2020-07-02 22:00:00,10.6128125,4.097609967685715,0.0,13.61,1.68,0.0,0.0,76.66,99.97,6.5152025323142855,7,22
2020-07-02 23:00:00,11.0100175,3.653119002246858,0.0,13.09,1.76,0.0,0.0,78.88,99.97,7.356898497753142,7,23
2020-07-03 00:00:00,11.1969975,3.2441211208331184,0.0,12.65,1.76,0.0,0.0,80.97,99.97,7.952876379166882,7,0
2020-07-03 01:00:00,9.766555,3.3918851311735403,0.0,12.06,1.65,0.0,0.0,83.95,99.97,6.3746698688264605,7,1
2020-07-03 02:00:00,7.978680000000001,3.608667307328602,0.0,11.34,1.65,0.0,0.0,87.93,99.97,4.3700126926713985,7,2
2020-07-03 03:00:00,7.252545,4.244258646238054,0.0,10.88,1.62,0.0,0.0,90.67,99.99,3.008286353761946,7,3
2020-07-03 04:00:00,7.2800625,4.427752859921715,0.0,10.43,1.54,0.0,0.0,92.84,100.03,2.8523096400782846,7,4
2020-07-03 05:00:00,8.1926775,4.503438197476643,0.0,9.85,1.47,0.0,0.0,94.87,100.1,3.689239302523357,7,5
2020-07-03 06:00:00,9.891495,4.689242013555722,0.0,9.19,1.47,0.0,0.0,96.51,100.18,5.202252986444279,7,6
2020-07-03 07:00:00,11.7403025,4.773400110527884,0.18299615970378494,9.15,1.34,42.5,0.0,94.08,100.24,6.7839062297683315,7,7
2020-07-03 08:00:00,12.7198225,4.3083527992499455,2.173195643774226,11.09,1.27,166.2,0.0,81.07,100.27,6.238274056975827,7,8
