sample_id,scenario_id,scenario_seed,event_type,event_type_code,month,season,season_code,low_wind_flag,low_irradiance_flag,duration_hours,core_n_steps,core_start_offset,core_end_offset,extreme_prob,tail_score,tail_score_zscore,severity_level,cum_deficit,netload_ramp_max,imbalance_duration,imbalance_tau,imbalance_tau_mode,delta_t_hours
S0172,,,大风/沙尘暴,2,2,winter,3,0,1,4.0,4,17,20,0.9065217391304348,0.09814026768433926,-0.8971373044129346,0,0.0,3437.8333333333394,0.0,21859.458333333332,monthly_quantile,1.0
S0173,,,大风/沙尘暴,2,2,winter,3,0,1,9.0,9,14,22,0.49130434782608695,0.7106914902108549,-0.28684965291779996,0,3108.7916666666642,4009.75,1.0,21859.458333333332,monthly_quantile,1.0
S0174,,,大风/沙尘暴,2,2,winter,3,0,1,6.0,6,16,21,0.7695652173913043,0.26192957634936626,-0.733953249187473,0,241.79166666666424,4705.249999999996,1.0,21859.458333333332,monthly_quantile,1.0
S0175,,,大风/沙尘暴,2,2,winter,3,0,1,6.0,6,16,21,0.9065217391304348,0.09814026768433926,-0.8971373044129346,0,0.0,5466.750000000002,0.0,21859.458333333332,monthly_quantile,1.0
S0176,,,大风/沙尘暴,2,2,winter,3,0,0,4.0,4,16,19,0.5782608695652174,0.5477301807014416,-0.4492087687071191,0,1961.4583333333358,1851.4999999999927,1.0,21859.458333333332,monthly_quantile,1.0
S0177,,,大风/沙尘暴,2,2,winter,3,0,1,10.0,10,14,23,0.24782608695652175,1.395028041088645,0.39495805737439327,1,11017.499999999985,2643.5833333333394,6.0,21859.458333333332,monthly_quantile,1.0
S0178,,,大风/沙尘暴,2,2,winter,3,0,1,27.0,27,5,31,0.059112685391669056,2.8283097347655226,1.8229433206429957,3,36389.45833333333,3144.1666666666715,15.0,21859.458333333332,monthly_quantile,1.0
S0179,,,大风/沙尘暴,2,2,winter,3,0,1,7.0,7,15,21,0.5304347826086957,0.6340582641899387,-0.36319969486515125,0,2697.75,3121.5833333333358,2.0,21859.458333333332,monthly_quantile,1.0
S0180,,,大风/沙尘暴,2,2,winter,3,0,1,8.0,8,14,21,0.9065217391304348,0.09814026768433926,-0.8971373044129346,0,0.0,5579.250000000007,0.0,21859.458333333332,monthly_quantile,1.0
S0182,,,大风/沙尘暴,2,3,spring,0,0,1,8.0,8,14,21,0.4,0.916290731874155,-0.08201016565607201,0,5566.97916666669,3839.5,3.0,20626.562499999993,monthly_quantile,1.0
S0183,,,大风/沙尘暴,2,3,spring,0,0,0,5.0,5,16,20,0.27391304347826084,1.2949445825316628,0.29524443893719,1,10264.250000000022,5712.416666666675,4.0,20626.562499999993,monthly_quantile,1.0
S0184,,,大风/沙尘暴,2,3,spring,0,0,1,8.0,8,14,21,0.7956521739130434,0.2285931560817745,-0.7671664808098825,0,77.35416666667516,4006.4999999999945,1.0,20626.562499999993,monthly_quantile,1.0
S0185,,,大风/沙尘暴,2,3,spring,0,0,1,6.0,6,16,21,0.8130434782608695,0.2069706920686088,-0.7887090429611836,0,5.687500000007276,1883.4166666666679,1.0,20626.562499999993,monthly_quantile,1.0
S0188,,,大风/沙尘暴,2,4,spring,0,0,1,17.0,17,10,26,0.2,1.6094379124341003,0.6085756162474026,1,14310.250000000004,5410.916666666668,5.0,18945.666666666664,monthly_quantile,1.0
S0189,,,大风/沙尘暴,2,4,spring,0,0,1,11.0,11,13,23,0.6826086956521739,0.3818335035748874,-0.6144924049993132,0,1168.5000000000036,5787.666666666668,1.0,18945.666666666664,monthly_quantile,1.0
S0191,,,大风/沙尘暴,2,4,spring,0,0,1,9.0,9,14,22,0.7,0.35667494393873245,-0.6395579957788412,0,988.7500000000036,5181.25,1.0,18945.666666666664,monthly_quantile,1.0
S0193,,,大风/沙尘暴,2,5,spring,0,0,1,7.0,7,15,21,0.391304347826087,0.9382696385929302,-0.06011247796800061,0,5810.041666666657,2152.5,3.0,19349.458333333332,monthly_quantile,1.0
S0194,,,大风/沙尘暴,2,5,spring,0,0,1,12.0,12,12,23,0.43043478260869567,0.8429594587886055,-0.1550704564313323,0,4603.500000000007,3950.0000000000036,4.0,19349.458333333332,monthly_quantile,1.0
S0197,,,大风/沙尘暴,2,5,spring,0,0,1,13.0,13,12,24,0.41739130434782606,0.8737311174553591,-0.12441250880225857,0,5322.916666666668,4157.4166666666715,2.0,19349.458333333332,monthly_quantile,1.0
S0199,,,大风/沙尘暴,2,6,summer,1,0,1,6.0,6,15,20,0.9065217391304348,0.09814026768433926,-0.8971373044129346,0,0.0,3623.0833333333358,0.0,22475.541666666668,monthly_quantile,1.0
S0201,,,大风/沙尘暴,2,6,summer,1,0,1,12.0,12,12,23,0.30434782608695654,1.1895840668738362,0.19027326379869294,1,9589.54166666666,4101.500000000004,3.0,22475.541666666668,monthly_quantile,1.0
S0203,,,大风/沙尘暴,2,9,autumn,2,0,1,8.0,8,15,22,0.9065217391304348,0.09814026768433926,-0.8971373044129346,0,0.0,4998.749999999996,0.0,26109.3125,monthly_quantile,1.0
S0204,,,大风/沙尘暴,2,10,autumn,2,0,1,8.0,8,15,22,0.6652173913043479,0.40764138753075985,-0.5887798893593552,0,1223.0833333333321,5750.9166666666715,1.0,22707.416666666664,monthly_quantile,1.0
S0205,,,大风/沙尘暴,2,10,autumn,2,0,1,4.0,4,16,19,0.9065217391304348,0.09814026768433926,-0.8971373044129346,0,0.0,5425.916666666668,0.0,22707.416666666664,monthly_quantile,1.0
S0206,,,大风/沙尘暴,2,10,autumn,2,0,1,10.0,10,13,22,0.9065217391304348,0.09814026768433926,-0.8971373044129346,0,0.0,5273.166666666664,0.0,22707.416666666664,monthly_quantile,1.0
S0207,,,大风/沙尘暴,2,11,autumn,2,0,1,5.0,5,16,20,0.41304347826086957,0.8842024173226546,-0.11397990370883485,0,5354.875,2486.8333333333358,2.0,22354.0625,monthly_quantile,1.0
S0208,,,大风/沙尘暴,2,11,autumn,2,0,1,8.0,8,14,21,0.40869565217391307,0.8947845266531914,-0.10343689862827847,0,5426.458333333332,2832.6666666666642,2.0,22354.0625,monthly_quantile,1.0
S0209,,,大风/沙尘暴,2,11,autumn,2,0,1,7.0,7,15,21,0.508695652173913,0.6759053741254394,-0.3215072232722308,0,3007.208333333332,4299.583333333332,2.0,22354.0625,monthly_quantile,1.0
S0210,,,大风/沙尘暴,2,11,autumn,2,0,1,11.0,11,13,23,0.13043478260869565,2.03688192726104,1.034440089880206,2,22579.645833333325,2770.333333333332,7.0,22354.0625,monthly_quantile,1.0
S0211,,,大风/沙尘暴,2,11,autumn,2,0,1,5.0,5,16,20,0.7130434782608696,0.33821288109899694,-0.6579518354413358,0,778.1041666666679,873.9166666666642,1.0,22354.0625,monthly_quantile,1.0
S0213,,,大风/沙尘暴,2,2,winter,3,0,1,12.0,12,12,23,0.7347826086956522,0.30818059400012193,-0.6878731437149581,0,616.3749999999964,5413.916666666662,1.0,21859.458333333332,monthly_quantile,1.0
S0214,,,大风/沙尘暴,2,2,winter,3,0,1,10.0,10,14,23,0.3826086956521739,0.9607424944449888,-0.03772266644534405,0,6053.541666666661,5574.749999999996,3.0,21859.458333333332,monthly_quantile,1.0
S0215,,,大风/沙尘暴,2,2,winter,3,0,1,8.0,8,14,21,0.2565217391304348,1.3605418650174759,0.3605993186607332,1,10829.208333333336,6243.0,3.0,21859.458333333332,monthly_quantile,1.0
S0216,,,大风/沙尘暴,2,2,winter,3,0,1,8.0,8,14,21,0.9065217391304348,0.09814026768433926,-0.8971373044129346,0,0.0,5110.916666666668,0.0,21859.458333333332,monthly_quantile,1.0
S0217,,,大风/沙尘暴,2,2,winter,3,0,1,6.0,6,15,20,0.7434782608695653,0.29641575242053547,-0.6995945104738129,0,539.6249999999964,5139.750000000004,1.0,21859.458333333332,monthly_quantile,1.0
S0218,,,大风/沙尘暴,2,3,spring,0,0,1,9.0,9,14,22,0.4608695652173913,0.7746402148111282,-0.2231372391355867,0,3932.9583333333467,4485.666666666668,2.0,20626.562499999993,monthly_quantile,1.0
S0219,,,大风/沙尘暴,2,3,spring,0,0,1,9.0,9,14,22,0.47391304347826085,0.7467314266940517,-0.25094289542959347,0,3279.791666666679,6929.6666666666715,2.0,20626.562499999993,monthly_quantile,1.0
S0221,,,大风/沙尘暴,2,3,spring,0,0,1,5.0,5,16,20,0.9065217391304348,0.09814026768433926,-0.8971373044129346,0,0.0,3717.4999999999964,0.0,20626.562499999993,monthly_quantile,1.0
S0222,,,大风/沙尘暴,2,4,spring,0,0,1,5.0,5,16,20,0.9065217391304348,0.09814026768433926,-0.8971373044129346,0,0.0,6166.5,0.0,18945.666666666664,monthly_quantile,1.0
S0223,,,大风/沙尘暴,2,4,spring,0,0,1,5.0,5,16,20,0.9065217391304348,0.09814026768433926,-0.8971373044129346,0,0.0,5545.4166666666715,0.0,18945.666666666664,monthly_quantile,1.0
S0225,,,大风/沙尘暴,2,5,spring,0,0,1,8.0,8,14,21,0.46956521739130436,0.7559480817989757,-0.24176029878824692,0,3480.958333333332,5571.583333333338,1.0,19349.458333333332,monthly_quantile,1.0
S0226,,,大风/沙尘暴,2,5,spring,0,0,1,8.0,8,14,21,0.6565217391304348,0.42079947210827107,-0.5756704280773054,0,1255.8749999999964,4484.25,1.0,19349.458333333332,monthly_quantile,1.0
S0227,,,大风/沙尘暴,2,5,spring,0,0,1,8.0,8,15,22,0.9065217391304348,0.09814026768433926,-0.8971373044129346,0,0.0,4607.3333333333285,0.0,19349.458333333332,monthly_quantile,1.0
S0230,,,大风/沙尘暴,2,5,spring,0,0,1,8.0,8,14,21,0.5217391304347826,0.6505875661411494,-0.34673147392674364,0,2818.7083333333358,4871.083333333334,1.0,19349.458333333332,monthly_quantile,1.0
S0232,,,大风/沙尘暴,2,6,summer,1,0,1,9.0,9,14,22,0.9065217391304348,0.09814026768433926,-0.8971373044129346,0,0.0,5119.416666666661,0.0,22475.541666666668,monthly_quantile,1.0
S0233,,,大风/沙尘暴,2,6,summer,1,0,1,7.0,7,15,21,0.9065217391304348,0.09814026768433926,-0.8971373044129346,0,0.0,4836.083333333336,0.0,22475.541666666668,monthly_quantile,1.0
S0235,,,大风/沙尘暴,2,6,summer,1,0,1,4.0,4,16,19,0.45652173913043476,0.7841189587656721,-0.21369352214603834,0,3954.7500000000036,3755.4999999999964,2.0,22475.541666666668,monthly_quantile,1.0
S0236,,,大风/沙尘暴,2,6,summer,1,0,1,15.0,15,11,25,0.6260869565217392,0.4682660093471947,-0.5283792947469901,0,1557.3333333333285,4097.9166666666715,2.0,22475.541666666668,monthly_quantile,1.0
S0237,,,大风/沙尘暴,2,7,summer,1,0,1,8.0,8,14,21,0.21739130434782608,1.5260563034950494,0.5255021287969774,1,13958.062500000018,2898.75,3.0,26017.312499999996,monthly_quantile,1.0
S0239,,,大风/沙尘暴,2,10,autumn,2,0,1,7.0,7,15,21,0.9065217391304348,0.09814026768433926,-0.8971373044129346,0,0.0,5117.583333333332,0.0,22707.416666666664,monthly_quantile,1.0
S0240,,,大风/沙尘暴,2,10,autumn,2,0,1,9.0,9,14,22,0.9065217391304348,0.09814026768433926,-0.8971373044129346,0,0.0,5802.416666666668,0.0,22707.416666666664,monthly_quantile,1.0
S0241,,,大风/沙尘暴,2,11,autumn,2,0,1,9.0,9,14,22,0.9065217391304348,0.09814026768433926,-0.8971373044129346,0,0.0,4845.916666666664,0.0,22354.0625,monthly_quantile,1.0
S0242,,,大风/沙尘暴,2,11,autumn,2,0,1,12.0,12,13,24,0.6086956521739131,0.496436886313891,-0.5003125181047817,0,1844.7291666666679,3884.9166666666642,3.0,22354.0625,monthly_quantile,1.0
S0243,,,大风/沙尘暴,2,11,autumn,2,0,1,4.0,4,16,19,0.9065217391304348,0.09814026768433926,-0.8971373044129346,0,0.0,4345.5,0.0,22354.0625,monthly_quantile,1.0
S0244,,,大风/沙尘暴,2,12,winter,3,0,1,4.0,4,17,20,0.9065217391304348,0.09814026768433926,-0.8971373044129346,0,0.0,4278.833333333332,0.0,23635.479166666664,monthly_quantile,1.0
S0245,,,大风/沙尘暴,2,1,winter,3,0,1,8.0,8,14,21,0.9065217391304348,0.09814026768433926,-0.8971373044129346,0,0.0,4270.16666666667,0.0,22820.145833333332,monthly_quantile,1.0
S0246,,,大风/沙尘暴,2,1,winter,3,0,1,6.0,6,16,21,0.6478260869565218,0.43413300297773616,-0.5623861688329913,0,1375.0208333333358,3752.666666666657,1.0,22820.145833333332,monthly_quantile,1.0
S0247,,,大风/沙尘暴,2,1,winter,3,0,1,12.0,12,13,24,0.2782608695652174,1.2791962255635234,0.27955427714247283,1,10263.250000000011,4252.333333333339,4.0,22820.145833333332,monthly_quantile,1.0
S0248,,,大风/沙尘暴,2,1,winter,3,0,1,9.0,9,14,22,0.5130434782608696,0.6673946844575306,-0.32998646324274145,0,2973.208333333332,3600.5,2.0,22820.145833333332,monthly_quantile,1.0
S0249,,,大风/沙尘暴,2,2,winter,3,0,1,8.0,8,14,21,0.9065217391304348,0.09814026768433926,-0.8971373044129346,0,0.0,5053.749999999998,0.0,21859.458333333332,monthly_quantile,1.0
S0250,,,大风/沙尘暴,2,2,winter,3,0,1,5.0,5,16,20,0.9065217391304348,0.09814026768433926,-0.8971373044129346,0,0.0,5877.833333333332,0.0,21859.458333333332,monthly_quantile,1.0
S0251,,,大风/沙尘暴,2,2,winter,3,0,0,5.0,5,16,20,0.7608695652173914,0.2732933349996813,-0.7226314832292667,0,385.20833333333576,7042.416666666675,1.0,21859.458333333332,monthly_quantile,1.0
S0252,,,大风/沙尘暴,2,2,winter,3,0,1,8.0,8,14,21,0.9065217391304348,0.09814026768433926,-0.8971373044129346,0,0.0,7539.5833333333285,0.0,21859.458333333332,monthly_quantile,1.0
S0253,,,大风/沙尘暴,2,2,winter,3,0,1,5.0,5,16,20,0.9065217391304348,0.09814026768433926,-0.8971373044129346,0,0.0,7344.250000000004,0.0,21859.458333333332,monthly_quantile,1.0
S0254,,,大风/沙尘暴,2,2,winter,3,0,1,7.0,7,15,21,0.9065217391304348,0.09814026768433926,-0.8971373044129346,0,0.0,7828.833333333336,0.0,21859.458333333332,monthly_quantile,1.0
S0255,,,大风/沙尘暴,2,3,spring,0,0,1,6.0,6,16,21,0.9065217391304348,0.09814026768433926,-0.8971373044129346,0,0.0,7294.0,0.0,20626.562499999993,monthly_quantile,1.0
S0256,,,大风/沙尘暴,2,3,spring,0,0,1,6.0,6,16,21,0.6956521739130435,0.3629054936893685,-0.6333504698854869,0,1089.3541666666715,6961.083333333332,1.0,20626.562499999993,monthly_quantile,1.0
S0257,,,大风/沙尘暴,2,3,spring,0,0,1,16.0,16,11,26,0.23043478260869565,1.4677873953710736,0.46744854276788805,1,13056.18750000003,4767.500000000004,5.0,20626.562499999993,monthly_quantile,1.0
S0258,,,大风/沙尘暴,2,3,spring,0,0,1,12.0,12,12,23,0.6739130434782609,0.39465419200394874,-0.6017190930799431,0,1184.0208333333394,6481.500000000004,1.0,20626.562499999993,monthly_quantile,1.0
S0259,,,大风/沙尘暴,2,3,spring,0,0,1,11.0,11,13,23,0.5565217391304348,0.5860490450035782,-0.4110315047610017,0,2246.604166666675,5509.583333333336,1.0,20626.562499999993,monthly_quantile,1.0
S0260,,,大风/沙尘暴,2,3,spring,0,0,1,4.0,4,16,19,0.9065217391304348,0.09814026768433926,-0.8971373044129346,0,0.0,3462.6666666666715,0.0,20626.562499999993,monthly_quantile,1.0
S0261,,,大风/沙尘暴,2,4,spring,0,0,1,8.0,8,15,22,0.9065217391304348,0.09814026768433926,-0.8971373044129346,0,0.0,5975.000000000004,0.0,18945.666666666664,monthly_quantile,1.0
S0262,,,大风/沙尘暴,2,4,spring,0,0,1,9.0,9,14,22,0.4217391304347826,0.8633683304198125,-0.13473700205326045,0,5293.916666666668,6713.6666666666715,2.0,18945.666666666664,monthly_quantile,1.0
S0263,,,大风/沙尘暴,2,4,spring,0,0,1,6.0,6,15,20,0.9065217391304348,0.09814026768433926,-0.8971373044129346,0,0.0,6175.249999999998,0.0,18945.666666666664,monthly_quantile,1.0
S0264,,,大风/沙尘暴,2,4,spring,0,0,1,10.0,10,13,22,0.7782608695652173,0.2506935030824404,-0.7451478016002755,0,186.75000000000364,6534.83333333333,1.0,18945.666666666664,monthly_quantile,1.0
S0265,,,大风/沙尘暴,2,4,spring,0,0,1,6.0,6,15,20,0.9065217391304348,0.09814026768433926,-0.8971373044129346,0,0.0,6506.66666666667,0.0,18945.666666666664,monthly_quantile,1.0
S0266,,,大风/沙尘暴,2,5,spring,0,0,1,7.0,7,15,21,0.7086956521739131,0.344329108116433,-0.6518582098224259,0,858.7083333333358,5363.250000000002,1.0,19349.458333333332,monthly_quantile,1.0
S0267,,,大风/沙尘暴,2,5,spring,0,0,1,10.0,10,14,23,0.8,0.2231435513142097,-0.7725959475595466,0,53.12499999999636,5638.249999999993,1.0,19349.458333333332,monthly_quantile,1.0
S0269,,,大风/沙尘暴,2,5,spring,0,0,1,5.0,5,16,20,0.9065217391304348,0.09814026768433926,-0.8971373044129346,0,0.0,5263.333333333334,0.0,19349.458333333332,monthly_quantile,1.0
S0270,,,大风/沙尘暴,2,5,spring,0,0,1,6.0,6,15,20,0.9065217391304348,0.09814026768433926,-0.8971373044129346,0,0.0,4470.6666666666715,0.0,19349.458333333332,monthly_quantile,1.0
S0271,,,大风/沙尘暴,2,5,spring,0,0,1,5.0,5,16,20,0.7217391304347827,0.3260915205666521,-0.6700284037023524,0,766.4583333333285,5701.333333333332,1.0,19349.458333333332,monthly_quantile,1.0
S0272,,,大风/沙尘暴,2,5,spring,0,0,1,8.0,8,15,22,0.34347826086956523,1.0686314564561739,0.06976761163536575,0,7025.333333333339,5885.833333333341,2.0,19349.458333333332,monthly_quantile,1.0
S0273,,,大风/沙尘暴,2,5,spring,0,0,1,13.0,13,12,24,0.5347826086956522,0.6258949535507778,-0.3713328394825927,0,2656.75,4561.083333333325,2.0,19349.458333333332,monthly_quantile,1.0
S0274,,,大风/沙尘暴,2,5,spring,0,0,1,12.0,12,13,24,0.9065217391304348,0.09814026768433926,-0.8971373044129346,0,0.0,4347.0,0.0,19349.458333333332,monthly_quantile,1.0
S0275,,,大风/沙尘暴,2,6,summer,1,0,1,6.0,6,16,21,0.9065217391304348,0.09814026768433926,-0.8971373044129346,0,0.0,5602.083333333336,0.0,22475.541666666668,monthly_quantile,1.0
S0276,,,大风/沙尘暴,2,6,summer,1,0,1,4.0,4,17,20,0.9065217391304348,0.09814026768433926,-0.8971373044129346,0,0.0,4036.5833333333303,0.0,22475.541666666668,monthly_quantile,1.0
S0278,,,大风/沙尘暴,2,6,summer,1,0,1,7.0,7,15,21,0.9065217391304348,0.09814026768433926,-0.8971373044129346,0,0.0,4384.916666666668,0.0,22475.541666666668,monthly_quantile,1.0
S0279,,,大风/沙尘暴,2,8,summer,1,0,1,10.0,10,13,22,0.22608695652173913,1.486835590341768,0.4864263486172321,1,13463.729166666631,4230.916666666653,3.0,27881.145833333336,monthly_quantile,1.0
S0280,,,大风/沙尘暴,2,8,summer,1,0,1,8.0,8,14,21,0.7304347826086957,0.3141153295199364,-0.6819603389250279,0,699.8541666666642,4618.6666666666715,1.0,27881.145833333336,monthly_quantile,1.0
S0281,,,大风/沙尘暴,2,10,autumn,2,0,1,21.0,21,8,28,0.9065217391304348,0.09814026768433926,-0.8971373044129346,0,0.0,5894.6666666666715,0.0,22707.416666666664,monthly_quantile,1.0
S0283,,,大风/沙尘暴,2,10,autumn,2,0,1,9.0,9,14,22,0.9065217391304348,0.09814026768433926,-0.8971373044129346,0,0.0,5996.583333333336,0.0,22707.416666666664,monthly_quantile,1.0
S0284,,,大风/沙尘暴,2,12,winter,3,0,1,4.0,4,17,20,0.9065217391304348,0.09814026768433926,-0.8971373044129346,0,0.0,3632.6666666666642,0.0,23635.479166666664,monthly_quantile,1.0
S0285,,,大风/沙尘暴,2,12,winter,3,0,1,6.0,6,15,20,0.5869565217391305,0.5328045304847658,-0.46407926391273213,0,1912.9375000000036,2298.833333333332,1.0,23635.479166666664,monthly_quantile,1.0
S0286,,,大风/沙尘暴,2,12,winter,3,0,1,6.0,6,15,20,0.9065217391304348,0.09814026768433926,-0.8971373044129346,0,0.0,5242.833333333325,0.0,23635.479166666664,monthly_quantile,1.0
S0288,,,大风/沙尘暴,2,12,winter,3,0,1,5.0,5,16,20,0.9065217391304348,0.09814026768433926,-0.8971373044129346,0,0.0,3734.2500000000036,0.0,23635.479166666664,monthly_quantile,1.0
