sample_id,event_type,core_start_time,core_end_time,start_time,end_time,core_n_steps,duration_hours,window_duration_hours,month,low_irradiance_flag,low_wind_flag,imbalance_tau,imbalance_tau_mode,delta_t_hours,cum_deficit,netload_ramp_max,imbalance_duration,netload_peak,netload_mean
S0155,高温,2021-08-29 09:00:00,2021-08-29 16:00:00,2021-08-29 07:00:00,2021-08-29 18:00:00,8,8,12,8,1,0,27881.145833333336,monthly_quantile,1.0,6214.874999999989,4337.833333333339,2.0,33157.5,20666.041666666664
S0156,高温,2021-08-30 10:00:00,2021-08-30 15:00:00,2021-08-30 08:00:00,2021-08-30 17:00:00,6,6,10,8,1,0,27881.145833333336,monthly_quantile,1.0,3034.624999999978,2576.5000000000036,2.0,30465.833333333325,22497.23333333333
S0157,高温,2021-09-04 11:00:00,2021-09-04 15:00:00,2021-09-04 09:00:00,2021-09-04 17:00:00,5,5,9,9,1,0,26109.3125,monthly_quantile,1.0,463.5208333333285,4394.749999999993,1.0,26572.83333333333,15754.48148148148
S0158,高温,2021-09-05 10:00:00,2021-09-05 15:00:00,2021-09-05 08:00:00,2021-09-05 17:00:00,6,6,10,9,1,1,26109.3125,monthly_quantile,1.0,3035.604166666668,4542.500000000004,1.0,29144.916666666668,16714.433333333334
S0159,高温,2021-09-06 10:00:00,2021-09-06 15:00:00,2021-09-06 08:00:00,2021-09-06 17:00:00,6,6,10,9,1,0,26109.3125,monthly_quantile,1.0,5538.708333333332,3807.833333333332,2.0,30782.583333333332,19324.6
S0160,高温,2021-09-07 09:00:00,2021-09-07 16:00:00,2021-09-07 07:00:00,2021-09-07 18:00:00,8,8,12,9,1,1,26109.3125,monthly_quantile,1.0,23288.83333333332,3813.916666666679,4.0,37049.16666666667,24403.36805555555
S0161,高温,2021-09-08 10:00:00,2021-09-08 16:00:00,2021-09-08 08:00:00,2021-09-08 18:00:00,7,7,11,9,1,0,26109.3125,monthly_quantile,1.0,32391.9375,3593.5833333333503,5.0,39152.25000000001,25740.348484848484
S0162,高温,2021-09-09 10:00:00,2021-09-09 15:00:00,2021-09-09 08:00:00,2021-09-09 17:00:00,6,6,10,9,1,0,26109.3125,monthly_quantile,1.0,22671.083333333314,2988.8333333333358,4.0,35356.75,25828.93333333333
S0163,高温,2021-09-12 11:00:00,2021-09-12 15:00:00,2021-09-12 09:00:00,2021-09-12 17:00:00,5,5,9,9,1,0,26109.3125,monthly_quantile,1.0,1503.4374999999927,4347.749999999993,1.0,27612.749999999993,17191.314814814818
S0164,高温,2021-09-13 11:00:00,2021-09-13 15:00:00,2021-09-13 09:00:00,2021-09-13 17:00:00,5,5,9,9,1,0,26109.3125,monthly_quantile,1.0,3769.9375000000036,3897.666666666668,1.0,29879.250000000004,20123.398148148146
S0165,高温,2021-09-14 11:00:00,2021-09-14 15:00:00,2021-09-14 09:00:00,2021-09-14 17:00:00,5,5,9,9,1,0,26109.3125,monthly_quantile,1.0,2602.104166666668,4126.166666666668,1.0,28711.416666666668,19180.62037037037
S0166,大风/沙尘暴,2019-01-05 09:00:00,2019-01-05 15:00:00,2019-01-05 07:00:00,2019-01-05 17:00:00,7,7,11,1,1,0,22820.145833333332,monthly_quantile,1.0,4501.645833333339,1651.4999999999964,3.0,25838.583333333332,22439.803030303032
S0167,大风/沙尘暴,2019-01-16 08:00:00,2019-01-16 16:00:00,2019-01-16 06:00:00,2019-01-16 18:00:00,9,9,13,1,1,0,22820.145833333332,monthly_quantile,1.0,9732.91666666666,2565.916666666668,4.0,26855.25,21899.79487179487
S0168,大风/沙尘暴,2019-01-16 18:00:00,2019-01-16 21:00:00,2019-01-16 16:00:00,2019-01-16 23:00:00,4,4,8,1,0,0,22820.145833333332,monthly_quantile,1.0,16487.29166666666,2565.916666666668,6.0,26855.25,24417.520833333332
S0169,大风/沙尘暴,2019-01-17 07:00:00,2019-01-17 13:00:00,2019-01-17 05:00:00,2019-01-17 15:00:00,7,7,11,1,1,0,22820.145833333332,monthly_quantile,1.0,734.6875000000036,2386.333333333332,1.0,23554.833333333336,21420.14393939394
S0170,大风/沙尘暴,2019-01-21 07:00:00,2019-01-21 15:00:00,2019-01-21 05:00:00,2019-01-21 17:00:00,9,9,13,1,1,0,22820.145833333332,monthly_quantile,1.0,867.7708333333358,5355.833333333332,1.0,23687.916666666668,15066.403846153844
S0171,大风/沙尘暴,2019-02-02 04:00:00,2019-02-02 15:00:00,2019-02-02 02:00:00,2019-02-02 17:00:00,12,12,16,2,1,0,21859.458333333332,monthly_quantile,1.0,1134.7916666666679,2674.1666666666715,1.0,22994.25,18676.973958333332
S0172,大风/沙尘暴,2019-02-03 11:00:00,2019-02-03 14:00:00,2019-02-03 09:00:00,2019-02-03 16:00:00,4,4,8,2,1,0,21859.458333333332,monthly_quantile,1.0,0.0,3437.8333333333394,0.0,17419.25,13514.354166666664
S0173,大风/沙尘暴,2019-02-04 07:00:00,2019-02-04 15:00:00,2019-02-04 05:00:00,2019-02-04 17:00:00,9,9,13,2,1,0,21859.458333333332,monthly_quantile,1.0,3108.7916666666642,4009.75,1.0,24968.249999999996,19004.814102564105
S0174,大风/沙尘暴,2019-02-09 10:00:00,2019-02-09 15:00:00,2019-02-09 08:00:00,2019-02-09 17:00:00,6,6,10,2,1,0,21859.458333333332,monthly_quantile,1.0,241.79166666666424,4705.249999999996,1.0,22101.249999999996,14849.733333333332
S0175,大风/沙尘暴,2019-02-10 10:00:00,2019-02-10 15:00:00,2019-02-10 08:00:00,2019-02-10 17:00:00,6,6,10,2,1,0,21859.458333333332,monthly_quantile,1.0,0.0,5466.750000000002,0.0,21629.333333333336,13532.083333333332
S0176,大风/沙尘暴,2019-02-13 00:00:00,2019-02-13 03:00:00,2019-02-12 22:00:00,2019-02-13 05:00:00,4,4,8,2,0,0,21859.458333333332,monthly_quantile,1.0,1961.4583333333358,1851.4999999999927,1.0,23820.916666666668,19616.270833333332
S0177,大风/沙尘暴,2019-02-13 06:00:00,2019-02-13 15:00:00,2019-02-13 04:00:00,2019-02-13 17:00:00,10,10,14,2,1,0,21859.458333333332,monthly_quantile,1.0,11017.499999999985,2643.5833333333394,6.0,26321.916666666664,21633.14285714286
S0178,大风/沙尘暴,2019-02-13 19:00:00,2019-02-14 21:00:00,2019-02-13 17:00:00,2019-02-14 23:00:00,27,27,31,2,1,0,21859.458333333332,monthly_quantile,1.0,36389.45833333333,3144.1666666666715,15.0,27193.249999999996,21680.0564516129
S0179,大风/沙尘暴,2019-02-15 09:00:00,2019-02-15 15:00:00,2019-02-15 07:00:00,2019-02-15 17:00:00,7,7,11,2,1,0,21859.458333333332,monthly_quantile,1.0,2697.75,3121.5833333333358,2.0,24369.499999999996,18561.234848484848
S0180,大风/沙尘暴,2019-02-16 08:00:00,2019-02-16 15:00:00,2019-02-16 06:00:00,2019-02-16 17:00:00,8,8,12,2,1,0,21859.458333333332,monthly_quantile,1.0,0.0,5579.250000000007,0.0,20202.333333333336,12603.319444444445
S0181,大风/沙尘暴,2019-02-21 11:00:00,2019-02-21 14:00:00,2019-02-21 09:00:00,2019-02-21 16:00:00,4,4,8,2,1,0,21859.458333333332,monthly_quantile,1.0,0.0,2150.4999999999927,0.0,20315.91666666666,17595.21875
S0182,大风/沙尘暴,2019-03-06 08:00:00,2019-03-06 15:00:00,2019-03-06 06:00:00,2019-03-06 17:00:00,8,8,12,3,1,0,20626.562499999993,monthly_quantile,1.0,5566.97916666669,3839.5,3.0,23621.416666666668,18971.99305555555
S0183,大风/沙尘暴,2019-03-12 19:00:00,2019-03-12 23:00:00,2019-03-12 17:00:00,2019-03-13 01:00:00,5,5,9,3,0,0,20626.562499999993,monthly_quantile,1.0,10264.250000000022,5712.416666666675,4.0,24006.0,20539.1574074074
S0184,大风/沙尘暴,2019-03-13 08:00:00,2019-03-13 15:00:00,2019-03-13 06:00:00,2019-03-13 17:00:00,8,8,12,3,1,0,20626.562499999993,monthly_quantile,1.0,77.35416666667516,4006.4999999999945,1.0,20703.916666666668,11755.465277777776
S0185,大风/沙尘暴,2019-03-27 10:00:00,2019-03-27 15:00:00,2019-03-27 08:00:00,2019-03-27 17:00:00,6,6,10,3,1,0,20626.562499999993,monthly_quantile,1.0,5.687500000007276,1883.4166666666679,1.0,20632.25,15328.824999999997
S0186,大风/沙尘暴,2019-03-28 12:00:00,2019-03-28 15:00:00,2019-03-28 10:00:00,2019-03-28 17:00:00,4,4,8,3,1,0,20626.562499999993,monthly_quantile,1.0,0.0,2749.1666666666642,0.0,13610.083333333332,10625.041666666664
S0187,大风/沙尘暴,2019-04-02 12:00:00,2019-04-02 15:00:00,2019-04-02 10:00:00,2019-04-02 17:00:00,4,4,8,4,1,0,18945.666666666664,monthly_quantile,1.0,0.0,2260.5,0.0,15608.25,12524.177083333332
S0188,大风/沙尘暴,2019-04-09 07:00:00,2019-04-09 23:00:00,2019-04-09 05:00:00,2019-04-10 01:00:00,17,17,21,4,1,0,18945.666666666664,monthly_quantile,1.0,14310.250000000004,5410.916666666668,5.0,23989.249999999996,15257.880952380952
S0189,大风/沙尘暴,2019-04-10 06:00:00,2019-04-10 16:00:00,2019-04-10 04:00:00,2019-04-10 18:00:00,11,11,15,4,1,0,18945.666666666664,monthly_quantile,1.0,1168.5000000000036,5787.666666666668,1.0,20114.166666666668,12339.583333333334
S0190,大风/沙尘暴,2019-04-12 12:00:00,2019-04-12 15:00:00,2019-04-12 10:00:00,2019-04-12 17:00:00,4,4,8,4,1,0,18945.666666666664,monthly_quantile,1.0,0.0,2252.416666666666,0.0,13370.25,10822.25
S0191,大风/沙尘暴,2019-04-20 09:00:00,2019-04-20 17:00:00,2019-04-20 07:00:00,2019-04-20 19:00:00,9,9,13,4,1,0,18945.666666666664,monthly_quantile,1.0,988.7500000000036,5181.25,1.0,19934.416666666668,9529.826923076924
S0192,大风/沙尘暴,2019-04-30 10:00:00,2019-04-30 15:00:00,2019-04-30 08:00:00,2019-04-30 17:00:00,6,6,10,4,1,0,18945.666666666664,monthly_quantile,1.0,0.0,2356.0833333333394,0.0,14227.666666666668,11255.074999999999
S0193,大风/沙尘暴,2019-05-15 10:00:00,2019-05-15 16:00:00,2019-05-15 08:00:00,2019-05-15 18:00:00,7,7,11,5,1,0,19349.458333333332,monthly_quantile,1.0,5810.041666666657,2152.5,3.0,22540.83333333333,17395.446969696965
S0194,大风/沙尘暴,2019-05-16 06:00:00,2019-05-16 17:00:00,2019-05-16 04:00:00,2019-05-16 19:00:00,12,12,16,5,1,0,19349.458333333332,monthly_quantile,1.0,4603.500000000007,3950.0000000000036,4.0,21273.75,15141.109374999998
S0195,大风/沙尘暴,2019-05-18 11:00:00,2019-05-18 15:00:00,2019-05-18 09:00:00,2019-05-18 17:00:00,5,5,9,5,1,0,19349.458333333332,monthly_quantile,1.0,0.0,2225.2500000000073,0.0,17050.833333333336,12096.0
S0196,大风/沙尘暴,2019-05-19 09:00:00,2019-05-19 16:00:00,2019-05-19 07:00:00,2019-05-19 18:00:00,8,8,12,5,1,0,19349.458333333332,monthly_quantile,1.0,0.0,3082.3333333333285,0.0,16921.249999999996,11916.0
S0197,大风/沙尘暴,2019-05-21 06:00:00,2019-05-21 18:00:00,2019-05-21 04:00:00,2019-05-21 20:00:00,13,13,17,5,1,0,19349.458333333332,monthly_quantile,1.0,5322.916666666668,4157.4166666666715,2.0,22664.5,14110.42156862745
S0198,大风/沙尘暴,2019-05-26 06:00:00,2019-05-26 14:00:00,2019-05-26 04:00:00,2019-05-26 16:00:00,9,9,13,5,1,0,19349.458333333332,monthly_quantile,1.0,0.0,690.1666666666661,0.0,15133.166666666668,11281.641025641027
S0199,大风/沙尘暴,2019-06-06 11:00:00,2019-06-06 16:00:00,2019-06-06 09:00:00,2019-06-06 18:00:00,6,6,10,6,1,0,22475.541666666668,monthly_quantile,1.0,0.0,3623.0833333333358,0.0,22330.333333333336,15420.958333333334
S0200,大风/沙尘暴,2019-06-07 11:00:00,2019-06-07 16:00:00,2019-06-07 09:00:00,2019-06-07 18:00:00,6,6,10,6,1,0,22475.541666666668,monthly_quantile,1.0,0.0,3254.9166666666642,0.0,18051.25,11918.5
S0201,大风/沙尘暴,2019-06-20 08:00:00,2019-06-20 19:00:00,2019-06-20 06:00:00,2019-06-20 21:00:00,12,12,16,6,1,0,22475.541666666668,monthly_quantile,1.0,9589.54166666666,4101.500000000004,3.0,26373.416666666668,16599.713541666664
S0202,大风/沙尘暴,2019-06-21 12:00:00,2019-06-21 16:00:00,2019-06-21 10:00:00,2019-06-21 18:00:00,5,5,9,6,1,0,22475.541666666668,monthly_quantile,1.0,0.0,2803.9166666666697,0.0,18397.000000000004,12815.907407407409
S0203,大风/沙尘暴,2019-09-28 09:00:00,2019-09-28 16:00:00,2019-09-28 07:00:00,2019-09-28 18:00:00,8,8,12,9,1,0,26109.3125,monthly_quantile,1.0,0.0,4998.749999999996,0.0,21589.33333333333,12931.013888888885
S0204,大风/沙尘暴,2019-10-09 09:00:00,2019-10-09 16:00:00,2019-10-09 07:00:00,2019-10-09 18:00:00,8,8,12,10,1,0,22707.416666666664,monthly_quantile,1.0,1223.0833333333321,5750.9166666666715,1.0,23930.499999999996,14627.430555555555
S0205,大风/沙尘暴,2019-10-17 12:00:00,2019-10-17 15:00:00,2019-10-17 10:00:00,2019-10-17 17:00:00,4,4,8,10,1,0,22707.416666666664,monthly_quantile,1.0,0.0,5425.916666666668,0.0,20222.000000000004,12790.03125
S0206,大风/沙尘暴,2019-10-27 07:00:00,2019-10-27 16:00:00,2019-10-27 05:00:00,2019-10-27 18:00:00,10,10,14,10,1,0,22707.416666666664,monthly_quantile,1.0,0.0,5273.166666666664,0.0,20425.083333333332,11578.809523809525
S0207,大风/沙尘暴,2019-11-19 11:00:00,2019-11-19 15:00:00,2019-11-19 09:00:00,2019-11-19 17:00:00,5,5,9,11,1,0,22354.0625,monthly_quantile,1.0,5354.875,2486.8333333333358,2.0,26274.916666666668,19679.76851851852
S0208,大风/沙尘暴,2019-11-20 08:00:00,2019-11-20 15:00:00,2019-11-20 06:00:00,2019-11-20 17:00:00,8,8,12,11,1,0,22354.0625,monthly_quantile,1.0,5426.458333333332,2832.6666666666642,2.0,26131.333333333332,20005.090277777777
S0209,大风/沙尘暴,2019-11-25 09:00:00,2019-11-25 15:00:00,2019-11-25 07:00:00,2019-11-25 17:00:00,7,7,11,11,1,0,22354.0625,monthly_quantile,1.0,3007.208333333332,4299.583333333332,2.0,25340.666666666668,15953.098484848482
S0210,大风/沙尘暴,2019-11-26 15:00:00,2019-11-27 01:00:00,2019-11-26 13:00:00,2019-11-27 03:00:00,11,11,15,11,1,0,22354.0625,monthly_quantile,1.0,22579.645833333325,2770.333333333332,7.0,27134.416666666668,22301.55555555555
S0211,大风/沙尘暴,2019-11-27 08:00:00,2019-11-27 12:00:00,2019-11-27 06:00:00,2019-11-27 14:00:00,5,5,9,11,1,0,22354.0625,monthly_quantile,1.0,778.1041666666679,873.9166666666642,1.0,23132.166666666668,20868.879629629628
S0212,大风/沙尘暴,2019-12-22 09:00:00,2019-12-22 12:00:00,2019-12-22 07:00:00,2019-12-22 14:00:00,4,4,8,12,1,0,23635.479166666664,monthly_quantile,1.0,0.0,1725.0,0.0,20349.5,18276.583333333332
S0213,大风/沙尘暴,2020-02-02 10:00:00,2020-02-02 21:00:00,2020-02-02 08:00:00,2020-02-02 23:00:00,12,12,16,2,1,0,21859.458333333332,monthly_quantile,1.0,616.3749999999964,5413.916666666662,1.0,22475.83333333333,14816.276041666664
S0214,大风/沙尘暴,2020-02-03 06:00:00,2020-02-03 15:00:00,2020-02-03 04:00:00,2020-02-03 17:00:00,10,10,14,2,1,0,21859.458333333332,monthly_quantile,1.0,6053.541666666661,5574.749999999996,3.0,25394.916666666668,16835.297619047615
S0215,大风/沙尘暴,2020-02-04 08:00:00,2020-02-04 15:00:00,2020-02-04 06:00:00,2020-02-04 17:00:00,8,8,12,2,1,0,21859.458333333332,monthly_quantile,1.0,10829.208333333336,6243.0,3.0,26972.41666666666,16915.187499999996
S0216,大风/沙尘暴,2020-02-09 08:00:00,2020-02-09 15:00:00,2020-02-09 06:00:00,2020-02-09 17:00:00,8,8,12,2,1,0,21859.458333333332,monthly_quantile,1.0,0.0,5110.916666666668,0.0,21397.999999999993,12838.659722222219
S0217,大风/沙尘暴,2020-02-10 09:00:00,2020-02-10 14:00:00,2020-02-10 07:00:00,2020-02-10 16:00:00,6,6,10,2,1,0,21859.458333333332,monthly_quantile,1.0,539.6249999999964,5139.750000000004,1.0,22399.08333333333,15399.708333333328
S0218,大风/沙尘暴,2020-03-01 08:00:00,2020-03-01 16:00:00,2020-03-01 06:00:00,2020-03-01 18:00:00,9,9,13,3,1,0,20626.562499999993,monthly_quantile,1.0,3932.9583333333467,4485.666666666668,2.0,23600.083333333336,13717.948717948719
S0219,大风/沙尘暴,2020-03-02 07:00:00,2020-03-02 15:00:00,2020-03-02 05:00:00,2020-03-02 17:00:00,9,9,13,3,1,0,20626.562499999993,monthly_quantile,1.0,3279.791666666679,6929.6666666666715,2.0,22605.5,14989.891025641024
S0220,大风/沙尘暴,2020-03-13 11:00:00,2020-03-13 15:00:00,2020-03-13 09:00:00,2020-03-13 17:00:00,5,5,9,3,1,0,20626.562499999993,monthly_quantile,1.0,0.0,3103.6666666666715,0.0,18703.75,14862.435185185188
S0221,大风/沙尘暴,2020-03-14 11:00:00,2020-03-14 15:00:00,2020-03-14 09:00:00,2020-03-14 17:00:00,5,5,9,3,1,0,20626.562499999993,monthly_quantile,1.0,0.0,3717.4999999999964,0.0,18283.999999999996,13370.842592592591
S0222,大风/沙尘暴,2020-04-01 12:00:00,2020-04-01 16:00:00,2020-04-01 10:00:00,2020-04-01 18:00:00,5,5,9,4,1,0,18945.666666666664,monthly_quantile,1.0,0.0,6166.5,0.0,17129.916666666668,9085.490740740739
S0223,大风/沙尘暴,2020-04-04 12:00:00,2020-04-04 16:00:00,2020-04-04 10:00:00,2020-04-04 18:00:00,5,5,9,4,1,0,18945.666666666664,monthly_quantile,1.0,0.0,5545.4166666666715,0.0,15854.583333333336,8111.268518518519
S0224,大风/沙尘暴,2020-04-05 11:00:00,2020-04-05 14:00:00,2020-04-05 09:00:00,2020-04-05 16:00:00,4,4,8,4,1,0,18945.666666666664,monthly_quantile,1.0,0.0,1134.9166666666679,0.0,12886.75,11741.489583333332
S0225,大风/沙尘暴,2020-05-11 10:00:00,2020-05-11 17:00:00,2020-05-11 08:00:00,2020-05-11 19:00:00,8,8,12,5,1,0,19349.458333333332,monthly_quantile,1.0,3480.958333333332,5571.583333333338,1.0,22830.416666666664,10730.569444444443
S0226,大风/沙尘暴,2020-05-12 10:00:00,2020-05-12 17:00:00,2020-05-12 08:00:00,2020-05-12 19:00:00,8,8,12,5,1,0,19349.458333333332,monthly_quantile,1.0,1255.8749999999964,4484.25,1.0,20605.33333333333,10681.006944444443
S0227,大风/沙尘暴,2020-05-17 09:00:00,2020-05-17 16:00:00,2020-05-17 07:00:00,2020-05-17 18:00:00,8,8,12,5,1,0,19349.458333333332,monthly_quantile,1.0,0.0,4607.3333333333285,0.0,18025.249999999996,9459.680555555555
S0228,大风/沙尘暴,2020-05-18 10:00:00,2020-05-18 15:00:00,2020-05-18 08:00:00,2020-05-18 17:00:00,6,6,10,5,1,0,19349.458333333332,monthly_quantile,1.0,0.0,2309.4166666666715,0.0,13570.75,10672.374999999998
S0229,大风/沙尘暴,2020-05-19 09:00:00,2020-05-19 15:00:00,2020-05-19 07:00:00,2020-05-19 17:00:00,7,7,11,5,0,0,19349.458333333332,monthly_quantile,1.0,0.0,1657.7499999999927,0.0,13076.25,9698.643939393938
S0230,大风/沙尘暴,2020-05-22 10:00:00,2020-05-22 17:00:00,2020-05-22 08:00:00,2020-05-22 19:00:00,8,8,12,5,1,0,19349.458333333332,monthly_quantile,1.0,2818.7083333333358,4871.083333333334,1.0,22168.166666666668,11489.89583333333
S0231,大风/沙尘暴,2020-06-05 12:00:00,2020-06-05 16:00:00,2020-06-05 10:00:00,2020-06-05 18:00:00,5,5,9,6,1,0,22475.541666666668,monthly_quantile,1.0,0.0,2991.0000000000036,0.0,17718.416666666668,13296.768518518518
S0232,大风/沙尘暴,2020-06-06 10:00:00,2020-06-06 18:00:00,2020-06-06 08:00:00,2020-06-06 20:00:00,9,9,13,6,1,0,22475.541666666668,monthly_quantile,1.0,0.0,5119.416666666661,0.0,21157.416666666668,11062.134615384613
S0233,大风/沙尘暴,2020-06-07 11:00:00,2020-06-07 17:00:00,2020-06-07 09:00:00,2020-06-07 19:00:00,7,7,11,6,1,0,22475.541666666668,monthly_quantile,1.0,0.0,4836.083333333336,0.0,18262.583333333336,9787.446969696972
S0234,大风/沙尘暴,2020-06-12 11:00:00,2020-06-12 17:00:00,2020-06-12 09:00:00,2020-06-12 19:00:00,7,7,11,6,1,0,22475.541666666668,monthly_quantile,1.0,0.0,3392.9166666666715,0.0,22055.0,13745.128787878786
S0235,大风/沙尘暴,2020-06-27 14:00:00,2020-06-27 17:00:00,2020-06-27 12:00:00,2020-06-27 19:00:00,4,4,8,6,1,0,22475.541666666668,monthly_quantile,1.0,3954.7500000000036,3755.4999999999964,2.0,26330.666666666668,17460.135416666664
S0236,大风/沙尘暴,2020-06-28 05:00:00,2020-06-28 19:00:00,2020-06-28 03:00:00,2020-06-28 21:00:00,15,15,19,6,1,0,22475.541666666668,monthly_quantile,1.0,1557.3333333333285,4097.9166666666715,2.0,23375.58333333333,12952.438596491229
S0237,大风/沙尘暴,2020-07-13 10:00:00,2020-07-13 17:00:00,2020-07-13 08:00:00,2020-07-13 19:00:00,8,8,12,7,1,0,26017.312499999996,monthly_quantile,1.0,13958.062500000018,2898.75,3.0,33514.083333333336,23087.104166666668
S0238,大风/沙尘暴,2020-07-22 12:00:00,2020-07-22 15:00:00,2020-07-22 10:00:00,2020-07-22 17:00:00,4,4,8,7,0,0,26017.312499999996,monthly_quantile,1.0,0.0,2757.8333333333358,0.0,21967.833333333336,16509.96875
S0239,大风/沙尘暴,2020-10-25 10:00:00,2020-10-25 16:00:00,2020-10-25 08:00:00,2020-10-25 18:00:00,7,7,11,10,1,0,22707.416666666664,monthly_quantile,1.0,0.0,5117.583333333332,0.0,21108.83333333333,11935.83333333333
S0240,大风/沙尘暴,2020-10-26 07:00:00,2020-10-26 15:00:00,2020-10-26 05:00:00,2020-10-26 17:00:00,9,9,13,10,1,0,22707.416666666664,monthly_quantile,1.0,0.0,5802.416666666668,0.0,22250.166666666668,14996.070512820508
S0241,大风/沙尘暴,2020-11-07 08:00:00,2020-11-07 16:00:00,2020-11-07 06:00:00,2020-11-07 18:00:00,9,9,13,11,1,0,22354.0625,monthly_quantile,1.0,0.0,4845.916666666664,0.0,21912.499999999996,14843.269230769229
S0242,大风/沙尘暴,2020-11-08 07:00:00,2020-11-08 18:00:00,2020-11-08 05:00:00,2020-11-08 20:00:00,12,12,16,11,1,0,22354.0625,monthly_quantile,1.0,1844.7291666666679,3884.9166666666642,3.0,23364.0,14601.901041666664
S0243,大风/沙尘暴,2020-11-17 10:00:00,2020-11-17 13:00:00,2020-11-17 08:00:00,2020-11-17 15:00:00,4,4,8,11,1,0,22354.0625,monthly_quantile,1.0,0.0,4345.5,0.0,21177.08333333333,15238.833333333332
S0244,大风/沙尘暴,2020-12-17 11:00:00,2020-12-17 14:00:00,2020-12-17 09:00:00,2020-12-17 16:00:00,4,4,8,12,1,0,23635.479166666664,monthly_quantile,1.0,0.0,4278.833333333332,0.0,22724.166666666668,16449.447916666664
S0245,大风/沙尘暴,2021-01-19 08:00:00,2021-01-19 15:00:00,2021-01-19 06:00:00,2021-01-19 17:00:00,8,8,12,1,1,0,22820.145833333332,monthly_quantile,1.0,0.0,4270.16666666667,0.0,22628.249999999996,15403.006944444445
S0246,大风/沙尘暴,2021-01-22 10:00:00,2021-01-22 15:00:00,2021-01-22 08:00:00,2021-01-22 17:00:00,6,6,10,1,1,0,22820.145833333332,monthly_quantile,1.0,1375.0208333333358,3752.666666666657,1.0,24195.166666666668,17650.258333333328
S0247,大风/沙尘暴,2021-01-25 07:00:00,2021-01-25 18:00:00,2021-01-25 05:00:00,2021-01-25 20:00:00,12,12,16,1,1,0,22820.145833333332,monthly_quantile,1.0,10263.250000000011,4252.333333333339,4.0,26113.666666666668,18998.895833333332
S0248,大风/沙尘暴,2021-01-27 07:00:00,2021-01-27 15:00:00,2021-01-27 05:00:00,2021-01-27 17:00:00,9,9,13,1,1,0,22820.145833333332,monthly_quantile,1.0,2973.208333333332,3600.5,2.0,25744.499999999993,20103.73076923077
S0249,大风/沙尘暴,2021-02-13 08:00:00,2021-02-13 15:00:00,2021-02-13 06:00:00,2021-02-13 17:00:00,8,8,12,2,1,0,21859.458333333332,monthly_quantile,1.0,0.0,5053.749999999998,0.0,18655.33333333333,10615.166666666666
S0250,大风/沙尘暴,2021-02-16 11:00:00,2021-02-16 15:00:00,2021-02-16 09:00:00,2021-02-16 17:00:00,5,5,9,2,1,0,21859.458333333332,monthly_quantile,1.0,0.0,5877.833333333332,0.0,20708.333333333332,10477.592592592591
S0251,大风/沙尘暴,2021-02-17 11:00:00,2021-02-17 15:00:00,2021-02-17 09:00:00,2021-02-17 17:00:00,5,5,9,2,0,0,21859.458333333332,monthly_quantile,1.0,385.20833333333576,7042.416666666675,1.0,22244.666666666668,9898.111111111113
S0252,大风/沙尘暴,2021-02-20 08:00:00,2021-02-20 15:00:00,2021-02-20 06:00:00,2021-02-20 17:00:00,8,8,12,2,1,0,21859.458333333332,monthly_quantile,1.0,0.0,7539.5833333333285,0.0,17962.916666666668,8626.694444444443
S0253,大风/沙尘暴,2021-02-24 11:00:00,2021-02-24 15:00:00,2021-02-24 09:00:00,2021-02-24 17:00:00,5,5,9,2,1,0,21859.458333333332,monthly_quantile,1.0,0.0,7344.250000000004,0.0,19771.333333333332,8267.537037037033
S0254,大风/沙尘暴,2021-02-27 09:00:00,2021-02-27 15:00:00,2021-02-27 07:00:00,2021-02-27 17:00:00,7,7,11,2,1,0,21859.458333333332,monthly_quantile,1.0,0.0,7828.833333333336,0.0,17998.666666666664,6999.083333333332
S0255,大风/沙尘暴,2021-03-08 10:00:00,2021-03-08 15:00:00,2021-03-08 08:00:00,2021-03-08 17:00:00,6,6,10,3,1,0,20626.562499999993,monthly_quantile,1.0,0.0,7294.0,0.0,20475.5,8916.616666666665
S0256,大风/沙尘暴,2021-03-09 10:00:00,2021-03-09 15:00:00,2021-03-09 08:00:00,2021-03-09 17:00:00,6,6,10,3,1,0,20626.562499999993,monthly_quantile,1.0,1089.3541666666715,6961.083333333332,1.0,21715.916666666664,10511.625
S0257,大风/沙尘暴,2021-03-15 07:00:00,2021-03-15 22:00:00,2021-03-15 05:00:00,2021-03-16 00:00:00,16,16,20,3,1,0,20626.562499999993,monthly_quantile,1.0,13056.18750000003,4767.500000000004,5.0,24561.749999999996,17244.770833333332
S0258,大风/沙尘暴,2021-03-23 06:00:00,2021-03-23 17:00:00,2021-03-23 04:00:00,2021-03-23 19:00:00,12,12,16,3,1,0,20626.562499999993,monthly_quantile,1.0,1184.0208333333394,6481.500000000004,1.0,21810.583333333332,11629.989583333332
S0259,大风/沙尘暴,2021-03-25 07:00:00,2021-03-25 17:00:00,2021-03-25 05:00:00,2021-03-25 19:00:00,11,11,15,3,1,0,20626.562499999993,monthly_quantile,1.0,2246.604166666675,5509.583333333336,1.0,22873.166666666668,13896.27222222222
S0260,大风/沙尘暴,2021-03-29 12:00:00,2021-03-29 15:00:00,2021-03-29 10:00:00,2021-03-29 17:00:00,4,4,8,3,1,0,20626.562499999993,monthly_quantile,1.0,0.0,3462.6666666666715,0.0,10270.333333333334,6101.708333333331
